address;source_location;insn;indent
0x336f0;:0;PUSH	%R15;
0x33a64;:0;MOVDQA	0x570(%RSP),%XMM6;
0x33a6d;:0;MOVDQA	0x580(%RSP),%XMM7;
0x33a76;:0;MOVAPS	%XMM1,0x130(%RSP);
0x33a7e;:0;MOVDQA	0x590(%RSP),%XMM3;
0x33a87;:0;MOVDQA	0x5a0(%RSP),%XMM2;
0x33a90;:0;MOVAPS	%XMM4,0x140(%RSP);
0x33a98;:0;MOVDQA	0x5b0(%RSP),%XMM1;
0x33aa1;:0;MOVDQA	0x5c0(%RSP),%XMM4;
0x33aaa;:0;MOVAPS	%XMM5,0x150(%RSP);
0x33ab2;:0;MOVDQA	0x5d0(%RSP),%XMM5;
0x33abb;:0;MOVAPS	%XMM6,0x160(%RSP);
0x33ac3;:0;MOVDQA	0x5e0(%RSP),%XMM6;
0x33acc;:0;MOVAPS	%XMM7,0x170(%RSP);
0x33ad4;:0;MOVDQA	0x5f0(%RSP),%XMM7;
0x33add;:0;MOVAPS	%XMM3,0x180(%RSP);
0x33ae5;:0;MOVAPS	%XMM2,0x190(%RSP);
0x33aed;:0;MOVAPS	%XMM1,0x1a0(%RSP);
0x33af5;:0;MOVAPS	%XMM4,0x1b0(%RSP);
0x33afd;:0;MOVAPS	%XMM5,0x1c0(%RSP);
0x33b05;:0;MOVAPS	%XMM6,0x1d0(%RSP);
0x33b0d;:0;MOVAPS	%XMM7,0x1e0(%RSP);
0x33b15;:0;TEST	%RBP,%RBP;
0x33b18;:0;JE	349e4 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x12f4>;
0x33b1e;:0;MOV	0x40(%RSP),%R14;
0x33b23;:0;TEST	%R14,%R14;
0x33b26;:0;JE	34733 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x1043>;
0x33b2c;:0;MOV	$0x1a,%ECX;
0x33b31;:0;XOR	%EAX,%EAX;
0x33b33;:0;MOV	%R15,%RDI;
0x33b36;:0;MOVL	$0x9,0x2c0(%RSP);
0x33b41;:0;REP_STOSQ	(%RDI);
0x33b44;:0;CMP	%RBX,%R14;
0x33b47;:0;JE	34550 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0xe60>;
0x33b4d;:0;LEA	0x2c0(%RSP),%RDI;
0x33b55;:0;SUB	$0x8,%RSP;
0x33b59;:0;MOV	$0x3c,%ESI;
0x33b5e;:0;MOV	%R15,%R9;
0x33b61;:0;PUSH	%R14;
0x33b63;:0;LEA	0x50596(%RIP),%RCX;
0x33b6a;:0;MOV	$0x1,%EDX;
0x33b6f;:0;LEA	0x3a0(%RSP),%R8;
0x33b77;:0;CALL	1e840 <_ZL34__Pyx_ValidateAndInit_memviewslicePiiiiP14__Pyx_TypeInfoP22__Pyx_BufFmt_StackElemP18__Pyx_memviewsliceP7_object.constprop.1>;
0x33b7c;:0;POP	%RCX;
0x33b7d;:0;POP	%RSI;
0x33b7e;:0;CMP	$-0x1,%EAX;
0x33b81;:0;JE	34948 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x1258>;
0x33b87;:0;MOVDQA	0x530(%RSP),%XMM4;
0x33b90;:0;MOVDQA	0x540(%RSP),%XMM5;
0x33b99;:0;MOVDQA	0x550(%RSP),%XMM6;
0x33ba2;:0;MOVDQA	0x560(%RSP),%XMM7;
0x33bab;:0;MOVAPS	%XMM4,0x1f0(%RSP);
0x33bb3;:0;MOV	0x530(%RSP),%R14;
0x33bbb;:0;MOVDQA	0x570(%RSP),%XMM3;
0x33bc4;:0;MOVDQA	0x580(%RSP),%XMM1;
0x33bcd;:0;MOVAPS	%XMM5,0x200(%RSP);
0x33bd5;:0;MOVDQA	0x590(%RSP),%XMM2;
0x33bde;:0;MOVDQA	0x5a0(%RSP),%XMM4;
0x33be7;:0;MOVAPS	%XMM6,0x210(%RSP);
0x33bef;:0;MOVDQA	0x5b0(%RSP),%XMM5;
0x33bf8;:0;MOVDQA	0x5c0(%RSP),%XMM6;
0x33c01;:0;MOVAPS	%XMM7,0x220(%RSP);
0x33c09;:0;MOVDQA	0x5d0(%RSP),%XMM7;
0x33c12;:0;MOVAPS	%XMM3,0x230(%RSP);
0x33c1a;:0;MOVDQA	0x5e0(%RSP),%XMM3;
0x33c23;:0;MOVAPS	%XMM1,0x240(%RSP);
0x33c2b;:0;MOVDQA	0x5f0(%RSP),%XMM1;
0x33c34;:0;MOVAPS	%XMM2,0x250(%RSP);
0x33c3c;:0;MOVAPS	%XMM4,0x260(%RSP);
0x33c44;:0;MOVAPS	%XMM5,0x270(%RSP);
0x33c4c;:0;MOVAPS	%XMM6,0x280(%RSP);
0x33c54;:0;MOVAPS	%XMM7,0x290(%RSP);
0x33c5c;:0;MOVAPS	%XMM3,0x2a0(%RSP);
0x33c64;:0;MOVAPS	%XMM1,0x2b0(%RSP);
0x33c6c;:0;TEST	%R14,%R14;
0x33c6f;:0;JE	34954 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x1264>;
0x33c75;:0;MOV	0x51344(%RIP),%RSI;
0x33c7c;:0;CMP	%RSI,0x8(%R13);
0x33c80;:0;JE	33c8b <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x59b>;
0x33c82;:0;CMP	%RBX,%R13;
0x33c85;:0;JNE	348f0 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x1200>;
0x33c8b;:0;MOVDQA	0x50(%RSP),%XMM3;
0x33c91;:0;MOVDQA	0x60(%RSP),%XMM4;
0x33c97;:0;MOV	$0x1,%ECX;
0x33c9c;:0;MOVDQA	0x70(%RSP),%XMM5;
0x33ca2;:0;MOV	0xd0(%RSP),%RAX;
0x33caa;:0;MOV	0xd8(%RSP),%RDX;
0x33cb2;:0;MOV	0xe0(%RSP),%RSI;
0x33cba;:0;MOVAPS	%XMM3,0x2c0(%RSP);
0x33cc2;:0;MOV	0xe8(%RSP),%RDI;
0x33cca;:0;MOV	0xf0(%RSP),%R8;
0x33cd2;:0;MOVAPS	%XMM4,0x2d0(%RSP);
0x33cda;:0;MOV	0xf8(%RSP),%R9;
0x33ce2;:0;MOV	0x100(%RSP),%R10;
0x33cea;:0;MOVAPS	%XMM5,0x2e0(%RSP);
0x33cf2;:0;MOV	0x108(%RSP),%R11;
0x33cfa;:0;MOVDQA	0x90(%RSP),%XMM7;
0x33d03;:0;MOV	%RAX,0x340(%RSP);
0x33d0b;:0;MOVDQA	0xa0(%RSP),%XMM3;
0x33d14;:0;MOVDQA	0xb0(%RSP),%XMM4;
0x33d1d;:0;MOV	%RDX,0x348(%RSP);
0x33d25;:0;MOVDQA	0xc0(%RSP),%XMM5;
0x33d2e;:0;MOV	%RSI,0x350(%RSP);
0x33d36;:0;MOVDQA	0x80(%RSP),%XMM6;
0x33d3f;:0;MOV	%RDI,0x358(%RSP);
0x33d47;:0;MOV	%R8,0x360(%RSP);
0x33d4f;:0;MOV	%R9,0x368(%RSP);
0x33d57;:0;MOV	%R10,0x370(%RSP);
0x33d5f;:0;MOV	%R11,0x378(%RSP);
0x33d67;:0;MOVAPS	%XMM7,0x300(%RSP);
0x33d6f;:0;MOVAPS	%XMM3,0x310(%RSP);
0x33d77;:0;MOVAPS	%XMM4,0x320(%RSP);
0x33d7f;:0;MOVAPS	%XMM5,0x330(%RSP);
0x33d87;:0;MOVAPS	%XMM6,0x2f0(%RSP);
0x33d8f;:0;MOVDQA	0x110(%RSP),%XMM6;
0x33d98;:0;MOVDQA	0x130(%RSP),%XMM14;
0x33da2;:0;MOVDQA	0x140(%RSP),%XMM13;
0x33dac;:0;MOVDQA	0x150(%RSP),%XMM12;
0x33db6;:0;MOV	%RBP,0x120(%RSP);
0x33dbe;:0;MOVDQA	0x160(%RSP),%XMM11;
0x33dc8;:0;MOVDQA	0x120(%RSP),%XMM15;
0x33dd2;:0;MOV	%R14,0x1f0(%RSP);
0x33dda;:0;MOVDQA	0x170(%RSP),%XMM10;
0x33de4;:0;MOVDQA	0x180(%RSP),%XMM9;
0x33dee;:0;MOVAPS	%XMM6,0x380(%RSP);
0x33df6;:0;MOVDQA	0x190(%RSP),%XMM8;
0x33e00;:0;MOVDQA	0x1a0(%RSP),%XMM7;
0x33e09;:0;MOVAPS	%XMM15,0x390(%RSP);
0x33e12;:0;MOVDQA	0x1b0(%RSP),%XMM6;
0x33e1b;:0;MOVDQA	0x1c0(%RSP),%XMM5;
0x33e24;:0;MOVAPS	%XMM14,0x3a0(%RSP);
0x33e2d;:0;MOVDQA	0x1d0(%RSP),%XMM4;
0x33e36;:0;MOVDQA	0x1e0(%RSP),%XMM3;
0x33e3f;:0;MOVAPS	%XMM13,0x3b0(%RSP);
0x33e48;:0;MOVDQA	0x1f0(%RSP),%XMM2;
0x33e51;:0;MOVAPS	%XMM12,0x3c0(%RSP);
0x33e5a;:0;MOVAPS	%XMM11,0x3d0(%RSP);
0x33e63;:0;MOVAPS	%XMM10,0x3e0(%RSP);
0x33e6c;:0;MOVAPS	%XMM9,0x3f0(%RSP);
0x33e75;:0;MOVAPS	%XMM8,0x400(%RSP);
0x33e7e;:0;MOVAPS	%XMM7,0x410(%RSP);
0x33e86;:0;MOVAPS	%XMM6,0x420(%RSP);
0x33e8e;:0;MOVAPS	%XMM5,0x430(%RSP);
0x33e96;:0;MOVAPS	%XMM4,0x440(%RSP);
0x33e9e;:0;MOVAPS	%XMM3,0x450(%RSP);
0x33ea6;:0;MOVAPS	%XMM2,0x460(%RSP);
0x33eae;:0;MOVDQA	0x200(%RSP),%XMM1;
0x33eb7;:0;MOVDQA	0x210(%RSP),%XMM0;
0x33ec0;:0;MOVUPS	%XMM15,0x538(%RSP);
0x33ec9;:0;MOVAPS	%XMM0,0x480(%RSP);
0x33ed1;:0;MOVDQA	0x220(%RSP),%XMM0;
0x33eda;:0;MOVAPS	%XMM1,0x470(%RSP);
0x33ee2;:0;MOVAPS	%XMM0,0x490(%RSP);
0x33eea;:0;MOVDQA	0x230(%RSP),%XMM0;
0x33ef3;:0;MOVUPS	%XMM14,0x548(%RSP);
0x33efc;:0;MOVAPS	%XMM0,0x4a0(%RSP);
0x33f04;:0;MOVDQA	0x240(%RSP),%XMM0;
0x33f0d;:0;MOVUPS	%XMM13,0x558(%RSP);
0x33f16;:0;MOVAPS	%XMM0,0x4b0(%RSP);
0x33f1e;:0;MOVDQA	0x250(%RSP),%XMM0;
0x33f27;:0;MOVUPS	%XMM12,0x568(%RSP);
0x33f30;:0;MOVAPS	%XMM0,0x4c0(%RSP);
0x33f38;:0;MOVDQA	0x260(%RSP),%XMM0;
0x33f41;:0;MOVUPS	%XMM11,0x578(%RSP);
0x33f4a;:0;MOVAPS	%XMM0,0x4d0(%RSP);
0x33f52;:0;MOVDQA	0x270(%RSP),%XMM0;
0x33f5b;:0;MOVUPS	%XMM10,0x588(%RSP);
0x33f64;:0;MOVAPS	%XMM0,0x4e0(%RSP);
0x33f6c;:0;MOVDQA	0x280(%RSP),%XMM0;
0x33f75;:0;MOVUPS	%XMM9,0x598(%RSP);
0x33f7e;:0;MOVAPS	%XMM0,0x4f0(%RSP);
0x33f86;:0;MOVDQA	0x290(%RSP),%XMM0;
0x33f8f;:0;MOVL	$0x2,0x530(%RSP);
0x33f9a;:0;MOVAPS	%XMM0,0x500(%RSP);
0x33fa2;:0;MOVDQA	0x2a0(%RSP),%XMM0;
0x33fab;:0;MOVAPS	%XMM0,0x510(%RSP);
0x33fb3;:0;MOVDQA	0x2b0(%RSP),%XMM0;
0x33fbc;:0;MOVAPS	%XMM0,0x520(%RSP);
0x33fc4;:0;MOVUPS	%XMM8,0x5a8(%RSP);
0x33fcd;:0;MOVUPS	%XMM7,0x5b8(%RSP);
0x33fd5;:0;MOVDQA	0x220(%RSP),%XMM7;
0x33fde;:0;MOVUPS	%XMM2,0x608(%RSP);
0x33fe6;:0;MOVDQA	0x210(%RSP),%XMM2;
0x33fef;:0;MOVUPS	%XMM1,0x618(%RSP);
0x33ff7;:0;MOVDQA	0x230(%RSP),%XMM1;
0x34000;:0;MOVUPS	%XMM6,0x5c8(%RSP);
0x34008;:0;MOVDQA	0x280(%RSP),%XMM6;
0x34011;:0;MOVUPS	%XMM5,0x5d8(%RSP);
0x34019;:0;MOVDQA	0x270(%RSP),%XMM5;
0x34022;:0;MOVUPS	%XMM4,0x5e8(%RSP);
0x3402a;:0;MOVDQA	0x260(%RSP),%XMM4;
0x34033;:0;MOVUPS	%XMM3,0x5f8(%RSP);
0x3403b;:0;MOVDQA	0x250(%RSP),%XMM3;
0x34044;:0;MOVUPS	%XMM2,0x628(%RSP);
0x3404c;:0;MOVDQA	0x240(%RSP),%XMM2;
0x34055;:0;MOVUPS	%XMM7,0x638(%RSP);
0x3405d;:0;MOVDQA	0x290(%RSP),%XMM7;
0x34066;:0;MOVUPS	%XMM1,0x648(%RSP);
0x3406e;:0;MOVDQA	0x2a0(%RSP),%XMM1;
0x34077;:0;MOVUPS	%XMM2,0x658(%RSP);
0x3407f;:0;MOVUPS	%XMM3,0x668(%RSP);
0x34087;:0;MOVUPS	%XMM4,0x678(%RSP);
0x3408f;:0;MOVUPS	%XMM5,0x688(%RSP);
0x34097;:0;MOVUPS	%XMM6,0x698(%RSP);
0x3409f;:0;MOVUPS	%XMM7,0x6a8(%RSP);
0x340a7;:0;MOVUPS	%XMM1,0x6b8(%RSP);
0x340af;:0;MOVUPS	%XMM0,0x6c8(%RSP);
0x340b7;:0;PUSHQ	0x118(%RSP);
0x340be;:0;PUSHQ	0x118(%RSP);
0x340c5;:0;PUSH	%R11;
0x340c7;:0;PUSH	%R10;
0x340c9;:0;PUSH	%R9;
0x340cb;:0;PUSH	%R8;
0x340cd;:0;MOV	%R15,%R8;
0x340d0;:0;PUSH	%RDI;
0x340d1;:0;PUSH	%RSI;
0x340d2;:0;MOV	%R13,%RSI;
0x340d5;:0;PUSH	%RDX;
0x340d6;:0;PUSH	%RAX;
0x340d7;:0;PUSHQ	0x118(%RSP);
0x340de;:0;PUSHQ	0x118(%RSP);
0x340e5;:0;PUSHQ	0x118(%RSP);
0x340ec;:0;PUSHQ	0x118(%RSP);
0x340f3;:0;PUSHQ	0x118(%RSP);
0x340fa;:0;PUSHQ	0x118(%RSP);
0x34101;:0;PUSHQ	0x118(%RSP);
0x34108;:0;PUSHQ	0x118(%RSP);
0x3410f;:0;PUSHQ	0x118(%RSP);
0x34116;:0;PUSHQ	0x118(%RSP);
0x3411d;:0;PUSHQ	0x118(%RSP);
0x34124;:0;PUSHQ	0x118(%RSP);
0x3412b;:0;PUSHQ	0x118(%RSP);
0x34132;:0;MOV	0x5245f(%RIP),%RAX;
0x34139;:0;PUSHQ	0x118(%RSP);
0x34140;:0;PUSHQ	0x118(%RSP);
0x34147;:0;PUSHQ	0x118(%RSP);
0x3414e;:0;MOV	0xe0(%RSP),%RDX;
0x34156;:0;MOV	0xd8(%RSP),%RDI;
0x3415e;:0;CALLQ	(%RAX);
0x34160;:0;ADD	$0xd0,%RSP;
0x34167;:0;TEST	%RAX,%RAX;
0x3416a;:0;JE	34918 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x1228>;
0x34170;:0;CMP	%RBX,%R12;
0x34173;:0;JE	3418a <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0xa9a>;
0x34175;:0;MOV	$-0x1,%EDX;
0x3417a;:0;LOCK XADD	%EDX,0x38(%R12);
0x34181;:0;CMP	$0x1,%EDX;
0x34184;:0;JLE	34a00 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x1310>;
0x3418a;:0;TEST	%RBP,%RBP;
0x3418d;:0;JE	341a7 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0xab7>;
0x3418f;:0;CMP	%RBX,%RBP;
0x34192;:0;JE	341a7 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0xab7>;
0x34194;:0;MOV	$-0x1,%EDX;
0x34199;:0;LOCK XADD	%EDX,0x38(%RBP);
0x3419e;:0;CMP	$0x1,%EDX;
0x341a1;:0;JLE	34a30 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0x1340>;
0x341a7;:0;CMP	%RBX,%R14;
0x341aa;:0;JE	341c5 <_ZL61__pyx_pw_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_3buildP7_objectPKS0_lS0_+0xad5>;
0x341ac;:0;TEST	%R14,%R14;
