ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 912;python3.9;ceval.c:5083-5084,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.01;0.01;0.05;1.00;1.00;8.00;2.15;5;0.00;12.50;8.60;8.60;8.60;1.07;4.00
Loop 1059;python3.9;unicodeobject.c:3083-3083,unicodeobject.c:3090-3092;PyUnicode_FromFormatV;Innermost;0.01;0.01;0.05;1.00;1.00;16.00;1.07;1;0.00;6.25;1.60;1.60;1.60;0.10;1.50
Loop 967;python3.9;typeobject.c:7399-7401;update_one_slot;Innermost;0.01;0.01;0.05;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1988;python3.9;pycore_pystate.h:55-55,tupleobject.c:968-970,gcmodule.c:256-262,gcmodule.c:2350-2357,obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1750,obmalloc.c:1756-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923;_PyTuple_ClearFreeList;Innermost;0.01;0.01;0.05;2.93;1.00;7.82;2.93;400;3.08;11.73;35.20;12.00;35.20;4.50;12.00
Loop 972;python3.9;object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1464-1466,typeobject.c:1469-1472,typeobject.c:3286-3289,typeobject.c:3298-3298;_PyObject_LookupSpecial;InBetween;0.01;0.01;0.05;1.00;1.00;10.67;2.75;1;0.00;10.20;11.00;11.00;11.00;1.03;4.00
Loop 857;python3.9;object.c:2205-2210,object.h:422-422,object.h:496-496,dictobject.c:596-598;dict_dealloc;Single;0.01;0.01;0.05;1.00;1.00;8.00;2.24;9;0.00;12.50;5.60;5.60;5.60;0.70;2.50
Loop 849;python3.9;eq.h:17-21,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:849-857,dictobject.c:863-864;_PyDict_DelItem_KnownHash;Innermost;0.01;0.01;0.05;1.00;1.00;12.19;1.33;1;0.00;11.54;8.00;8.00;8.00;0.66;6.00
Loop 808;python3.9;pycore_pystate.h:55-55,object.h:628-628,typeobject.c:3223-3236,dictobject.c:880-882,dictobject.c:1439-1448;find_name_in_mro;Innermost;0.01;0.01;0.05;1.00;1.00;14.53;2.40;1;0.00;11.43;8.40;8.40;8.40;0.58;3.50
Loop 686;python3.9;pycore_pystate.h:19-19,pycore_pystate.h:37-37,ceval.c:149-149,ceval_gil.h:312-319;take_gil;Single;0.01;0.01;0.05;1.00;1.00;13.65;2.56;1;0.00;8.33;6.40;6.40;6.40;0.47;2.50
Loop 1669;python3.9;pycore_pystate.h:55-55,abstract.h:62-62,abstract.h:73-74,abstract.h:114-118,pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:359-370,call.c:373-374,call.c:380-383,call.c:387-388,call.c:394-396,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1482,typeobject.c:1489-1490,typeobject.c:1519-1520,typeobject.c:1557-1557,typeobject.c:3286-3289,typeobject.c:3298-3298,pycore_object.h:105-105;vectorcall_method;Outermost;0.01;0.01;0.05;1.00;1.00;23.60;3.09;1;0.00;10.64;40.20;40.20;40.20;1.70;13.00
Loop 1052;python3.9;unicodeobject.c:676-678,unicodeobject.c:686-693,unicodeobject.c:702-703,unicodeobject.c:1702-1702,unicodeobject.c:2698-2698,unicodeobject.c:2701-2703,unicodeobject.c:2710-2711,unicodeobject.c:2715-2715,unicodeobject.c:2719-2722,unicodeobject.c:2725-2727,unicodeobject.c:2740-2741,unicodeobject.c:2744-2746,unicodeobject.c:2750-2750,unicodeobject.c:2801-2801,unicodeobject.c:2848-2848,unicodeobject.c:2868-2876,unicodeobject.c:2879-2879,unicodeobject.c:2882-2883,unicodeobject.c:2886-2893,unicodeobject.c:2896-2896,unicodeobject.c:2901-2901,unicodeobject.c:2904-2905,unicodeobject.c:2908-2920,unicodeobject.c:2923-2923,unicodeobject.c:2932-2932,unicodeobject.c:2936-2938,unicodeobject.c:2946-2946,unicodeobject.c:2954-2954,unicodeobject.c:3036-3036,unicodeobject.c:3052-3053,unicodeobject.c:3084-3084,unicodeobject.c:3088-3088,unicodeobject.c:3109-3111,unicodeobject.c:5182-5182,unicodeobject.c:14113-14123,unicodeobject.c:14126-14126,unicodeobject.c:14249-14251,unicodeobject.c:14255-14257,unicodeobject.c:14262-14265,object.c:2205-2205,object.c:2209-2209,object.h:408-408,object.h:422-422,object.h:430-430,stdio2.h:33-33;PyUnicode_FromFormatV;Outermost;0.01;0.01;0.05;1.00;1.00;25.03;2.59;1;0.00;9.22;122.80;122.80;122.80;4.91;47.50
Loop 876;python3.9;unicodeobject.c:15732-15732,unicodeobject.c:15739-15739,unicodeobject.c:15743-15743,codeobject.c:30-30,codeobject.c:33-36,codeobject.c:63-66,codeobject.c:81-82,codeobject.c:86-89,codeobject.c:92-93,codeobject.c:97-99,codeobject.c:104-106,object.h:128-128,object.h:422-422,object.h:430-430;intern_string_constants;InBetween;0.01;0.01;0.05;1.00;1.00;28.31;1.25;1;0.00;8.47;28.75;28.75;28.75;1.02;23.00
Loop 706;python3.9;eq.h:17-24,dictobject.c:344-344,dictobject.c:350-350,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:890-890,dictobject.c:893-893,dictobject.c:901-901,dictobject.c:905-906;lookdict_unicode_nodummy;Outermost;0.01;0.01;0.05;1.00;NA;NA;1.00;3;0.00;12.50;1.00;1.00;NA;NA;1.00
Loop 701;python3.9;eq.h:23-23,object.h:408-408,typeobject.c:3764-3764,pycore_object.h:112-114,dictobject.c:377-377,dictobject.c:382-382,dictobject.c:393-393,dictobject.c:850-850,dictobject.c:858-859,dictobject.c:1040-1040,dictobject.c:2951-2951,dictobject.c:2962-2964,dictobject.c:2968-2970,dictobject.c:2973-2979,dictobject.c:2982-2990,dictobject.c:3003-3003;PyDict_SetDefault;Outermost;0.01;0.01;0.05;1.00;1.00;13.01;2.78;1;0.00;10.74;30.60;30.60;30.60;2.35;11.00
Loop 921;python3.9;ceval.c:5083-5084,object.h:422-422;_PyEval_EvalFrameDefault;Innermost;0;0;0.02;1.00;1.00;8.00;1.40;1;0.00;12.50;1.40;1.40;1.40;0.17;1.00
Loop 917;python3.9;ceval.c:5083-5084,object.h:422-422;_PyEval_EvalFrameDefault;Innermost;0;0;0.02;1.00;1.00;8.00;2.20;1;0.00;12.50;2.20;2.20;2.20;0.28;1.00
Loop 773;python3.9;gcmodule.c:694-697;collect;Innermost;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 772;python3.9;gcmodule.c:313-314;collect;Innermost;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 767;python3.9;tupleobject.c:183-184,tupleobject.c:188-189,gcmodule.c:626-626,object.h:128-128,typeobject.c:3764-3764,pycore_object.h:74-79,pycore_object.h:112-114;collect;InBetween;0;0;0.02;1.00;1.00;20.41;1.77;1;0.00;10.88;16.80;16.80;16.80;0.82;9.50
Loop 1284;python3.9;unicodeobject.c:11554-11554,pycore_pystate.h:55-55,object.c:663-668,object.c:672-674,object.c:678-680,object.c:702-702,object.c:720-720,object.c:746-749,setobject.c:127-138,setobject.c:142-151,setobject.c:196-196,object.h:128-128,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,longobject.c:3060-3066,longobject.c:3079-3079,longobject.c:3084-3084,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;set_update_internal;InBetween;0;0;0.02;1.00;1.00;10.95;2.26;3878;0.00;11.20;49.80;49.80;49.80;4.55;22.00
Loop 968;python3.9;eq.h:17-24,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:890-906;update_one_slot;Innermost;0;0;0.02;1.00;1.00;12.38;2.17;21;0.00;11.61;17.40;17.40;17.40;1.41;8.00
Loop 887;python3.9;ceval.c:4149-4152,ceval.c:4155-4155,ceval.c:4164-4167,ceval.c:4173-4176,ceval.c:4179-4179,ceval.c:4185-4185,ceval.c:4200-4200,ceval.c:4206-4206,ceval.c:4213-4213,object.c:738-738,object.c:745-749,object.h:408-408,object.h:422-422,object.h:628-628,frameobject.c:917-917;_PyEval_EvalCode;Outermost;0;0;0.02;1.00;1.00;11.32;2.17;41;0.00;11.76;31.40;31.40;31.40;2.77;14.50
Loop 761;python3.9;gcmodule.c:87-87,gcmodule.c:324-324;collect;Innermost;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1798;python3.9;pycore_pystate.h:55-55,objimpl.h:69-69,eq.h:23-23,object.c:768-769,object.c:775-779,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:685-685,obmalloc.c:1434-1439,obmalloc.c:1445-1447,obmalloc.c:1609-1609,obmalloc.c:1612-1612,obmalloc.c:1617-1618,obmalloc.c:1621-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1641,obmalloc.c:1646-1647,object.h:128-128,object.h:133-133,object.h:138-138,object.h:143-143,object.h:408-409,object.h:422-422,object.h:430-430,object.h:628-628,longobject.c:49-49,longobject.c:266-266,longobject.c:307-307,longobject.c:310-310,longobject.c:314-314,longobject.c:317-318,longobject.c:322-322,longobject.c:326-326,longobject.c:329-330,longobject.c:357-360,longobject.c:499-499,longobject.c:510-511,longobject.c:515-515,longobject.c:519-521,longobject.c:526-530,longobject.c:536-536,longobject.c:539-545,longobject.c:556-560,longobject.c:568-568,longobject.c:582-582,longobject.c:585-585,symtable.c:640-640,symtable.c:644-644,dictobject.c:360-360,dictobject.c:880-882,dictobject.c:885-888,dictobject.c:894-894,dictobject.c:902-902,dictobject.c:1390-1397,dictobject.c:1408-1408,dictobject.c:1411-1415,dictobject.c:1419-1420,dictobject.c:1425-1425,dictobject.c:1554-1554,dictobject.c:1561-1562,dictobject.c:1565-1565,dictobject.c:1569-1570,dictobject.c:1573-1573,dictobject.c:1776-1776,dictobject.c:1780-1781,dictobject.c:1784-1785,dictobject.c:1789-1797,dictobject.c:1801-1803;analyze_block;InBetween;0;0;0.02;1.00;1.00;14.60;2.61;1;0.00;11.05;118.60;118.60;118.60;8.13;45.50
Loop 1374;python3.9;tokenizer.c:1311-1312;tok_get;InBetween;0;0;0.02;1.00;1.00;16.00;1.50;11;0.00;7.81;3.75;3.75;3.75;0.23;2.50
Loop 1055;python3.9;unicodeobject.c:2773-2777,unicodeobject.c:2781-2784,unicodeobject.c:2795-2802,unicodeobject.c:2807-2808,unicodeobject.c:2811-2811,unicodeobject.c:2816-2816,unicodeobject.c:2822-2833,unicodeobject.c:2837-2839,unicodeobject.c:2842-2845,unicodeobject.c:3045-3049,unicodeobject.c:3070-3071,unicodeobject.c:3090-3090,unicodeobject.c:14182-14183,unicodeobject.c:14186-14190,unicodeobject.c:14196-14196,unicodeobject.c:14208-14208,unicodeobject.c:14216-14216,unicodeobject.c:14226-14226;PyUnicode_FromFormatV;InBetween;0;0;0.02;1.00;NA;NA;1.00;1;NA;NA;0.50;0.50;NA;NA;0.50
Loop 796;python3.9;dictobject.c:3147-3148;dict_traverse;Single;0;0;0.02;1.00;1.00;10.98;1.40;2;0.00;11.72;1.75;1.75;1.75;0.16;1.25
Loop 736;python3.9;tupleobject.c:425-428,object.h:408-408;PySequence_Tuple;Single;0;0;0.02;1.00;1.00;5.60;1.40;1;0.00;12.50;1.40;1.40;1.40;0.25;1.00
Loop 704;python3.9;eq.h:23-24;PyDict_SetDefault;Innermost;0;0;0.02;1.00;1.00;13.54;1.38;1;0.00;8.33;2.75;2.75;2.75;0.20;2.00
Loop 1146;python3.9;object.c:2141-2141,obmalloc.c:1786-1793,object.h:422-422,object.h:430-430,typeobject.c:1359-1359;subtype_dealloc;Outermost;0;0;0.02;1.00;1.00;7.20;2.16;1;0.00;11.36;5.40;5.40;5.40;0.75;2.50
Loop 818;python3.9;modsupport.c:48-49,modsupport.c:76-80;va_build_value;Innermost;0;0;0.02;1.00;1.00;15.54;1.13;6;0.00;10.00;8.50;8.50;8.50;0.55;7.50
Loop 795;python3.9;dictobject.c:3142-3143;dict_traverse;Single;0;0;0.02;1.00;1.00;10.88;1.36;2;0.00;11.72;1.70;1.70;1.70;0.16;1.25
Loop 792;python3.9;tupleobject.c:623-624,gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,typeobject.c:3764-3764,pycore_object.h:112-114;tupletraverse;Innermost;0;0;0.02;1.00;1.00;28.44;1.45;9;0.00;10.94;5.80;5.80;5.80;0.20;4.00
Loop 786;python3.9;gcmodule.c:466-469;deduce_unreachable;Single;0;0;0.02;1.00;1.00;16.00;1.00;1;0.00;9.38;2.00;2.00;2.00;0.13;2.00
Loop 748;python3.9;dictobject.c:344-346,dictobject.c:893-906;_PyDict_GetItemId;Innermost;0;0;0.02;1.00;1.00;8.00;1.75;1;0.00;12.50;3.50;3.50;3.50;0.44;2.00
Loop 1504;python3.9;pegen.c:737-738;shift_expr_rule;Single;0;0;0.02;1.00;1.00;16.00;1.00;1;0.00;6.25;2.00;2.00;2.00;0.13;2.00
Loop 1367;python3.9;pyarena.c:205-205,objimpl.h:69-69,string3.h:51-51,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:605-605,obmalloc.c:680-680,obmalloc.c:685-685,obmalloc.c:1434-1439,obmalloc.c:1445-1447,obmalloc.c:1604-1604,obmalloc.c:1608-1609,obmalloc.c:1612-1612,obmalloc.c:1617-1618,obmalloc.c:1621-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1641,obmalloc.c:1646-1647,pegen.c:311-311,pegen.c:539-545,pegen.c:637-637,pegen.c:644-644,pegen.c:647-649,pegen.c:658-659,pegen.c:663-667,pegen.c:670-678,pegen.c:681-681,pegen.c:685-686,listobject.c:40-40,listobject.c:46-46,listobject.c:62-62,listobject.c:66-73,listobject.c:79-79,listobject.c:83-85,listobject.c:302-302,listobject.c:305-305,listobject.c:311-311,listobject.c:315-315,listobject.c:322-322,object.h:133-133,object.h:138-138,object.h:143-143,object.h:408-409,object.h:422-422,object.h:628-628,bytesobject.c:66-66,bytesobject.c:71-71,bytesobject.c:81-82,bytesobject.c:85-90,bytesobject.c:100-100,bytesobject.c:105-106,bytesobject.c:115-115,bytesobject.c:120-121;_PyPegen_fill_token;InBetween;0;0;0.02;2.57;1.00;16.30;2.57;1;1.68;9.97;84.80;33.00;84.80;5.20;33.00
