ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 2436;python3.7;pyhash.c:379-387;siphash24;Single;0.02;0.02;0.09;1.00;1.00;8.00;1.00;1;0.00;12.50;9.00;9.00;9.00;1.13;9.00
Loop 770;python3.7;tupleobject.c:245-246;tupledealloc;Single;0.02;0.02;0.09;1.00;1.00;8.00;1.18;3;0.00;12.50;1.57;1.57;1.57;0.20;1.33
Loop 2805;python3.7;gcmodule.c:241-243;collect.constprop.0;Single;0.01;0.01;0.07;1.00;1.00;12.00;1.00;1;0.00;10.94;2.00;2.00;2.00;0.17;2.00
Loop 1989;python3.7;ceval.c:639-639,ceval.c:977-978,ceval.c:1038-1046,ceval.c:1054-1065,ceval.c:1084-1084,ceval.c:1134-1138,ceval.c:1163-1176,ceval.c:1196-1223;slp_eval_frame_value;Innermost;0.01;0.01;0.07;1.00;1.00;18.40;2.21;1;0.00;10.40;27.60;27.60;27.60;1.50;12.50
Loop 1969;python3.7;ceval.c:5318-5320;call_function;Outermost;0.01;0.01;0.07;1.00;1.00;8.00;NA;1;0.00;12.50;1.00;1.00;1.00;0.13;NA
Loop 552;python3.7;dictobject.c:1904-1905;dict_dealloc;Single;0.01;0.01;0.07;1.00;1.00;8.00;1.25;3;0.00;12.50;1.67;1.67;1.67;0.21;1.33
Loop 540;python3.7;dictobject.c:557-559;free_keys_object;Single;0.01;0.01;0.07;1.00;1.00;8.00;1.84;9;0.00;12.50;4.60;4.60;4.60;0.57;2.50
Loop 190;python3.7;call.c:1513-1516;_PyStack_AsTuple;Single;0.01;0.01;0.07;1.00;1.00;4.80;1.20;1;0.00;12.50;1.20;1.20;1.20;0.25;1.00
Loop 2017;python3.7;ceval.c:2212-2215;slp_eval_frame_value;Single;0.01;0.01;0.05;1.00;1.00;5.60;1.40;1;0.00;12.50;1.40;1.40;1.40;0.25;1.00
Loop 2804;python3.7;gcmodule.c:412-416;collect.constprop.0;Single;0.01;0.01;0.05;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 2781;python3.7;gcmodule.c:412-416;collect;Single;0.01;0.01;0.05;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 3883;python3.7;parser.c:41-49,parser.c:124-130,parser.c:243-244,parser.c:250-259,parser.c:302-302,parser.c:311-313;PyParser_AddToken;Single;0.01;0.01;0.05;1.00;1.00;14.31;3.38;5;0.00;8.63;15.20;15.20;15.20;1.06;4.50
Loop 2296;python3.7;getargs.c:387-393,getargs.c:399-399;vgetargs1_impl;Single;0.01;0.01;0.05;1.00;1.00;16.40;2.73;2;0.00;10.47;4.10;4.10;4.10;0.25;1.50
Loop 2767;python3.7;gcmodule.c:174-182,gcmodule.c:367-370,gcmodule.c:379-388,gcmodule.c:399-401;move_unreachable.constprop.0;Single;0.01;0.01;0.05;1.00;1.00;9.02;1.46;3;0.00;11.24;4.37;4.37;4.37;0.48;3.00
Loop 2356;python3.7;getargs.c:2444-2446;_PyArg_UnpackStack;Single;0.01;0.01;0.05;1.00;1.00;13.33;1.80;1;0.00;9.38;1.80;1.80;1.80;0.14;1.00
Loop 2048;python3.7;stacklesseval.c:1044-1059;slp_frame_dispatch;Single;0.01;0.01;0.05;1.00;1.00;13.05;2.67;18;0.00;10.58;8.00;8.00;8.00;0.61;3.00
Loop 1817;python3.7;unicodeobject.c:2587-2588;unicode_fromformat_write_cstr;Single;0.01;0.01;0.05;1.00;1.00;8.00;1.25;1;0.00;12.50;1.25;1.25;1.25;0.16;1.00
Loop 897;python3.7;typeobject.c:3111-3119;find_name_in_mro;Single;0.01;0.01;0.05;1.00;1.00;8.00;2.00;1;0.00;12.50;3.00;3.00;3.00;0.38;1.50
Loop 197;python3.7;call.c:698-698;_PyMethodDef_RawFastCallDict;Outermost;0.01;0.01;0.05;1.00;1.00;38.40;2.00;1;0.00;5.08;3.00;3.00;3.00;0.08;1.50
Loop 2028;python3.7;ceval.c:2624-2626;slp_eval_frame_value;Single;0;0;0.02;1.00;1.00;8.00;2.00;4;0.00;12.50;3.00;3.00;3.00;0.38;1.50
Loop 2011;python3.7;ceval.c:2714-2715;slp_eval_frame_value;Single;0;0;0.02;1.00;1.00;8.00;1.60;2;0.00;12.50;1.60;1.60;1.60;0.20;1.00
Loop 2324;python3.7;getargs.c:1675-1675,getargs.c:1681-1684,getargs.c:1690-1690;vgetargskeywords;Outermost;0;0;0.02;1.00;1.00;11.73;1.47;1;0.00;7.81;2.20;2.20;2.20;0.19;1.50
Loop 2783;python3.7;gcmodule.c:241-243;collect;Single;0;0;0.02;1.00;1.00;12.00;1.00;1;0.00;10.94;2.00;2.00;2.00;0.17;2.00
Loop 2001;python3.7;ceval.c:2536-2540,ceval.c:2549-2549;slp_eval_frame_value;Single;0;0;0.02;1.00;1.00;8.00;1.40;2;0.00;12.50;2.80;2.80;2.80;0.35;2.00
Loop 2803;python3.7;gcmodule.c:206-207;collect.constprop.0;Single;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 2000;python3.7;ceval.c:2562-2563;slp_eval_frame_value;Single;0;0;0.02;1.00;1.00;8.00;1.60;2;0.00;12.50;1.60;1.60;1.60;0.20;1.00
Loop 2780;python3.7;gcmodule.c:206-207;collect;Single;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1985;python3.7;ceval.c:4366-4369;_PyEval_EvalCodeWithName;Single;0;0;0.02;1.00;1.00;7.53;2.00;3;0.00;12.50;2.67;2.67;2.67;0.35;1.33
Loop 2340;python3.7;getargs.c:1949-1949,getargs.c:1996-2000,getargs.c:2014-2014,getargs.c:2117-2122,getargs.c:2126-2133,getargs.c:2139-2142,getargs.c:2149-2149,getargs.c:2175-2175,getargs.c:2181-2181;vgetargskeywordsfast_impl;Outermost;0;0;0.02;1.00;1.00;13.26;2.83;52;0.00;10.94;19.80;19.80;19.80;1.49;7.00
Loop 1998;python3.7;ceval.c:3664-3664,ceval.c:3671-3671,ceval.c:3677-3677;slp_eval_frame_value;Innermost;0;0;0.02;1.00;1.00;16.00;3.60;1;0.00;6.25;1.80;1.80;1.80;0.11;0.50
Loop 1981;python3.7;ceval.c:4388-4391,ceval.c:4394-4394,ceval.c:4403-4406,ceval.c:4412-4412,ceval.c:4415-4415,ceval.c:4424-4424,ceval.c:4431-4431,ceval.c:4437-4437,ceval.c:4443-4444,ceval.c:4491-4491,ceval.c:4619-4619;_PyEval_EvalCodeWithName;Outermost;0;0;0.02;1.00;1.00;15.01;2.71;5;0.00;11.72;9.50;9.50;9.50;0.63;3.50
Loop 3272;python3.7;node.c:143-148;freechildren;InBetween;0;0;0.02;1.00;1.00;12.90;2.70;8;0.00;10.42;5.40;5.40;5.40;0.42;2.00
Loop 2797;python3.7;gcmodule.c:717-719;collect.constprop.0;Innermost;0;0;0.02;1.00;1.00;12.00;1.00;1;0.00;10.94;2.00;2.00;2.00;0.17;2.00
Loop 3484;python3.7;codeobject.c:36-41;PyCode_New;Single;0;0;0.02;1.00;1.00;8.00;1.67;1;0.00;12.50;2.50;2.50;2.50;0.31;1.50
Loop 2794;python3.7;gcmodule.c:901-903;collect.constprop.0;Innermost;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 796;python3.7;typeobject.c:1220-1221;subtype_dealloc;Single;0;0;0.02;1.00;NA;NA;1.00;1;NA;NA;2.00;2.00;NA;NA;2.00
Loop 1990;python3.7;ceval.c:2580-2586,ceval.c:3814-3825;slp_eval_frame_value;Innermost;0;0;0.02;1.00;1.00;12.26;2.06;1;0.00;11.61;7.20;7.20;7.20;0.59;3.50
Loop 1821;python3.7;unicodeobject.c:2690-2690,unicodeobject.c:2710-2718,unicodeobject.c:2721-2721,unicodeobject.c:2724-2725,unicodeobject.c:2728-2735,unicodeobject.c:2738-2738,unicodeobject.c:2743-2743,unicodeobject.c:2746-2747,unicodeobject.c:2750-2762,unicodeobject.c:2765-2765,unicodeobject.c:2774-2774,unicodeobject.c:2778-2785,unicodeobject.c:2788-2788,unicodeobject.c:2796-2796,unicodeobject.c:2815-2815,unicodeobject.c:2823-2823,unicodeobject.c:2894-2894,unicodeobject.c:2915-2915,unicodeobject.c:13623-13627;PyUnicode_FromFormatV;Outermost;0;0;0.02;3.11;1.00;4.84;5.49;1;16.33;12.82;104.40;33.60;104.40;21.57;19.00
Loop 2051;python3.7;stacklesseval.c:1079-1085;slp_eval_frame;Innermost;0;0;0.02;1.00;1.00;12.46;2.96;12;0.00;10.94;7.40;7.40;7.40;0.59;2.50
Loop 1820;python3.7;unicodeobject.c:2925-2925,unicodeobject.c:2932-2934;PyUnicode_FromFormatV;Innermost;0;0;0.02;1.00;1.00;16.00;1.07;1;0.00;6.25;1.60;1.60;1.60;0.10;1.50
Loop 1241;python3.7;unicodeobject.c:10010-10013,unicodeobject.c:10020-10035;_PyUnicode_JoinArray.part.0;Single;0;0;0.02;1.00;1.00;31.57;2.50;18;0.00;8.49;11.25;11.25;11.25;0.36;4.50
Loop 3882;python3.7;parser.c:169-170;PyParser_AddToken;Single;0;0;0.02;1.00;1.00;16.00;1.10;2;0.00;6.25;1.38;1.38;1.38;0.09;1.25
Loop 3476;python3.7;codeobject.c:24-25;intern_string_constants;Innermost;0;0;0.02;1.00;1.00;64.00;1.00;2;0.00;1.56;1.25;1.25;1.25;0.02;1.25
Loop 2764;python3.7;gcmodule.c:516-516,gcmodule.c:521-523,gcmodule.c:527-527;handle_weakrefs.constprop.0;Outermost;0;0;0.02;1.00;1.00;8.00;1.60;3;0.00;12.50;1.60;1.60;1.60;0.20;1.00
Loop 1942;python3.7;bltinmodule.c:2654-2663;zip_next;Single;0;0;0.02;1.00;1.00;8.00;2.33;2;0.00;12.50;3.50;3.50;3.50;0.44;1.50
Loop 1109;python3.7;find_max_char.h:30-34;_PyUnicode_FromUCS1;Innermost;0;0;0.02;1.00;1.00;8.00;1.25;1;0.00;12.50;1.25;1.25;1.25;0.16;1.00
Loop 538;python3.7;dictobject.c:2986-2987;dict_traverse;Single;0;0;0.02;1.00;1.00;10.98;1.40;2;0.00;11.72;1.75;1.75;1.75;0.16;1.25
Loop 198;python3.7;call.c:567-567,call.c:589-592,call.c:696-700;_PyMethodDef_RawFastCallDict;Innermost;0;0;0.02;1.00;1.00;14.12;3.40;1;0.00;10.94;3.40;3.40;3.40;0.24;1.00
Loop 2411;python3.7;modsupport.c:262-269;do_mktuple;Single;0;0;0.02;1.00;1.00;12.80;2.00;1;0.00;11.25;2.00;2.00;2.00;0.16;1.00
Loop 1874;python3.7;unicode_format.h:54-56,unicode_format.h:63-65,unicode_format.h:84-84,unicode_format.h:275-275,unicode_format.h:289-289,unicode_format.h:346-347,unicode_format.h:354-354,unicode_format.h:364-364,unicode_format.h:367-368,unicode_format.h:381-381,unicode_format.h:410-410,unicode_format.h:413-413,unicode_format.h:416-416,unicode_format.h:424-426,unicode_format.h:435-435,unicode_format.h:442-443,unicode_format.h:503-510,unicode_format.h:515-515,unicode_format.h:522-523,unicode_format.h:527-528,unicode_format.h:531-533,unicode_format.h:536-536,unicode_format.h:541-542,unicode_format.h:683-684,unicode_format.h:689-689,unicode_format.h:701-702,unicode_format.h:716-717,unicode_format.h:723-723,unicode_format.h:728-729,unicode_format.h:732-732,unicode_format.h:742-744,unicode_format.h:749-749,unicode_format.h:762-768,unicode_format.h:808-808,unicode_format.h:815-817,unicode_format.h:821-822,unicode_format.h:827-830,unicode_format.h:836-837,unicode_format.h:840-842,unicode_format.h:848-851,unicode_format.h:878-881,unicode_format.h:886-889,unicodeobject.c:1572-1572,unicodeobject.c:13674-13674,unicodeobject.c:13681-13681,unicodeobject.c:13684-13688,unicodeobject.c:13691-13693,unicodeobject.c:13696-13698;build_string;Outermost;0;0;0.02;2.26;1.00;19.99;2.26;1000012;1.23;9.78;123.40;54.50;123.40;6.17;54.50
Loop 1239;python3.7;unicodeobject.c:10057-10074;_PyUnicode_JoinArray.part.0;Single;0;0;0.02;1.00;1.00;8.00;2.88;9;0.00;12.50;7.20;7.20;7.20;0.90;2.50
Loop 999;python3.7;unicodeobject.c:4791-4794;ascii_decode;Single;0;0;0.02;1.00;1.00;8.00;1.40;1;0.00;12.50;1.40;1.40;1.40;0.17;1.00
Loop 898;python3.7;typeobject.c:2165-2166;subtype_dict;Single;0;0;0.02;1.00;1.00;13.09;1.00;2;0.00;9.77;3.00;3.00;3.00;0.23;3.00
Loop 575;python3.7;dictobject.c:960-964;_PyDict_MaybeUntrack;Single;0;0;0.02;1.00;1.00;24.22;1.43;17;0.00;9.86;8.60;8.60;8.60;0.36;6.00
Loop 455;python3.7;longobject.c:545-548;PyLong_AsSsize_t;Single;0;0;0.02;1.00;1.00;11.73;1.00;1;0.00;11.72;4.00;4.00;4.00;0.34;4.00
Loop 282;python3.7;listobject.c:323-326;list_dealloc;Single;0;0;0.02;1.00;1.00;8.00;1.25;3;0.00;12.50;1.67;1.67;1.67;0.21;1.33
Loop 188;python3.7;call.c:349-351;function_code_fastcall;Single;0;0;0.02;1.00;1.00;4.80;1.20;1;0.00;12.50;1.20;1.20;1.20;0.25;1.00
