ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 6662;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);InBetween;0.14;0.09;0.27;5.14;1.00;14.43;5.14;1;11.68;11.69;262.00;51.00;262.00;18.16;51.00
Loop 9850;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::set_output(int, tensorflow::Tensor const&);Single;0.17;0.08;0.26;1.00;1.00;57.60;3.00;1;0.00;8.59;6.00;6.00;6.00;0.10;2.00
Loop 1087;python3.9;pycore_pystate.h:55-55,tupleobject.c:88-88,tupleobject.c:92-93,tupleobject.c:424-428,object.c:2205-2205,object.c:2209-2209,pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:162-162,call.c:171-172,call.c:175-177,call.c:189-191,call.c:196-196,call.c:201-201,call.c:918-918,call.c:922-926,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:988-988,typeobject.c:991-994,typeobject.c:1002-1002,typeobject.c:1005-1005,typeobject.c:1009-1009,typeobject.c:1016-1018,typeobject.c:1023-1023,typeobject.c:1027-1029,typeobject.c:1425-1426,typeobject.c:1431-1433,typeobject.c:3862-3863,typeobject.c:3876-3876,pycore_object.h:39-39,pycore_object.h:46-51,dictobject.c:1340-1340,dictobject.c:1346-1347;_PyObject_MakeTpCall;Outermost;0.16;0.08;0.24;2.08;1.00;22.68;2.08;1;1.18;11.80;57.20;27.50;57.20;2.52;27.50
Loop 1131;python3.9;unicodeobject.c:2306-2316,pycore_pystate.h:55-55,classobject.c:105-114,_functoolsmodule.c:1259-1259,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:1463-1472,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,pycore_object.h:39-39,pycore_object.h:46-51;_PyObject_LookupSpecial;Single;0.15;0.07;0.23;2.73;1.00;12.97;2.73;1;2.56;11.18;30.00;11.00;30.00;2.31;11.00
Loop 9847;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::forward_input_or_allocate_output(absl::lts_20230802::Span<int const>, int, tensorflow::TensorShape const&, tensorflow::Tensor**, int*);Single;0.15;0.07;0.23;1.00;1.00;12.80;2.40;1;0.00;9.38;2.40;2.40;2.40;0.19;1.00
Loop 6783;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);Single;0.13;0.07;0.21;3.93;1.00;10.93;3.93;126;14.29;11.94;21.60;5.50;21.60;1.98;5.50
Loop 896;python3.9;gcmodule.c:313-314;collect;Single;0.12;0.06;0.18;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1116;python3.9;eq.h:17-21,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:849-857,dictobject.c:863-864;lookdict_unicode;Innermost;0.12;0.06;0.18;1.00;1.00;12.20;1.37;1;0.00;10.66;8.20;8.20;8.20;0.67;6.00
Loop 790;python3.9;eq.h:17-21,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:849-857,dictobject.c:863-864;PyDict_SetDefault;Innermost;0.1;0.05;0.15;1.00;1.00;12.20;1.37;1;0.00;10.66;8.20;8.20;8.20;0.67;6.00
Loop 905;python3.9;gcmodule.c:87-87,gcmodule.c:93-93,gcmodule.c:564-565,gcmodule.c:574-587,gcmodule.c:599-603,gcmodule.c:609-614;deduce_unreachable;Single;0.09;0.04;0.13;1.17;1.00;7.30;1.40;2;3.33;12.19;4.20;3.60;4.20;0.57;3.00
Loop 902;python3.9;tupleobject.c:179-179,tupleobject.c:182-184,tupleobject.c:188-189,gcmodule.c:626-629,gcmodule.c:1209-1209,object.h:128-128,typeobject.c:3764-3764,pycore_object.h:74-79,pycore_object.h:112-114;collect;Outermost;0.08;0.04;0.12;1.00;1.00;20.10;1.77;3370;0.00;11.04;25.60;25.60;25.60;1.27;14.50
Loop 1013;python3.9;tupleobject.c:366-373,object.c:767-769;tuplehash;Single;0.08;0.04;0.12;1.00;1.00;8.00;2.33;1;0.00;12.50;3.50;3.50;3.50;0.44;1.50
Loop 4211;libtensorflow_framework.so.2;;std::vector<tensorflow::DtypeAndPartialTensorShape, std::allocator<tensorflow::DtypeAndPartialTensorShape> >::operator=(std::vector<tensorflow::DtypeAndPartialTensorShape, std::allocator<tensorflow::DtypeAndPartialTensorShape> > const&);Single;0.07;0.04;0.11;1.48;1.00;10.49;3.40;2;12.50;11.98;3.40;2.30;3.40;0.32;1.00
Loop 6692;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ProcessOutputs(tensorflow::NodeItem const&, tensorflow::OpKernelContext*, tensorflow::Entry*, tensorflow::NodeExecStatsInterface*);Single;0.07;0.04;0.11;2.14;1.00;18.78;2.50;580;10.91;11.59;60.00;28.00;60.00;3.20;24.00
Loop 798;python3.9;eq.h:17-21,dictobject.c:344-344,dictobject.c:350-350,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:890-890,dictobject.c:893-893,dictobject.c:905-906;lookdict_unicode_nodummy;InBetween;0.07;0.04;0.11;1.00;1.00;13.18;1.54;1;0.00;9.66;5.40;5.40;5.40;0.41;3.50
Loop 1302;python3.9;unicodeobject.c:2306-2316,string3.h:52-52,call.c:471-477,call.c:484-495,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:1478-1482,typeobject.c:1489-1490,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6966-6966,typeobject.c:6974-6979,typeobject.c:6988-6988;slot_tp_init;Single;0.07;0.03;0.1;1.00;1.00;17.40;2.91;1;0.00;10.61;37.80;37.80;37.80;2.17;13.00
Loop 6778;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::SimplePropagatorState(tensorflow::ImmutableExecutorState const&, long, tensorflow::ImmutableExecutorState::FrameInfo const&, bool);Single;0.06;0.03;0.1;1.00;1.00;8.00;4.00;1;0.00;6.25;4.00;4.00;4.00;0.50;1.00
Loop 852;python3.9;object.c:2205-2209,object.h:422-422,object.h:496-496,listobject.c:342-345;list_dealloc;Single;0.06;0.03;0.09;1.00;NA;NA;1.30;3;0.00;12.50;1.73;1.73;NA;NA;1.33
Loop 929;python3.9;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,typeobject.c:3764-3764,pycore_object.h:112-114,dictobject.c:3142-3148;dict_traverse;Single;0.05;0.03;0.08;1.00;1.00;22.91;1.70;10;0.00;11.41;6.80;6.80;6.80;0.30;4.00
Loop 1398;python3.9;typeobject.c:1266-1267;subtype_dealloc;Single;0.05;0.03;0.08;1.00;NA;NA;1.00;1;NA;NA;2.00;2.00;NA;NA;2.00
Loop 1037;python3.9;ceval.c:4150-4153,ceval.c:4156-4156,ceval.c:4165-4168,ceval.c:4174-4177,ceval.c:4180-4180,ceval.c:4186-4186,ceval.c:4201-4201,ceval.c:4207-4207,ceval.c:4214-4214,ceval.c:4341-4341,object.c:738-738,object.c:745-749,object.h:408-408,object.h:422-422,object.h:628-628,frameobject.c:917-917;_PyEval_EvalCode;Outermost;0.05;0.03;0.08;1.00;1.00;13.37;2.10;41;0.00;11.85;30.40;30.40;30.40;2.27;14.50
Loop 6780;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::~SimplePropagatorState();Single;0.05;0.03;0.08;1.00;1.00;8.00;1.63;2;0.00;12.50;1.63;1.63;1.63;0.20;1.00
Loop 2506;python3.9;unicodeobject.c:2306-2316,pycore_pystate.h:55-55,abstract.h:73-74,abstract.h:114-118,string3.h:52-52,pycore_pyerrors.h:14-14,call.c:38-39,call.c:53-57,call.c:359-367,call.c:380-388,call.c:396-396,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:1478-1482,typeobject.c:1489-1490,typeobject.c:1515-1515,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6858-6858,typeobject.c:6864-6868,pycore_object.h:105-105;slot_tp_richcompare;Single;0.05;0.03;0.08;2.70;1.00;17.31;2.70;1;12.70;12.18;47.20;17.50;47.20;2.73;17.50
Loop 1086;python3.9;object.c:2205-2210,object.h:422-422,frameobject.c:584-585;frame_dealloc;Single;0.05;0.02;0.07;1.00;1.00;11.36;1.55;3;0.00;11.11;2.07;2.07;2.07;0.18;1.33
Loop 1003;python3.9;object.c:2205-2210,object.h:422-422,object.h:496-496,dictobject.c:596-598;dict_dealloc;Single;0.04;0.02;0.07;1.00;1.00;8.00;2.24;9;0.00;12.50;5.60;5.60;5.60;0.70;2.50
Loop 948;python3.9;eq.h:17-24,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:890-906;find_name_in_mro;Innermost;0.04;0.02;0.07;1.00;1.00;12.73;2.21;21;0.00;11.06;16.60;16.60;16.60;1.30;7.50
Loop 2017;python3.9;pycore_pystate.h:55-55,object.c:663-668,object.c:672-674,object.c:678-680,object.c:714-714,object.c:725-725,object.c:738-738,object.c:746-749,listobject.c:423-424,listobject.c:430-430,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3079-3079,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;list_contains;Outermost;0.04;0.02;0.06;1.00;1.00;21.44;2.13;214;0.00;10.14;34.00;34.00;34.00;1.59;16.00
Loop 1969;python3.9;pycore_pystate.h:55-55,tupleobject.c:655-656,tupleobject.c:660-660,tupleobject.c:666-666,object.c:663-668,object.c:672-674,object.c:678-680,object.c:714-714,object.c:725-725,object.c:738-738,object.c:746-748,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3079-3079,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;tuplerichcompare;Outermost;0.04;0.02;0.06;1.00;1.00;19.06;2.11;215;0.00;10.70;33.80;33.80;33.80;1.77;16.00
Loop 2052;python3.9;unicodeobject.c:2306-2316,pycore_pystate.h:55-55,abstract.h:62-62,abstract.h:73-74,abstract.h:114-118,string3.h:52-52,pycore_pyerrors.h:14-14,call.c:38-39,call.c:53-57,call.c:359-374,call.c:380-388,call.c:394-396,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:1478-1482,typeobject.c:1489-1490,typeobject.c:1519-1520,typeobject.c:1557-1557,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,pycore_object.h:105-105;vectorcall_method;Single;0.04;0.02;0.06;1.00;1.00;23.99;2.74;1;0.00;11.04;50.60;50.60;50.60;2.11;18.50
Loop 879;python3.9;pycore_pystate.h:55-55,gcmodule.c:256-262,gcmodule.c:2355-2360,obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923;PyObject_GC_Del;Single;0.04;0.02;0.06;3.03;1.00;7.63;3.03;1;3.08;11.92;34.80;11.50;34.80;4.56;11.50
Loop 6782;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);Single;0.04;0.02;0.06;1.00;1.00;14.10;3.20;7;0.00;11.61;8.00;8.00;8.00;0.57;2.50
Loop 900;python3.9;gcmodule.c:641-644;collect;Innermost;0.03;0.02;0.05;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 897;python3.9;gcmodule.c:641-644,object.h:128-128,typeobject.c:3764-3764,pycore_object.h:74-80,pycore_object.h:112-114,dictobject.c:989-989,dictobject.c:993-999,dictobject.c:1006-1006;collect;Outermost;0.03;0.02;0.05;1.00;1.00;20.86;1.68;79255;0.00;11.61;42.00;42.00;42.00;2.01;25.00
Loop 1143;python3.9;tupleobject.c:236-237,object.c:2205-2205,object.c:2209-2210,object.h:422-422,object.h:496-496;tupledealloc;Outermost;0.03;0.02;0.05;1.00;1.00;8.00;1.80;6;0.00;12.50;7.20;7.20;7.20;0.90;4.00
Loop 1899;python3.9;unicodeobject.c:11523-11523,object.c:745-749,setobject.c:70-94,object.h:408-408,object.h:422-422,object.h:430-430;PySet_Contains;Innermost;0.03;0.02;0.05;1.00;1.00;9.91;2.14;20;0.00;11.28;18.20;18.20;18.20;1.84;8.50
Loop 1146;python3.9;pycore_pystate.h:55-55,object.h:628-628,typeobject.c:7969-7969,typeobject.c:7973-7973,typeobject.c:7990-7990,typeobject.c:7995-7996,dictobject.c:344-350,dictobject.c:922-924,dictobject.c:930-935,dictobject.c:938-938,dictobject.c:942-942,dictobject.c:945-947,dictobject.c:950-951,dictobject.c:1463-1463,dictobject.c:1467-1471,dictobject.c:1476-1479;super_getattro;Outermost;0.03;0.02;0.05;1.00;1.00;18.67;2.57;436;0.00;12.02;33.40;33.40;33.40;1.79;13.00
Loop 38031;libtensorflow_framework.so.2;;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);Outermost;0.03;0.02;0.05;1.00;1.00;33.58;2.67;1896;0.00;8.92;20.00;20.00;20.00;0.60;7.50
Loop 38048;libtensorflow_framework.so.2;;tsl::Hash64(char const*, unsigned long, unsigned long);Single;0.01;0.02;0.05;1.00;1.00;8.00;1.00;1;0.00;12.50;8.00;8.00;8.00;1.00;8.00
Loop 1074;python3.9;ceval.c:5084-5085,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.03;0.01;0.04;1.00;1.00;8.00;2.00;5;0.00;12.50;8.00;8.00;8.00;1.00;4.00
Loop 6666;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.03;0.01;0.04;1.00;1.00;31.58;3.00;1;0.00;8.59;7.50;7.50;7.50;0.24;2.50
Loop 7935;libtensorflow_framework.so.2;;tensorflow::MklCPUAllocator::DeallocateRaw(void*);Single;0.03;0.01;0.04;1.00;1.00;2.46;4.00;2;0.00;10.94;8.00;8.00;8.00;3.25;2.00
Loop 5421;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;Outermost;0.03;0.01;0.04;6.12;1.00;12.87;6.12;1000012;24.81;14.69;146.80;24.00;146.80;11.41;24.00
Loop 1145;python3.9;unicodeobject.c:2306-2316,object.c:850-850,object.c:881-883,object.c:889-890,object.c:1280-1280;_PyObject_GetAttrId;Single;0.03;0.01;0.04;1.00;1.00;18.71;2.53;1;0.00;10.55;7.60;7.60;7.60;0.41;3.00
Loop 934;python3.9;gcmodule.c:93-93,gcmodule.c:99-100,gcmodule.c:241-249,gcmodule.c:483-483,gcmodule.c:490-490,gcmodule.c:497-497,gcmodule.c:506-518,gcmodule.c:534-534,pycore_object.h:114-114;visit_reachable;Single;0.03;0.01;0.04;1.00;1.00;7.13;3.92;1;0.00;12.50;9.80;9.80;9.80;1.38;2.50
Loop 4031;libtensorflow_framework.so.2;;std::_Rb_tree<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul>, std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell>, std::_Select1st<std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell> >, std::less<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> >, std::allocator<std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell> > >::find(std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const&);Single;0.01;0.01;0.04;1.00;1.00;13.33;3.13;6;0.00;11.93;6.25;6.25;6.25;0.47;2.00
Loop 1331;python3.9;object.c:775-779,dictobject.c:2140-2141,dictobject.c:2165-2165;dict_subscript;Innermost;0.02;0.01;0.04;1.00;1.00;12.80;1.92;1;0.00;11.11;4.80;4.80;4.80;0.38;2.50
Loop 1144;python3.9;tupleobject.c:236-237,object.h:422-422,object.h:496-496;tupledealloc;Innermost;0.02;0.01;0.04;1.00;1.00;8.00;1.07;1;0.00;12.50;1.60;1.60;1.60;0.20;1.50
Loop 1038;python3.9;pycore_pystate.h:55-55,cellobject.c:11-14,ceval.c:4278-4286,ceval.c:4293-4293,object.h:408-408,object.h:422-422,object.h:487-487,object.h:496-496,pycore_object.h:39-39,pycore_object.h:46-51;_PyEval_EvalCode;Single;0.02;0.01;0.04;3.00;1.00;9.31;3.84;6;6.25;12.89;19.20;6.40;19.20;2.06;5.00
Loop 2404;python3.9;unicodeobject.c:2305-2316,object.c:1280-1280,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6790-6790,typeobject.c:6802-6803,typeobject.c:6809-6818;slot_tp_getattr_hook;Single;0.02;0.01;0.04;1.00;1.00;16.88;2.38;1;0.00;10.04;48.80;48.80;48.80;2.89;20.50
Loop 2051;python3.9;unicodeobject.c:2306-2316,pycore_pystate.h:55-55,abstract.h:74-74,abstract.h:103-103,abstract.h:114-118,string3.h:52-52,pycore_pyerrors.h:14-14,call.c:38-39,call.c:53-57,call.c:359-367,call.c:380-396,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:1478-1482,typeobject.c:1489-1490,typeobject.c:1515-1515,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6495-6495,pycore_object.h:105-105;slot_mp_subscript;Single;0.02;0.01;0.04;1.00;1.00;26.12;2.57;1;0.00;10.32;45.00;45.00;45.00;1.72;17.50
Loop 1036;python3.9;ceval.c:4188-4188,ceval.c:4195-4198,ceval.c:4339-4349,object.c:2205-2209,object.h:422-422;_PyEval_EvalCode;Single;0.02;0.01;0.04;1.00;1.00;13.62;4.80;1;0.00;10.63;9.60;9.60;9.60;0.70;2.00
Loop 826;python3.9;object.c:775-779,dictobject.c:344-350,dictobject.c:782-785,dictobject.c:797-797,dictobject.c:811-811,dictobject.c:922-922,dictobject.c:925-925,dictobject.c:930-933,dictobject.c:938-938,dictobject.c:942-942,dictobject.c:945-947,dictobject.c:950-951,dictobject.c:1471-1471,dictobject.c:1476-1480;PyDict_GetItemWithError;Outermost;0.02;0.01;0.04;1.00;1.00;12.86;2.43;1;0.00;12.06;29.20;29.20;29.20;2.27;12.00
Loop 1070;python3.9;ceval.c:5084-5085,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.02;0.01;0.03;1.00;1.00;8.00;2.10;5;0.00;12.50;8.40;8.40;8.40;1.05;4.00
Loop 1066;python3.9;ceval.c:5084-5085,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.02;0.01;0.03;1.00;1.00;8.00;2.15;5;0.00;12.50;8.60;8.60;8.60;1.07;4.00
Loop 907;python3.9;gcmodule.c:466-469;deduce_unreachable;Single;0.02;0.01;0.03;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 148;libtensorflow_framework.so.2;;tensorflow::Tensor* std::__uninitialized_copy<false>::__uninit_copy<tensorflow::Tensor const*, tensorflow::Tensor*>(tensorflow::Tensor const*, tensorflow::Tensor const*, tensorflow::Tensor*);Single;0.02;0.01;0.03;1.33;1.00;9.83;2.53;4;15.48;11.58;3.80;2.85;3.80;0.39;1.50
Loop 9157;libtensorflow_framework.so.2;;tensorflow::KernelAttrsMatch(tensorflow::KernelDef const&, tensorflow::AttrSlice, bool*);Single;0.02;0.01;0.03;1.00;1.00;14.52;3.27;1;0.00;8.75;9.80;9.80;9.80;0.68;3.00
Loop 824;python3.9;pycore_pystate.h:55-55,tupleobject.c:88-93,tupleobject.c:115-118,tupleobject.c:126-126,pycore_object.h:39-39,pycore_object.h:46-51;PyTuple_New;Single;0.02;0.01;0.03;2.64;1.00;7.76;2.96;1;14.29;14.29;7.40;2.80;7.40;0.95;2.50
Loop 6777;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::SimplePropagatorState(tensorflow::ImmutableExecutorState const&, long, tensorflow::ImmutableExecutorState::FrameInfo const&, bool);Single;0.01;0.01;0.03;1.00;1.00;16.00;5.00;1;0.00;10.42;5.00;5.00;5.00;0.31;1.00
Loop 42836;libtensorflow_framework.so.2;;nsync::nsync_cv_wait_with_deadline(nsync::nsync_cv_s_*, nsync::nsync_mu_s_*, timespec, nsync::nsync_note_s_*);Outermost;0.01;0.01;0.02;1.00;1.00;14.10;3.26;18;0.00;8.13;11.40;11.40;11.40;0.81;3.50
Loop 928;python3.9;dictobject.c:3147-3148;dict_traverse;Single;0.01;0.01;0.02;1.00;1.00;10.98;1.40;2;0.00;11.72;1.75;1.75;1.75;0.16;1.25
Loop 15387;libtensorflow_framework.so.2;;tsl::ConsumePrefix(std::basic_string_view<char, std::char_traits<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string_view<char, std::char_traits<char> >);Innermost;0.01;0.01;0.02;1.00;NA;NA;1.00;1;NA;NA;1.00;1.00;NA;NA;1.00
