ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 1405;python3.12;object.c:2611-2611,object.c:2625-2625,frame.c:139-140,object.h:243-243,object.h:701-705,object.h:798-798;_PyEvalFrameClearAndPop;Single;0.03;0.03;0.15;1.00;1.00;11.77;1.39;4;0.00;11.35;2.26;2.26;2.26;0.19;1.63
Loop 1323;python3.12;pycore_gc.h:59-60,gcmodule.c:663-666;gc_collect_main;Innermost;0.03;0.03;0.15;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 938;python3.12;unicodeobject.h:250-250,dictobject.c:927-929,dictobject.c:958-958,dictobject.c:1053-1053,dictobject.c:1063-1063,pycore_dict.h:134-135;_Py_dict_lookup;Outermost;0.02;0.02;0.1;1.00;1.00;13.84;8.00;5;0.00;10.94;8.00;8.00;8.00;0.58;1.00
Loop 1156;python3.12;getargs.c:282-284,getargs.c:311-318,getargs.c:403-403;vgetargs1_impl;Single;0.02;0.02;0.1;1.00;1.00;46.38;1.29;6;0.00;7.03;7.75;7.75;7.75;0.17;6.00
Loop 1129;python3.12;codeobject.c:448-448,instrumentation.c:543-556,specialize.c:275-300;_PyCode_New;Innermost;0.02;0.02;0.1;1.00;1.00;24.58;2.04;16;0.00;7.14;13.25;13.25;13.25;0.54;6.50
Loop 1185;python3.12;object.c:2611-2611,object.c:2625-2625,unicodeobject.c:1444-1444,unicodeobject.c:2304-2304,unicodeobject.c:2348-2349,unicodeobject.c:2352-2354,unicodeobject.c:2358-2358,unicodeobject.c:2410-2410,unicodeobject.c:2415-2420,unicodeobject.c:2429-2431,unicodeobject.c:2438-2439,unicodeobject.c:2447-2451,unicodeobject.c:2460-2463,unicodeobject.c:2470-2474,unicodeobject.c:2479-2480,unicodeobject.c:2485-2489,unicodeobject.c:2492-2493,unicodeobject.c:2496-2500,unicodeobject.c:2504-2504,unicodeobject.c:2508-2511,unicodeobject.c:2515-2515,unicodeobject.c:2519-2519,unicodeobject.c:2522-2522,unicodeobject.c:2526-2526,unicodeobject.c:2529-2529,unicodeobject.c:2654-2654,unicodeobject.c:2661-2661,unicodeobject.c:2761-2761,unicodeobject.c:2780-2782,unicodeobject.c:2814-2814,unicodeobject.c:2820-2820,unicodeobject.c:4780-4780,unicodeobject.c:13095-13095,unicodeobject.c:13098-13104,unicodeobject.c:13107-13107,unicodeobject.c:13112-13112,unicodeobject.h:212-212,unicodeobject.h:280-280,unicodeobject.h:363-364,unicodeobject.h:367-369,unicodeobject.h:372-372,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-705;PyUnicode_FromFormatV;InBetween;0.02;0.02;0.1;1.00;1.00;33.54;2.08;1;0.00;8.42;87.25;87.25;87.25;2.60;42.00
Loop 1439;python3.12;object.c:1516-1516,object.c:2611-2611,object.c:2625-2625,object.c:2649-2649,object.h:243-243,object.h:701-705;_PyObject_GenericGetAttrWithDict;Single;0.02;0.02;0.1;1.00;1.00;12.57;2.08;1;0.00;10.63;5.20;5.20;5.20;0.41;2.50
Loop 1035;python3.12;pycore_pystate.h:118-118,typeobject.c:225-231,typeobject.c:4679-4687,dictobject.c:1733-1740,pycore_pyerrors.h:23-23,object.h:967-967;find_name_in_mro;Single;0.02;0.02;0.1;1.00;1.00;38.61;2.12;4;0.00;8.72;5.83;5.83;5.83;0.15;2.75
Loop 1166;python3.12;pycore_pystate.h:118-118,typeobject.c:225-231,typeobject.c:4679-4687,dictobject.c:1733-1740,pycore_pyerrors.h:23-23,object.h:967-967;update_one_slot;Innermost;0.01;0.02;0.07;1.00;1.00;33.75;2.12;4;0.00;9.73;5.83;5.83;5.83;0.17;2.75
Loop 1338;python3.12;typeobject.c:5307-5307,dictobject.c:3544-3545,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;dict_traverse;Single;0.01;0.02;0.07;1.00;1.00;21.56;1.65;10;0.00;11.51;6.60;6.60;6.60;0.31;4.00
Loop 933;python3.12;dictobject.c:344-344,dictobject.c:350-350,dictobject.c:972-974,dictobject.c:978-978,dictobject.c:1060-1062,pycore_dict.h:134-135;_Py_dict_lookup;InBetween;0.01;0.02;0.07;1.00;1.00;14.02;4.83;4;0.00;10.53;3.63;3.63;3.63;0.26;0.75
Loop 1136;python3.12;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,unicodeobject.c:14713-14713,unicodeobject.c:14724-14724,unicodeobject.c:14731-14732,unicodeobject.c:14737-14737,unicodeobject.c:14742-14744,unicodeobject.c:14756-14756,unicodeobject.h:212-212,unicodeobject.h:248-248,unicodeobject.h:262-262,pycore_object.h:74-74,codeobject.c:120-120,codeobject.c:124-126,codeobject.c:153-155,codeobject.c:171-172,codeobject.c:176-179,codeobject.c:182-183,codeobject.c:187-189,object.h:220-220,object.h:243-243,object.h:644-644,object.h:701-701,object.h:705-706,tupleobject.h:34-34;_PyCode_New;Outermost;0.01;0.01;0.05;1.00;1.00;30.26;1.45;7684;0.00;8.41;34.80;34.80;34.80;1.15;24.00
Loop 956;python3.12;dictobject.c:284-284,dictobject.c:341-341,dictobject.c:344-344,dictobject.c:348-348,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:375-375,dictobject.c:378-380,dictobject.c:383-383,dictobject.c:386-386,dictobject.c:394-394,dictobject.c:1397-1397,dictobject.c:1400-1403;dictresize;Outermost;0.01;0.01;0.05;1.00;1.00;29.33;1.72;33;0.00;7.40;13.75;13.75;13.75;0.47;8.00
Loop 940;python3.12;unicodeobject.h:250-250,dictobject.c:1059-1062;_Py_dict_lookup;Innermost;0.01;0.01;0.05;1.00;1.00;8.00;3.00;1;0.00;12.50;1.50;1.50;1.50;0.19;0.50
Loop 1116;python3.12;object.c:2611-2611,object.c:2625-2625,dictobject.c:671-673,object.h:243-243,object.h:701-705,object.h:798-798;dict_dealloc;Single;0.01;0.01;0.05;1.00;1.00;11.26;1.87;16;0.00;11.81;8.40;8.40;8.40;0.75;4.50
Loop 1799;python3.12;unicodeobject.c:9545-9545,unicodeobject.c:9586-9589,unicodeobject.c:9596-9609,unicodeobject.h:212-212,unicodeobject.h:363-372,object.h:220-220;_PyUnicode_JoinArray;Single;0.01;0.01;0.05;1.00;1.00;25.88;1.96;24;0.00;8.76;13.75;13.75;13.75;0.53;7.00
Loop 3476;python3.12;sre.c:193-197,sre.c:357-360,sre.c:1143-1153,sre.c:1160-1190,sre.c:1198-1208,sre.c:2529-2529,object.h:243-243,object.h:644-647,object.h:701-706;pattern_subx;Single;0.01;0.01;0.05;2.53;1.00;2.66;2.53;288;3.64;11.36;26.60;10.50;26.60;10.00;10.50
Loop 2621;python3.12;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,typeobject.c:891-913,typeobject.c:4725-4733,typeobject.c:4741-4743,typeobject.c:4758-4766,typeobject.c:8828-8828,typeobject.c:8840-8848,typeobject.c:8862-8862,pycore_object.h:150-150,object.h:243-243,object.h:644-647,object.h:701-705;_Py_slot_tp_getattr_hook;Single;0.01;0.01;0.05;1.00;1.00;14.16;2.23;1;0.00;9.03;33.40;33.40;33.40;2.36;15.00
Loop 2041;python3.12;typeobject.c:1806-1806,typeobject.c:5307-5307,dictobject.c:5588-5589,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;subtype_traverse;Single;0.01;0.01;0.05;1.00;1.00;12.01;2.17;10;0.00;11.59;7.60;7.60;7.60;0.63;3.50
Loop 1603;python3.12;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,typeobject.c:891-913,typeobject.c:4725-4733,typeobject.c:4741-4743,typeobject.c:4758-4766,typeobject.c:4815-4829,typeobject.c:4839-4849,typeobject.c:4860-4862,typeobject.c:4869-4869,typeobject.c:4875-4875,typeobject.c:4882-4882,typeobject.c:4890-4891,pycore_object.h:150-150,object.h:220-220,object.h:243-243,object.h:644-647,object.h:701-705,object.h:798-798;_Py_type_getattro;Single;0.01;0.01;0.05;1.00;1.00;13.86;2.24;1;0.00;9.79;47.00;47.00;47.00;3.39;21.00
Loop 1583;python3.12;object.c:2611-2611,object.c:2625-2625,typeobject.c:900-904,typeobject.c:2185-2197,typeobject.c:2205-2205,typeobject.c:4758-4766,object.h:220-220,object.h:243-243,object.h:644-647,object.h:701-705;lookup_maybe_method;Single;0.01;0.01;0.05;1.00;1.00;13.32;2.33;1;0.00;8.62;12.80;12.80;12.80;0.96;5.50
Loop 1486;python3.12;object.c:2611-2611,object.c:2625-2625,object.c:2649-2649,unicode_format.h:925-928,unicode_format.h:931-931,pycore_ceval.h:143-143,descrobject.c:372-372,object.h:243-243,object.h:701-701,object.h:705-705,object.h:798-798;method_vectorcall_VARARGS_KEYWORDS;Outermost;0.01;0.01;0.05;1.00;1.00;14.74;2.57;1;0.00;9.66;9.00;9.00;9.00;0.61;3.50
Loop 1238;python3.12;bytesobject.h:37-37,pycore_pyerrors.h:23-23,object.h:234-234,object.h:243-243,pycore_frame.h:79-79,pycore_frame.h:153-154,pycore_frame.h:161-161,pycore_frame.h:175-176,pycore_frame.h:207-208,pycore_frame.h:211-211,ceval.c:624-624,ceval.c:915-915,ceval.c:918-918,ceval.c:930-931,ceval.c:938-938,ceval.c:946-948,ceval.c:958-958,ceval.c:992-995,ceval.c:1003-1005,ceval.c:1259-1260,ceval.c:1266-1266,ceval.c:1269-1269,ceval.c:2027-2027,ceval.c:2047-2047,ceval.c:2078-2078,pycore_code.h:344-345;_PyEval_EvalFrameDefault;InBetween;0.01;0.01;0.05;1.00;1.00;18.08;2.37;1;0.00;10.20;30.80;30.80;30.80;1.70;13.00
Loop 1034;python3.12;object.c:2611-2611,object.c:2625-2625,object.c:2649-2649,typeobject.c:900-905,typeobject.c:4758-4769,object.h:243-243,object.h:644-647,object.h:701-705;_PyType_Lookup;Single;0.01;0.01;0.05;1.00;1.00;12.24;2.93;1;0.00;8.93;8.80;8.80;8.80;0.72;3.00
Loop 1993;python3.12;flowgraph.c:48-48,flowgraph.c:252-254,flowgraph.c:953-955,flowgraph.c:967-967,flowgraph.c:999-999,flowgraph.c:1012-1020,flowgraph.c:1039-1040,pycore_flowgraph.h:104-105,pycore_opcode_utils.h:76-78;_PyCfg_OptimizeCodeUnit.isra.0;InBetween;0.01;0;0.02;1.00;1.00;15.11;2.17;4000;0.00;7.69;17.40;17.40;17.40;1.15;8.00
Loop 1764;python3.12;pycore_pystate.h:118-118,longobject.c:461-461,longobject.c:469-469,longobject.c:472-472,longobject.c:477-477,longobject.c:481-486,longobject.c:501-502,longobject.c:513-516,longobject.c:525-525,longobject.c:539-539,longobject.c:542-542,dictobject.c:284-284,dictobject.c:490-490,dictobject.c:1852-1854,dictobject.c:1861-1862,dictobject.c:1865-1865,dictobject.c:1877-1877,dictobject.c:2114-2114,dictobject.c:2118-2120,dictobject.c:2123-2125,dictobject.c:2130-2141,dictobject.c:2146-2146,dictobject.c:2151-2153,dictobject.c:2158-2158,object.h:220-220,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-706,object.h:967-967,pycore_long.h:179-179,pycore_long.h:204-204,symtable.c:526-527,symtable.c:533-536,symtable.c:540-541,symtable.c:546-546,symtable.c:553-553,symtable.c:559-559,symtable.c:563-565,symtable.c:569-569,symtable.c:586-586,symtable.c:602-605,symtable.c:610-611,symtable.c:614-616,symtable.c:931-933,longintrepr.h:111-111,longintrepr.h:121-122,pycore_dict.h:134-135,setobject.c:333-333,setobject.c:336-338,setobject.c:376-379,setobject.c:2309-2309;analyze_block;Outermost;0.01;0;0.02;1.00;1.00;28.30;1.95;1000012;0.00;9.20;87.60;87.60;87.60;3.10;45.00
Loop 1317;python3.12;typeobject.c:335-335,typeobject.c:2124-2124,typeobject.c:2130-2131,pycore_gc.h:60-60,pycore_object.h:322-322,pycore_object.h:355-355,object.h:220-220,object.h:234-234,object.h:382-382,gcmodule.c:699-699,gcmodule.c:786-786,gcmodule.c:789-789,gcmodule.c:792-792,gcmodule.c:804-804,gcmodule.c:807-807,gcmodule.c:821-821;gc_collect_main;InBetween;0.01;0;0.02;1.00;1.00;11.76;1.29;200;0.00;12.11;9.00;9.00;9.00;0.77;7.00
Loop 1287;python3.12;tokenizer.c:1414-1415,tokenizer.c:1418-1418,tokenizer.c:1421-1421,tokenizer.c:1504-1505,tokenizer.c:1776-1776,tokenizer.c:1781-1785,tokenizer.c:1788-1790,tokenizer.c:1805-1807,tokenizer.c:1812-1815,tokenizer.c:1825-1825,tokenizer.c:1828-1828,tokenizer.c:1843-1843,tokenizer.c:1849-1849,tokenizer.c:1852-1852,tokenizer.c:1864-1870,tokenizer.c:1873-1875,tokenizer.c:1880-1880,tokenizer.c:1883-1885,tokenizer.c:1889-1894,tokenizer.c:1899-1899,tokenizer.c:1906-1907,tokenizer.c:1910-1912,tokenizer.c:1916-1917,tokenizer.c:1920-1921,tokenizer.c:1924-1925,tokenizer.c:1930-1930,tokenizer.c:1933-1933,tokenizer.c:2160-2160,tokenizer.c:2356-2356,tokenizer.c:2683-2683;tok_get_normal_mode;Outermost;0.01;0;0.02;2.21;1.00;9.25;2.21;1;7.14;8.43;45.40;20.50;45.40;4.91;20.50
Loop 1138;python3.12;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,unicodeobject.c:14720-14724,unicodeobject.c:14731-14744,unicodeobject.c:14756-14756,pycore_object.h:74-74,codeobject.c:137-139,object.h:243-243,object.h:644-644,object.h:701-705;_PyCode_New;Single;0.01;0;0.02;1.00;1.00;24.69;1.77;7;0.00;8.44;10.60;10.60;10.60;0.43;6.00
Loop 1193;python3.12;unicodeobject.c:2529-2529,unicodeobject.c:2553-2554,unicodeobject.c:2580-2580,unicodeobject.c:2586-2592,unicodeobject.c:2595-2598,unicodeobject.c:2601-2604,unicodeobject.c:2607-2608,unicodeobject.c:2612-2615,unicodeobject.c:2618-2618,unicodeobject.c:2621-2621,unicodeobject.c:13085-13085,stdio2.h:33-33;PyUnicode_FromFormatV;Outermost;0.01;0;0.02;1.00;1.00;23.51;2.46;1;0.00;9.90;24.60;24.60;24.60;1.05;10.00
Loop 942;python3.12;object.c:871-875,dictobject.c:979-981,dictobject.c:984-984,dictobject.c:989-989,dictobject.c:992-993,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-706;_Py_dict_lookup;InBetween;0.01;0;0.02;1.00;1.00;8.46;2.52;1;0.00;11.43;16.40;16.40;16.40;1.94;6.50
Loop 1013;python3.12;unicodeobject.c:4600-4600,unicodeobject.c:4603-4603,unicodeobject.c:4606-4608,unicodeobject.c:4613-4613,unicodeobject.c:4616-4618;unicode_decode_utf8;Outermost;0.01;0;0.02;1.00;1.00;26.67;1.56;7;0.00;11.13;6.25;6.25;6.25;0.23;4.00
Loop 941;python3.12;dictobject.c:344-346,dictobject.c:978-978,dictobject.c:1003-1007;_Py_dict_lookup;Innermost;0.01;0;0.02;1.00;1.00;14.40;1.50;1;0.00;9.38;2.25;2.25;2.25;0.16;1.50
Loop 1280;python3.12;tokenizer.c:1958-1959;tok_get_normal_mode;InBetween;0.01;0;0.02;1.00;1.00;16.00;1.50;11;0.00;7.81;3.75;3.75;3.75;0.23;2.50
Loop 937;python3.12;dictobject.c:348-348;_Py_dict_lookup;Innermost;0.01;0;0.02;1.00;NA;NA;1.00;1;NA;NA;0.50;0.50;NA;NA;0.50
Loop 2374;python3.12;unicodeobject.h:247-247,unicodeobject.h:262-262,unicodeobject.h:343-345,dictobject.c:490-490,dictobject.c:2114-2114,dictobject.c:2118-2120,dictobject.c:2123-2125,dictobject.c:2130-2141,dictobject.c:2146-2146,dictobject.c:2151-2153,dictobject.c:2158-2158,object.h:967-967,moduleobject.c:625-628,moduleobject.c:635-635,pycore_dict.h:134-135;_PyModule_ClearDict;Outermost;0.01;0;0.02;1.00;1.00;29.28;1.72;22;0.00;9.63;21.50;21.50;21.50;0.73;12.50
Loop 1304;python3.12;pycore_gc.h:59-68,pycore_gc.h:74-81,object.h:243-243,object.h:644-647,object.h:701-706,gcmodule.c:243-243,gcmodule.c:289-292,gcmodule.c:986-994;gc_collect_main;Innermost;0.01;0;0.02;1.00;1.00;8.69;3.03;2;0.00;10.49;9.10;9.10;9.10;1.05;3.00
Loop 2520;python3.12;tupleobject.c:1002-1009,object.h:243-243,object.h:644-647,object.h:701-706,bltinmodule.c:2846-2849,bltinmodule.c:2856-2856,tupleobject.h:34-34;zip_next;Single;0.01;0;0.02;1.00;1.00;12.73;1.85;9;0.00;10.58;7.40;7.40;7.40;0.58;4.00
Loop 1942;python3.12;object.c:2611-2611,object.c:2625-2625,object.c:2649-2649,dictobject.c:5570-5571,object.h:243-243,object.h:701-705,object.h:798-798;subtype_dealloc;Single;0.01;0;0.02;1.00;1.00;11.93;1.38;4;0.00;11.33;2.25;2.25;2.25;0.19;1.63
Loop 1346;python3.12;typeobject.c:5307-5307,tupleobject.c:607-608,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;tupletraverse;Innermost;0.01;0;0.02;1.00;1.00;28.44;1.45;9;0.00;10.94;5.80;5.80;5.80;0.20;4.00
Loop 1333;python3.12;listobject.c:2704-2705,typeobject.c:5307-5307,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;list_traverse;Innermost;0.01;0;0.02;1.00;1.00;32.56;1.50;9;0.00;10.68;6.00;6.00;6.00;0.18;4.00
Loop 1074;python3.12;modsupport.c:46-47,modsupport.c:74-78;va_build_stack;Innermost;0.01;0;0.02;1.00;1.00;14.77;1.14;3;0.00;8.72;4.00;4.00;4.00;0.27;3.50
Loop 1019;python3.12;dictobject.c:375-375,dictobject.c:378-380,dictobject.c:383-383,dictobject.c:1266-1272,dictobject.c:1276-1276,dictobject.c:1279-1279,dictobject.c:1284-1286,dictobject.c:1289-1292,dictobject.c:1295-1295,dictobject.c:1328-1328,pycore_dict.h:134-135,pycore_dict.h:189-189,pycore_dict.h:192-193;insertdict;Outermost;0.01;0;0.02;6.64;1.00;7.11;6.64;1;8.00;11.81;16.60;2.50;16.60;2.34;2.50
Loop 2485;python3.12;pycore_pystate.h:82-82,object.c:536-538,object.c:556-556,object.c:559-563,longobject.c:1979-1981,pycore_ceval.h:121-121,pycore_ceval.h:134-134,pycore_ceval.h:143-143,object.h:220-220,object.h:243-243,object.h:701-701,object.h:705-705;builtin_repr;Outermost;0.01;0;0.02;1.00;1.00;26.41;2.44;1;0.00;9.30;12.20;12.20;12.20;0.46;5.00
Loop 1798;python3.12;unicodeobject.c:9631-9636,unicodeobject.c:9644-9648,unicodeobject.h:219-219,unicodeobject.h:247-250,unicodeobject.h:256-265,unicodeobject.h:280-280,string3.h:51-51;_PyUnicode_JoinArray;Innermost;0.01;0;0.02;1.00;1.00;13.75;2.75;16;0.00;11.46;11.00;11.00;11.00;0.80;4.00
Loop 1179;python3.12;obmalloc.c:637-637,call.c:28-29,call.c:149-149,pystate.c:1241-1242,pystate.c:1245-1247,pystate.c:2795-2795,pystate.c:2798-2798,pystate.c:2802-2807,pystate.c:2811-2812,pycore_ceval.h:87-88,pycore_pyerrors.h:23-23,object.h:644-644,object.h:647-647,pycore_frame.h:121-133,ceval.c:1582-1582,ceval.c:1586-1588,ceval.c:1671-1671;_PyObject_FastCallDictTstate;Outermost;0.01;0;0.02;3.87;1.00;9.17;3.87;1;15.56;13.23;23.20;6.00;23.20;2.53;6.00
Loop 1162;python3.12;pycore_pystate.h:92-92,typeobject.c:335-335,typeobject.c:2124-2124,typeobject.c:2130-2131,typeobject.c:4648-4652,typeobject.c:4660-4660,typeobject.c:4679-4679,typeobject.c:9650-9650,typeobject.c:9669-9673,typeobject.c:9677-9677,typeobject.c:9683-9684,typeobject.c:9760-9760,typeobject.c:9782-9782,typeobject.c:9790-9791,typeobject.c:9795-9805,typeobject.c:9818-9820,typeobject.c:9834-9834,typeobject.c:9840-9840,typeobject.c:9855-9855,pystate.c:72-72,pystate.c:1167-1168,object.h:220-220,object.h:234-234,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-705,methodobject.h:41-41;update_one_slot;Outermost;0.01;0;0.02;1.00;1.00;12.31;1.51;1000012;0.00;11.29;30.20;30.20;30.20;2.45;20.00
Loop 1001;python3.12;listobject.c:355-358,object.c:2611-2611,object.c:2625-2625,object.h:243-243,object.h:701-705,object.h:798-798;list_dealloc;Single;0.01;0;0.02;1.00;1.00;11.70;1.18;4;0.00;11.35;1.93;1.93;1.93;0.16;1.63
Loop 3052;python3.12;symtable.c:2261-2264;symtable_visit_argannotations;Single;0.01;0;0.02;1.00;1.00;12.27;1.84;2;0.00;10.94;2.30;2.30;2.30;0.19;1.25
Loop 2488;python3.12;pycore_pystate.h:82-82,obmalloc.c:637-637,pycore_call.h:44-44,pycore_call.h:88-92,object.c:2611-2611,object.c:2625-2625,call.c:28-29,call.c:418-418,typeobject.c:900-900,typeobject.c:904-904,typeobject.c:2185-2185,typeobject.c:2189-2189,typeobject.c:2196-2197,typeobject.c:2222-2222,typeobject.c:2226-2227,typeobject.c:2278-2280,typeobject.c:2285-2285,typeobject.c:4758-4762,typeobject.c:4766-4766,pystate.c:1241-1242,pystate.c:1245-1247,pystate.c:2795-2795,pystate.c:2798-2798,pystate.c:2802-2807,pystate.c:2811-2812,pystate.c:2822-2822,pycore_ceval.h:87-88,pycore_object.h:150-150,pycore_pyerrors.h:23-23,object.h:220-220,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-705,pycore_frame.h:121-133,pycore_frame.h:246-247,ceval.c:1581-1582,ceval.c:1586-1588,ceval.c:1660-1661;vectorcall_maybe.constprop.0;Outermost;0.01;0;0.02;2.79;1.00;12.87;2.79;1;9.21;11.23;51.60;18.50;51.60;4.01;18.50
