ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 6660;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);Single;0.11;0.06;0.25;1.00;1.00;8.00;2.72;19;0.00;12.50;13.60;13.60;13.60;1.70;5.00
Loop 9850;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::set_output(int, tensorflow::Tensor const&);Single;0.11;0.05;0.21;1.00;1.00;57.60;3.00;1;0.00;8.59;6.00;6.00;6.00;0.10;2.00
Loop 959;python3.9;eq.h:17-24,dictobject.c:344-346,dictobject.c:849-864;lookdict_unicode;Innermost;0.1;0.05;0.21;1.00;1.00;12.44;1.83;1;0.00;10.58;12.80;12.80;12.80;1.03;7.00
Loop 2249;python3.9;pycore_pystate.h:55-55,pycore_pystate.h:82-82,abstract.h:74-74,abstract.h:114-118,abstract.h:185-185,pycore_pyerrors.h:14-14,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,call.c:38-39,call.c:57-57,call.c:359-367,call.c:380-383,call.c:387-388,call.c:393-393,call.c:396-396,longobject.c:629-641,longobject.c:650-654,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1482,typeobject.c:1489-1490,typeobject.c:1532-1532,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:6678-6678,typeobject.c:6689-6692,typeobject.c:6703-6703,typeobject.c:6715-6715;slot_tp_hash;Outermost;0.1;0.05;0.2;1.00;1.00;22.15;2.40;1;0.00;10.12;46.80;46.80;46.80;2.11;19.50
Loop 865;python3.9;tupleobject.c:366-373,object.c:767-769;tuplehash;Single;0.1;0.05;0.2;1.00;1.00;8.00;2.33;1;0.00;12.50;3.50;3.50;3.50;0.44;1.50
Loop 778;python3.9;gcmodule.c:313-314;collect;Innermost;0.1;0.05;0.2;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 785;python3.9;gcmodule.c:108-108,gcmodule.c:413-413;deduce_unreachable;Single;0.1;0.04;0.19;1.00;1.00;13.33;1.00;1;0.00;10.04;2.00;2.00;2.00;0.15;2.00
Loop 765;python3.9;tupleobject.c:179-189,gcmodule.c:626-629,pycore_object.h:74-79,pycore_object.h:112-113;collect;Innermost;0.09;0.04;0.17;1.00;1.00;17.45;1.78;1;0.00;10.85;8.00;8.00;8.00;0.46;4.50
Loop 702;python3.9;eq.h:17-21,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:849-857,dictobject.c:863-864;PyDict_SetDefault;Innermost;0.08;0.04;0.17;1.00;1.00;12.19;1.33;1;0.00;11.06;8.00;8.00;8.00;0.66;6.00
Loop 933;python3.9;object.c:2205-2210,object.h:422-422,frameobject.c:584-585;frame_dealloc;Single;0.08;0.04;0.16;1.00;1.00;11.36;1.55;3;0.00;11.11;2.07;2.07;2.07;0.18;1.33
Loop 9847;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::forward_input_or_allocate_output(absl::lts_20230802::Span<int const>, int, tensorflow::TensorShape const&, tensorflow::Tensor**, int*);Single;0.07;0.03;0.13;1.00;1.00;12.80;2.40;1;0.00;9.38;2.40;2.40;2.40;0.19;1.00
Loop 980;python3.9;tupleobject.c:236-237,object.c:2205-2205,object.c:2209-2210,object.h:422-422,object.h:496-496;tupledealloc;Outermost;0.06;0.03;0.13;1.00;1.00;8.00;1.80;6;0.00;12.50;7.20;7.20;7.20;0.90;4.00
Loop 4211;libtensorflow_framework.so.2;;std::vector<tensorflow::DtypeAndPartialTensorShape, std::allocator<tensorflow::DtypeAndPartialTensorShape> >::operator=(std::vector<tensorflow::DtypeAndPartialTensorShape, std::allocator<tensorflow::DtypeAndPartialTensorShape> > const&);Single;0.06;0.03;0.12;1.48;1.00;10.49;3.40;2;12.50;11.98;3.40;2.30;3.40;0.32;1.00
Loop 706;python3.9;eq.h:17-24,dictobject.c:344-344,dictobject.c:350-350,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:890-890,dictobject.c:893-893,dictobject.c:901-901,dictobject.c:905-906;lookdict_unicode_nodummy;Outermost;0.05;0.03;0.11;1.00;NA;NA;1.00;3;0.00;12.50;1.00;1.00;NA;NA;1.00
Loop 920;python3.9;ceval.c:5083-5084,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.05;0.02;0.1;1.00;1.00;8.00;2.00;5;0.00;12.50;8.00;8.00;8.00;1.00;4.00
Loop 927;python3.9;object.h:408-408,object.h:422-422,object.h:430-430,object.h:496-496,typeobject.c:375-375,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:3251-3251,typeobject.c:3254-3255,typeobject.c:3260-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3356-3356,typeobject.c:3361-3365,typeobject.c:3370-3370,typeobject.c:3380-3380,typeobject.c:3383-3383,typeobject.c:3387-3387,typeobject.c:3390-3390,typeobject.c:3401-3403,typeobject.c:3410-3410,typeobject.c:3415-3415,typeobject.c:3418-3419,pycore_object.h:105-105;type_getattro;Outermost;0.05;0.02;0.1;1.00;1.00;12.86;2.50;1;0.00;10.32;41.20;41.20;41.20;3.20;16.50
Loop 6692;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ProcessOutputs(tensorflow::NodeItem const&, tensorflow::OpKernelContext*, tensorflow::Entry*, tensorflow::NodeExecStatsInterface*);Single;0.04;0.02;0.09;2.14;1.00;18.78;2.50;580;10.91;11.59;60.00;28.00;60.00;3.20;24.00
Loop 923;python3.9;pycore_pystate.h:55-55,tupleobject.c:131-131,tupleobject.c:150-150,gcmodule.c:1396-1396,gcmodule.c:1440-1443,gcmodule.c:2278-2280,gcmodule.c:2283-2287,objimpl.h:69-69,object.c:1824-1824,object.h:133-133,object.h:138-138,object.h:408-408,object.h:628-628,funcobject.c:41-57,funcobject.c:61-68,funcobject.c:76-76,pycore_object.h:46-51;PyFunction_NewWithQualName;Outermost;0.04;0.02;0.09;3.20;1.00;6.37;3.20;1;6.00;10.34;20.80;6.50;20.80;3.27;6.50
Loop 38031;libtensorflow_framework.so.2;;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);Outermost;0.03;0.02;0.08;1.00;1.00;33.58;2.67;1896;0.00;8.92;20.00;20.00;20.00;0.60;7.50
Loop 797;python3.9;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,typeobject.c:3764-3764,pycore_object.h:112-114,dictobject.c:3142-3148;dict_traverse;Single;0.04;0.02;0.08;1.00;1.00;21.56;1.65;10;0.00;11.51;6.60;6.60;6.60;0.31;4.00
Loop 6778;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::SimplePropagatorState(tensorflow::ImmutableExecutorState const&, long, tensorflow::ImmutableExecutorState::FrameInfo const&, bool);Single;0.04;0.02;0.08;1.00;1.00;8.00;4.00;1;0.00;6.25;4.00;4.00;4.00;0.50;1.00
Loop 1639;python3.9;pycore_pystate.h:55-55,object.c:663-668,object.c:672-674,object.c:678-680,object.c:702-702,object.c:714-714,object.c:720-720,object.c:738-738,object.c:746-749,listobject.c:423-424,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3079-3079,longobject.c:3084-3084,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;list_contains;Outermost;0.04;0.02;0.08;1.00;1.00;21.09;2.01;284;0.00;10.24;34.20;34.20;34.20;1.62;17.00
Loop 784;python3.9;gcmodule.c:87-87,gcmodule.c:93-93,gcmodule.c:564-565,gcmodule.c:574-584,gcmodule.c:599-603,gcmodule.c:609-614;deduce_unreachable;Single;0.04;0.02;0.08;1.11;1.00;8.24;1.33;2;3.57;11.99;4.00;3.60;4.00;0.49;3.00
Loop 1545;python3.9;unicodeobject.c:11554-11554,object.c:745-749,setobject.c:70-94,object.h:408-408,object.h:422-422,object.h:430-430;PySet_Contains;Innermost;0.03;0.02;0.07;1.00;1.00;11.36;1.95;20;0.00;11.17;16.60;16.60;16.60;1.46;8.50
Loop 918;python3.9;ceval.c:5083-5084,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.03;0.01;0.06;1.00;1.00;8.00;2.00;5;0.00;12.50;8.00;8.00;8.00;1.00;4.00
Loop 916;python3.9;ceval.c:5083-5084,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.03;0.01;0.06;1.00;1.00;8.00;2.17;5;0.00;12.50;7.60;7.60;7.60;0.95;3.50
Loop 7935;libtensorflow_framework.so.2;;tensorflow::MklCPUAllocator::DeallocateRaw(void*);Single;0.03;0.01;0.06;1.00;1.00;2.46;4.00;2;0.00;10.94;8.00;8.00;8.00;3.25;2.00
Loop 6782;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);Single;0.03;0.01;0.06;1.00;1.00;14.10;3.20;7;0.00;11.61;8.00;8.00;8.00;0.57;2.50
Loop 1607;python3.9;pycore_pystate.h:55-55,tupleobject.c:655-656,tupleobject.c:660-660,tupleobject.c:666-666,object.c:663-668,object.c:672-674,object.c:678-680,object.c:702-702,object.c:714-714,object.c:720-720,object.c:738-738,object.c:746-749,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3079-3079,longobject.c:3084-3084,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;tuplerichcompare;Outermost;0.03;0.01;0.06;1.00;1.00;11.84;2.33;285;0.00;11.13;39.60;39.60;39.60;3.34;17.00
Loop 1083;python3.9;string3.h:51-51,object.h:408-408,object.h:422-422,object.h:430-430,call.c:471-472,call.c:476-477,call.c:484-485,call.c:489-493,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1482,typeobject.c:1489-1490,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:6974-6974,typeobject.c:6977-6979,typeobject.c:6988-6988;slot_tp_init;Outermost;0.03;0.01;0.06;1.00;1.00;12.89;3.68;1;0.00;11.23;27.60;27.60;27.60;2.14;7.50
Loop 779;python3.9;gcmodule.c:641-644,object.h:128-128,typeobject.c:3764-3764,pycore_object.h:74-80,pycore_object.h:112-114,dictobject.c:989-989,dictobject.c:993-999,dictobject.c:1006-1006;collect;InBetween;0.02;0.01;0.05;1.00;1.00;22.05;1.60;1;0.00;11.44;40.00;40.00;40.00;1.81;25.00
Loop 810;python3.9;eq.h:17-21,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:890-906;find_name_in_mro;Innermost;0.02;0.01;0.05;1.00;1.00;8.00;2.00;1;0.00;12.50;10.00;10.00;10.00;1.25;5.00
Loop 6664;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.03;0.01;0.05;1.00;1.00;12.48;1.07;2;8.33;11.46;3.20;3.20;3.20;0.26;3.00
Loop 981;python3.9;tupleobject.c:236-237,object.h:422-422,object.h:496-496;tupledealloc;Innermost;0.02;0.01;0.05;1.00;1.00;8.00;1.07;1;0.00;12.50;1.60;1.60;1.60;0.20;1.50
Loop 38048;libtensorflow_framework.so.2;;tsl::Hash64(char const*, unsigned long, unsigned long);Single;0.02;0.01;0.05;1.00;1.00;8.00;1.00;1;0.00;12.50;8.00;8.00;8.00;1.00;8.00
Loop 1999;python3.9;unicodeobject.c:2305-2316,object.c:1280-1280,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:375-375,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:3251-3251,typeobject.c:3254-3255,typeobject.c:3260-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6790-6790,typeobject.c:6802-6803,typeobject.c:6809-6809,typeobject.c:6812-6814,typeobject.c:6818-6818,pycore_object.h:105-105;slot_tp_getattr_hook;Outermost;0.02;0.01;0.05;2.51;1.00;12.56;2.51;1;6.06;10.87;41.40;16.50;41.40;3.30;16.50
Loop 5421;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;Outermost;0.02;0.01;0.05;6.12;1.00;12.87;6.12;1000012;24.81;14.69;146.80;24.00;146.80;11.41;24.00
Loop 754;python3.9;object.c:745-749,object.h:408-408,object.h:422-422,object.h:430-430,dictobject.c:341-346,dictobject.c:789-810,dictobject.c:821-822;lookdict;Innermost;0.02;0.01;0.05;1.00;1.00;8.00;2.46;1;0.00;12.10;16.00;16.00;16.00;2.00;6.50
Loop 782;python3.9;gcmodule.c:641-644;collect;Innermost;0.02;0.01;0.04;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 887;python3.9;ceval.c:4149-4152,ceval.c:4155-4155,ceval.c:4164-4167,ceval.c:4173-4176,ceval.c:4179-4179,ceval.c:4185-4185,ceval.c:4200-4200,ceval.c:4206-4206,ceval.c:4213-4213,object.c:738-738,object.c:745-749,object.h:408-408,object.h:422-422,object.h:628-628,frameobject.c:917-917;_PyEval_EvalCode;Outermost;0.02;0.01;0.04;1.00;1.00;11.32;2.17;41;0.00;11.76;31.40;31.40;31.40;2.77;14.50
Loop 966;python3.9;pycore_pystate.h:55-55,eq.h:23-23,object.h:628-628,typeobject.c:3223-3223,typeobject.c:3226-3226,typeobject.c:3229-3231,dictobject.c:880-882,dictobject.c:885-888,dictobject.c:893-893,dictobject.c:902-902,dictobject.c:906-906,dictobject.c:1439-1439,dictobject.c:1444-1445,dictobject.c:1448-1448;update_one_slot;InBetween;0.02;0.01;0.04;1.00;1.00;14.10;2.17;184;0.00;11.93;15.20;15.20;15.20;1.08;7.00
Loop 6666;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.02;0.01;0.04;1.00;1.00;31.58;3.00;1;0.00;8.59;7.50;7.50;7.50;0.24;2.50
Loop 895;python3.9;errors.c:434-440,exceptions.c:225-225,exceptions.c:232-232,ceval.c:864-865,ceval.c:944-944,ceval.c:1379-1383,ceval.c:1651-1651,ceval.c:3758-3762,ceval.c:3765-3768,ceval.c:3779-3781,ceval.c:3784-3789,ceval.c:3792-3796,object.h:408-408,object.h:422-422,object.h:430-430,object.h:496-496,frameobject.c:950-950,frameobject.c:953-955;_PyEval_EvalFrameDefault;Outermost;0.02;0.01;0.04;3.16;1.00;7.33;3.16;1;3.77;10.97;30.00;9.50;30.00;4.09;9.50
Loop 786;python3.9;gcmodule.c:466-469;deduce_unreachable;Single;0.02;0.01;0.04;1.00;1.00;16.00;1.00;1;0.00;9.38;2.00;2.00;2.00;0.13;2.00
Loop 857;python3.9;object.c:2205-2210,object.h:422-422,object.h:496-496,dictobject.c:596-598;dict_dealloc;Single;0.02;0.01;0.04;1.00;1.00;8.00;2.24;9;0.00;12.50;5.60;5.60;5.60;0.70;2.50
Loop 42836;libtensorflow_framework.so.2;;nsync::nsync_cv_wait_with_deadline(nsync::nsync_cv_s_*, nsync::nsync_mu_s_*, timespec, nsync::nsync_note_s_*);Outermost;0;0.01;0.04;1.00;1.00;14.10;3.26;18;0.00;8.13;11.40;11.40;11.40;0.81;3.50
Loop 2086;python3.9;pycore_pystate.h:55-55,abstract.h:74-74,abstract.h:114-118,pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:359-367,call.c:380-383,call.c:387-388,call.c:396-396,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1482,typeobject.c:1489-1490,typeobject.c:1515-1515,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:6864-6864,typeobject.c:6868-6868,pycore_object.h:105-105;slot_tp_richcompare;Outermost;0.02;0.01;0.04;3.17;1.00;16.38;3.17;1;9.43;11.59;38.00;12.00;38.00;2.32;12.00
Loop 1042;python3.9;pycore_pystate.h:55-55,tupleobject.c:397-398,object.c:663-668,object.c:672-674,object.c:678-680,object.c:702-702,object.c:714-714,object.c:720-720,object.c:738-738,object.c:746-749,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3070-3070,longobject.c:3079-3079,longobject.c:3084-3084,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;tuplecontains;Outermost;0.02;0.01;0.04;1.00;1.00;21.91;1.94;344;0.00;10.77;35.00;35.00;35.00;1.60;18.00
Loop 982;python3.9;pycore_pystate.h:55-55,object.h:628-628,typeobject.c:7969-7969,typeobject.c:7990-7990,typeobject.c:7995-7996,typeobject.c:8001-8001,dictobject.c:344-350,dictobject.c:922-924,dictobject.c:930-933,dictobject.c:938-938,dictobject.c:942-942,dictobject.c:945-946,dictobject.c:950-951,dictobject.c:1463-1463,dictobject.c:1467-1471,dictobject.c:1476-1477;super_getattro;Outermost;0.02;0.01;0.04;1.00;1.00;20.60;2.20;1597;0.00;12.08;26.40;26.40;26.40;1.28;12.00
Loop 773;python3.9;gcmodule.c:694-697;collect;Innermost;0.01;0.01;0.03;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 1151;python3.9;typeobject.c:1266-1267;subtype_dealloc;Single;0.01;0.01;0.03;1.00;NA;NA;1.00;1;NA;NA;2.00;2.00;NA;NA;2.00
Loop 809;python3.9;pycore_pystate.h:55-55,eq.h:23-23,typeobject.c:3231-3231,dictobject.c:885-888;find_name_in_mro;InBetween;0.01;0.01;0.03;1.00;1.00;8.00;2.50;1;0.00;12.50;5.00;5.00;5.00;0.63;2.00
Loop 792;python3.9;tupleobject.c:623-624,gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,typeobject.c:3764-3764,pycore_object.h:112-114;tupletraverse;Innermost;0.01;0.01;0.03;1.00;1.00;28.44;1.45;9;0.00;10.94;5.80;5.80;5.80;0.20;4.00
Loop 972;python3.9;object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1464-1466,typeobject.c:1469-1472,typeobject.c:3286-3289,typeobject.c:3298-3298;_PyObject_LookupSpecial;InBetween;0.01;0.01;0.03;1.00;1.00;10.67;2.75;1;0.00;10.20;11.00;11.00;11.00;1.03;4.00
Loop 148;libtensorflow_framework.so.2;;tensorflow::Tensor* std::__uninitialized_copy<false>::__uninit_copy<tensorflow::Tensor const*, tensorflow::Tensor*>(tensorflow::Tensor const*, tensorflow::Tensor const*, tensorflow::Tensor*);Single;0.01;0.01;0.03;1.33;1.00;9.83;2.53;4;15.48;11.58;3.80;2.85;3.80;0.39;1.50
Loop 42873;libtensorflow_framework.so.2;;nsync::nsync_mu_semaphore_p_with_deadline(nsync::nsync_semaphore_s_*, timespec);Single;0.01;0.01;0.03;1.00;1.00;14.84;2.40;9;0.00;9.03;12.00;12.00;12.00;0.81;5.00
Loop 25560;libtensorflow_framework.so.2;;tsl::BFCAllocator::RegionManager::RegionFor(void const*) const;Single;0.02;0.01;0.03;1.00;1.00;8.00;1.00;2;0.00;12.50;3.00;3.00;3.00;0.38;3.00
Loop 8710;libtensorflow_framework.so.2;;tensorflow::FunctionCallFrame::SetArgs(absl::lts_20230802::Span<tensorflow::Tensor const>);Single;0.01;0.01;0.03;2.50;1.00;18.82;2.50;84;12.50;10.94;12.50;5.00;12.50;0.66;5.00
Loop 6781;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::ActivateRoots(absl::lts_20230802::Span<tensorflow::NodeItem const* const>, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);Single;0.01;0.01;0.03;1.00;1.00;8.00;2.60;6;0.00;12.50;5.20;5.20;5.20;0.65;2.00
Loop 6780;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::~SimplePropagatorState();Single;0.02;0.01;0.03;1.00;1.00;8.00;1.63;2;0.00;12.50;1.63;1.63;1.63;0.20;1.00
