ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 674;libpython3.12.so.1.0;codeobject.c:456-459,codeobject.c:472-472,codeobject.c:482-485,codeobject.c:494-494,codeobject.c:857-857,codeobject.c:873-873,codeobject.c:887-887,codeobject.c:961-963,codeobject.c:968-969,codeobject.c:1071-1071;_PyCode_CheckLineNumber;Outermost;0.12;0.12;0.16;1.00;1.00;15.67;2.74;10;0.00;6.67;9.60;9.60;9.60;0.61;3.50
Loop 1310;libpython3.12.so.1.0;setobject.c:70-94,object.h:243-243,object.h:644-647,object.h:701-706;set_lookkey;Innermost;0.1;0.1;0.13;1.00;1.00;12.25;1.51;38;0.00;10.88;12.80;12.80;12.80;1.05;8.50
Loop 2914;libpython3.12.so.1.0;bytecodes.c:1478-1480,object.h:644-647;_PyEval_EvalFrameDefault;Single;0.1;0.1;0.12;1.00;1.00;9.60;2.10;2;0.00;10.94;2.10;2.10;2.10;0.22;1.00
Loop 2917;libpython3.12.so.1.0;bytecodes.c:2941-2942,object.h:243-243;_PyEval_EvalFrameDefault;Single;0.09;0.1;0.12;1.00;1.00;11.51;1.50;3;0.00;10.42;2.00;2.00;2.00;0.17;1.33
Loop 1145;libpython3.12.so.1.0;dictobject.c:344-360,dictobject.c:978-993,dictobject.c:1003-1007,object.h:243-243,object.h:644-647,object.h:701-706;_Py_dict_lookup;Innermost;0.09;0.1;0.12;1.00;1.00;11.41;2.19;32;0.00;10.99;16.40;16.40;16.40;1.44;7.50
Loop 1119;libpython3.12.so.1.0;dictobject.c:671-673,object.h:243-243,object.h:701-706,object.h:798-798;free_keys_object;Single;0.09;0.09;0.12;1.00;1.00;13.09;1.66;16;0.00;10.94;5.80;5.80;5.80;0.44;3.50
Loop 2340;libpython3.12.so.1.0;unicodeobject.c:2792-2792,unicodeobject.c:2799-2801;PyUnicode_FromFormatV;Innermost;0.07;0.07;0.09;1.00;1.00;16.00;1.07;1;0.00;6.25;1.60;1.60;1.60;0.10;1.50
Loop 2343;libpython3.12.so.1.0;object.h:243-243,object.h:701-701,object.h:705-706,unicodeobject.c:2348-2349,unicodeobject.c:2352-2353,unicodeobject.c:2357-2358,unicodeobject.c:2375-2376,unicodeobject.c:2379-2380,unicodeobject.c:2384-2385,unicodeobject.c:2388-2388,unicodeobject.c:2438-2451,unicodeobject.c:2460-2474,unicodeobject.c:2485-2489,unicodeobject.c:2492-2493,unicodeobject.c:2496-2511,unicodeobject.c:2515-2515,unicodeobject.c:2519-2519,unicodeobject.c:2522-2522,unicodeobject.c:2526-2526,unicodeobject.c:2529-2529,unicodeobject.c:2633-2633,unicodeobject.c:2637-2644,unicodeobject.c:2647-2647,unicodeobject.c:2654-2655,unicodeobject.c:2661-2661,unicodeobject.c:2696-2696,unicodeobject.c:2761-2762;PyUnicode_FromFormatV;InBetween;0.07;0.07;0.09;1.00;1.00;22.20;2.70;1;0.00;9.15;77.00;77.00;77.00;3.47;28.50
Loop 2871;libpython3.12.so.1.0;ceval.c:1477-1480,object.h:644-647;initialize_locals;Single;0.06;0.06;0.08;1.00;1.00;9.45;1.46;3;0.00;11.98;1.95;1.95;1.95;0.21;1.33
Loop 675;libpython3.12.so.1.0;codeobject.c:971-972;_PyCode_CheckLineNumber;Innermost;0.06;0.06;0.08;1.00;1.00;10.00;1.25;1;0.00;7.03;1.25;1.25;1.25;0.13;1.00
Loop 2870;libpython3.12.so.1.0;ceval.c:1489-1503,pycore_pyerrors.h:23-23,object.h:644-647;initialize_locals;Single;0.06;0.06;0.07;1.00;1.00;12.00;1.50;6;0.00;11.06;6.00;6.00;6.00;0.50;4.00
Loop 277;_tree.cpython-312-x86_64-linux-gnu.so;;__pyx_f_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_build(__pyx_obj_7sklearn_4tree_5_tree_DepthFirstTreeBuilder*, __pyx_obj_7sklearn_4tree_5_tree_Tree*, _object*, __Pyx_memviewslice, int, __pyx_opt_args_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_build*);Single;0.05;0.05;0.07;1.84;1.74;6.69;5.27;1408;17.90;13.85;60.60;33.00;34.88;9.06;11.50
Loop 845;libpython3.12.so.1.0;object.h:243-243,object.h:701-706,object.h:798-798,listobject.c:355-358;list_dealloc;Single;0.05;0.05;0.06;1.00;NA;NA;1.12;4;0.00;11.39;1.82;1.82;NA;NA;1.63
Loop 2915;libpython3.12.so.1.0;bytecodes.c:2735-2736,object.h:243-243;_PyEval_EvalFrameDefault;Single;0.04;0.04;0.06;1.00;1.00;13.46;1.40;3;0.00;9.90;1.87;1.87;1.87;0.14;1.33
Loop 619;libpython3.12.so.1.0;tupleobject.h:34-34,object.h:644-647,call.c:1036-1040;_PyStack_UnpackDict;Single;0.04;0.04;0.05;1.00;1.00;10.87;2.93;4;0.00;11.66;4.40;4.40;4.40;0.40;1.50
Loop 1023;libpython3.12.so.1.0;longobject.c:653-656;PyLong_AsUnsignedLong;Single;0.04;0.04;0.05;1.00;1.00;11.73;1.00;1;0.00;11.72;4.00;4.00;4.00;0.34;4.00
Loop 2339;libpython3.12.so.1.0;unicodeobject.c:2779-2780,unicodeobject.c:2789-2789,unicodeobject.c:2802-2807,unicodeobject.c:2810-2810;PyUnicode_FromFormatV;InBetween;0.04;0.04;0.04;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 1449;libpython3.12.so.1.0;typeobject.c:1830-1835,object.h:243-243,object.h:701-706;subtype_dealloc;Innermost;0.04;0.04;0.04;1.00;1.00;12.13;1.80;6;0.00;10.03;5.40;5.40;5.40;0.45;3.00
Loop 1015;libpython3.12.so.1.0;longobject.c:362-362;PyLong_FromUnsignedLong;Single;0.04;0.04;0.04;1.00;1.00;13.33;1.25;1;0.00;7.81;1.25;1.25;1.25;0.09;1.00
Loop 1167;libpython3.12.so.1.0;dictobject.c:5570-5571,object.h:243-243,object.h:701-706,object.h:798-798;_PyObject_FreeInstanceAttributes;Single;0.04;0.04;0.04;1.00;1.00;10.58;1.20;4;0.00;11.80;1.95;1.95;1.95;0.18;1.63
Loop 3287;libpython3.12.so.1.0;getargs.c:283-298,getargs.c:312-317;vgetargs1_impl;Single;0.03;0.03;0.04;1.00;1.00;41.60;1.77;8;0.00;5.78;9.75;9.75;9.75;0.23;5.50
Loop 1451;libpython3.12.so.1.0;typeobject.c:1949-1950;subtype_dealloc;Single;0.03;0.03;0.04;1.00;NA;NA;1.00;1;NA;NA;2.00;2.00;NA;NA;2.00
Loop 1190;libpython3.12.so.1.0;dictobject.c:1624-1629,object.h:220-220;_PyDict_FromItems;Single;0.03;0.03;0.04;1.00;1.00;8.00;1.25;1;0.00;12.50;1.25;1.25;1.25;0.16;1.00
Loop 2891;libpython3.12.so.1.0;ceval.c:624-624,ceval.c:918-919,ceval.c:930-931,ceval.c:946-946,ceval.c:952-952,ceval.c:992-995,ceval.c:1004-1004,ceval.c:1247-1247,ceval.c:1269-1269,ceval.c:1283-1283,ceval.c:1286-1286,ceval.c:2011-2015,ceval.c:2019-2019,ceval.c:2027-2027,ceval.c:2047-2047,ceval.c:2078-2078,bytecodes.c:607-607,pycore_code.h:344-345,pycore_pyerrors.h:23-23,pycore_frame.h:79-79,pycore_frame.h:153-154,pycore_frame.h:161-161,pycore_frame.h:175-176,pycore_frame.h:207-208,pycore_frame.h:211-211,object.h:243-243;_PyEval_EvalFrameDefault;Outermost;0.03;0.03;0.04;1.00;1.00;20.16;3.78;1;0.00;9.48;37.80;37.80;37.80;1.88;10.00
Loop 1014;libpython3.12.so.1.0;longobject.c:362-362;PyLong_FromUnsignedLong;Single;0.03;0.03;0.04;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 3964;libpython3.12.so.1.0;gcmodule.c:107-107,gcmodule.c:289-292,gcmodule.c:424-424,gcmodule.c:430-431,pycore_pystate.h:118-118,pycore_gc.h:59-68,pycore_gc.h:74-74,object.h:243-243;gc_collect_main;Innermost;0.02;0.02;0.03;1.00;1.00;7.87;1.30;2;0.00;11.43;3.90;3.90;3.90;0.50;3.00
Loop 1585;libpython3.12.so.1.0;unicodeobject.c:4600-4600,unicodeobject.c:4603-4603,unicodeobject.c:4612-4613,unicodeobject.c:4616-4618;ascii_decode;Outermost;0.02;0.02;0.03;1.00;1.00;8.00;1.00;3;0.00;12.50;3.00;3.00;3.00;0.38;3.00
Loop 1105;libpython3.12.so.1.0;dictobject.c:826-830,object.h:644-647;clone_combined_dict_keys;Single;0.02;0.02;0.03;1.00;1.00;15.06;1.50;5;0.00;7.14;3.00;3.00;3.00;0.20;2.00
Loop 987;libpython3.12.so.1.0;longobject.c:325-326;PyLong_FromLong;Single;0.02;0.02;0.03;1.00;1.00;13.33;1.25;1;0.00;7.81;1.25;1.25;1.25;0.09;1.00
Loop 3314;libpython3.12.so.1.0;getargs.c:1607-1608;vgetargskeywords;Single;0.02;0.02;0.02;1.00;1.00;13.71;1.50;1;0.00;9.38;1.50;1.50;1.50;0.11;1.00
Loop 2916;libpython3.12.so.1.0;bytecodes.c:2981-2982,object.h:243-243;_PyEval_EvalFrameDefault;Single;0.02;0.02;0.02;1.00;1.00;13.46;1.40;3;0.00;9.90;1.87;1.87;1.87;0.14;1.33
Loop 2346;libpython3.12.so.1.0;unicodeobject.c:2473-2480;PyUnicode_FromFormatV;Innermost;0.02;0.02;0.02;1.00;1.00;22.59;1.50;1;0.00;10.31;4.50;4.50;4.50;0.20;3.00
Loop 886;libpython3.12.so.1.0;listobject.h:44-44,object.h:234-234,object.h:283-283,listobject.c:944-945,listobject.c:954-957;list_extend;Innermost;0.02;0.02;0.02;1.00;1.00;8.00;2.60;1;0.00;12.50;2.60;2.60;2.60;0.33;1.00
Loop 1153;libpython3.12.so.1.0;dictobject.c:2135-2137;_PyDict_Next;Single;0.02;0.02;0.02;1.00;1.00;8.00;1.50;1;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 3362;libpython3.12.so.1.0;ceval_gil.c:67-67,ceval_gil.c:76-76,ceval_gil.c:417-417,ceval_gil.c:483-487,pycore_pystate.h:19-19,pycore_pystate.h:59-59;take_gil;Single;0.02;0.02;0.02;1.00;1.00;14.62;3.87;1;0.00;8.75;11.60;11.60;11.60;0.79;3.00
Loop 3122;libpython3.12.so.1.0;errors.c:130-133;_PyErr_GetTopmostException;Single;0.02;0.02;0.02;1.00;1.00;8.00;1.00;2;0.00;12.50;3.00;3.00;3.00;0.38;3.00
Loop 2437;libpython3.12.so.1.0;unicodeobject.h:212-212,unicodeobject.h:219-219,unicodeobject.h:248-248,unicodeobject.h:256-256,unicodeobject.h:262-262,unicodeobject.h:280-280,unicodeobject.h:293-299,unicodeobject.h:304-304,unicodeobject.h:317-321,unicodeobject.h:324-324,unicodeobject.h:343-348,unicodeobject.h:351-351,unicodeobject.h:363-363,unicodeobject.h:368-371,unicodeobject.h:375-375,object.h:220-220,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-706,object.h:967-967,unicodeobject.c:277-277,unicodeobject.c:281-283,unicodeobject.c:288-290,unicodeobject.c:296-298,unicodeobject.c:13075-13078,unicodeobject.c:13529-13538,unicodeobject.c:13560-13561,unicodeobject.c:13564-13577,unicodeobject.c:13581-13582,unicodeobject.c:13742-13742,unicodeobject.c:13746-13748,unicodeobject.c:13751-13754,unicodeobject.c:13761-13761,unicodeobject.c:13764-13767,unicodeobject.c:13773-13773,unicodeobject.c:13799-13801,unicodeobject.c:13807-13807,unicodeobject.c:13812-13812,unicodeobject.c:13818-13818,unicodeobject.c:13831-13832,unicodeobject.c:13839-13841,unicodeobject.c:13847-13849,unicodeobject.c:13854-13854,unicodeobject.c:13858-13858,unicodeobject.c:13883-13886,unicodeobject.c:13890-13890,unicodeobject.c:13894-13894,unicodeobject.c:13899-13899,unicodeobject.c:13904-13904,unicodeobject.c:13962-13964,unicodeobject.c:13971-13972,unicodeobject.c:13983-13983,unicodeobject.c:13992-13992,unicodeobject.c:14007-14008,unicodeobject.c:14013-14014,unicodeobject.c:14024-14028,unicodeobject.c:14033-14033,unicodeobject.c:14064-14065,unicodeobject.c:14068-14068,unicodeobject.c:14072-14072,unicodeobject.c:14076-14078,unicodeobject.c:14083-14083,unicodeobject.c:14087-14092,unicodeobject.c:14116-14117,unicodeobject.c:14133-14135,unicodeobject.c:14141-14142,unicodeobject.c:14146-14146,unicodeobject.c:14149-14149,unicodeobject.c:14154-14154,unicodeobject.c:14176-14178,unicodeobject.c:14181-14183,unicodeobject.c:14186-14186,unicodeobject.c:14193-14194,unicodeobject.c:14199-14217,unicodeobject.c:14221-14225,unicodeobject.c:14228-14229,unicodeobject.c:14232-14234,unicodeobject.c:14237-14240,unicodeobject.c:14244-14250,unicodeobject.c:14256-14256,unicodeobject.c:14259-14268,unicodeobject.c:14272-14275,unicodeobject.c:14281-14286,unicodeobject.c:14289-14292,unicodeobject.c:14297-14300,unicodeobject.c:14304-14307,unicodeobject.c:14336-14336,unicodeobject.c:14340-14340,unicodeobject.c:14346-14346,unicodeobject.c:14350-14353,unicodeobject.c:14365-14365,unicodeobject.c:14423-14425,unicodeobject.c:14434-14436,unicodeobject.c:14439-14439;PyUnicode_Format;Outermost;0.02;0.02;0.02;3.23;1.00;24.39;3.42;1;10.66;10.43;499.00;154.50;499.00;20.46;146.00
Loop 2338;libpython3.12.so.1.0;unicodeobject.c:2358-2358,unicodeobject.c:2452-2452,unicodeobject.c:2475-2475,unicodeobject.c:2522-2522,unicodeobject.c:2526-2526,unicodeobject.c:2529-2529,unicodeobject.c:2546-2548,unicodeobject.c:2553-2554,unicodeobject.c:2580-2581,unicodeobject.c:2586-2592,unicodeobject.c:2595-2598,unicodeobject.c:2601-2604,unicodeobject.c:2607-2608,unicodeobject.c:2612-2615,unicodeobject.c:2618-2618,unicodeobject.c:2621-2624,unicodeobject.c:2696-2696,unicodeobject.c:2757-2757,unicodeobject.c:2782-2782,unicodeobject.c:2793-2793,unicodeobject.c:2814-2814,unicodeobject.c:2818-2820,unicodeobject.c:13077-13077;PyUnicode_FromFormatV;Outermost;0.02;0.02;0.02;1.00;1.00;13.77;3.19;1;0.00;10.03;49.40;49.40;49.40;3.59;15.50
Loop 891;libpython3.12.so.1.0;object.h:644-647,listobject.c:482-484;list_slice;Single;0.02;0.02;0.02;1.00;1.00;9.60;1.50;2;0.00;8.07;1.50;1.50;1.50;0.16;1.00
Loop 790;libpython3.12.so.1.0;frameobject.c:908-909,object.h:243-243,object.h:701-706;frame_dealloc;Single;0.02;0.02;0.02;1.00;1.00;14.33;1.35;4;0.00;7.92;2.20;2.20;2.20;0.15;1.63
Loop 622;libpython3.12.so.1.0;object.h:243-243,object.h:701-706,call.c:1064-1065;_PyObject_FastCallDictTstate;Single;0.02;0.02;0.02;1.00;1.00;9.98;1.45;3;0.00;11.46;1.93;1.93;1.93;0.19;1.33
Loop 2926;libpython3.12.so.1.0;bytecodes.c:3187-3188,object.h:243-243;_PyEval_EvalFrameDefault;Single;0.01;0.01;0.02;1.00;1.00;13.46;1.40;3;0.00;9.90;1.87;1.87;1.87;0.14;1.33
Loop 3960;libpython3.12.so.1.0;gcmodule.c:322-323,pycore_gc.h:60-60;gc_collect_main;Innermost;0.01;0.01;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 3310;libpython3.12.so.1.0;getargs.c:1700-1700,getargs.c:1706-1708,getargs.c:1723-1723;vgetargskeywords;InBetween;0.01;0.01;0.02;1.00;1.00;13.33;1.00;1;0.00;9.38;2.50;2.50;2.50;0.19;2.50
Loop 3307;libpython3.12.so.1.0;getargs.c:244-244,getargs.c:1641-1642,getargs.c:1658-1659,getargs.c:1666-1673,getargs.c:1679-1679,getargs.c:1700-1700,getargs.c:1710-1713,getargs.c:1723-1726;vgetargskeywords;Innermost;0.01;0.01;0.02;1.00;1.00;13.49;1.88;1;0.00;9.90;12.20;12.20;12.20;0.90;6.50
Loop 2294;libpython3.12.so.1.0;fastsearch.h:569-570,fastsearch.h:573-573,fastsearch.h:578-578,fastsearch.h:591-592,fastsearch.h:600-601;PyUnicode_Partition;Outermost;0.01;0.01;0.02;1.00;1.00;11.04;1.09;3;0.00;9.72;3.27;3.27;3.27;0.30;3.00
Loop 2344;libpython3.12.so.1.0;unicodeobject.c:2353-2354;PyUnicode_FromFormatV;Innermost;0.01;0.01;0.02;1.00;1.00;8.00;1.25;1;0.00;12.50;1.25;1.25;1.25;0.16;1.00
Loop 2893;libpython3.12.so.1.0;bytesobject.h:37-37,ceval.c:930-930,ceval.c:938-938,ceval.c:957-958,ceval.c:962-965,ceval.c:968-968,ceval.c:975-978,ceval.c:982-982,ceval.c:1260-1260,ceval.c:1266-1266,ceval.c:1289-1289,ceval.c:1293-1293,ceval.c:1297-1298,ceval.c:2027-2027,ceval.c:2090-2090,ceval.c:2093-2093,pycore_code.h:344-345,pycore_code.h:350-350,pycore_frame.h:79-79,object.h:234-234;_PyEval_EvalFrameDefault;InBetween;0.01;0.01;0.02;1.00;1.00;36.09;3.63;1;0.00;10.25;21.80;21.80;21.80;0.60;6.00
Loop 2188;libpython3.12.so.1.0;unicodeobject.h:212-212,unicodeobject.h:363-369,unicodeobject.h:375-375,object.h:220-220,unicodeobject.c:9586-9589,unicodeobject.c:9596-9609;_PyUnicode_JoinArray;Single;0.01;0.01;0.02;1.00;1.00;14.44;2.64;9;0.00;8.20;9.25;9.25;9.25;0.64;3.50
Loop 2930;libpython3.12.so.1.0;ceval.c:1660-1661,object.h:644-647;_PyEval_Vector;Single;0.01;0.01;0.02;1.00;1.00;16.00;1.30;2;0.00;6.25;1.30;1.30;1.30;0.08;1.00
Loop 1098;libpython3.12.so.1.0;dictobject.c:284-284,dictobject.c:341-341,dictobject.c:378-378,dictobject.c:383-383,dictobject.c:386-388,dictobject.c:394-394,dictobject.c:1397-1397,dictobject.c:1400-1401;build_indices_unicode;Outermost;0.01;0.01;0.02;1.00;1.00;19.29;1.64;10;0.00;9.15;8.20;8.20;8.20;0.42;5.00
Loop 1045;libpython3.12.so.1.0;longobject.c:1195-1196;PyLong_FromSsize_t;Single;0.01;0.01;0.02;1.00;1.00;13.33;1.25;1;0.00;7.81;1.25;1.25;1.25;0.09;1.00
Loop 3288;libpython3.12.so.1.0;getargs.c:244-244,getargs.c:249-250,getargs.c:1611-1611,getargs.c:1838-1838,getargs.c:1846-1846;vgetargskeywords;Outermost;0.01;0.01;0.02;1.00;1.00;15.24;4.00;1;0.00;9.82;6.00;6.00;6.00;0.39;1.50
Loop 1395;libpython3.12.so.1.0;tupleobject.c:383-385,object.h:644-647;_PyTuple_FromArray;Single;0.01;0.01;0.02;1.00;1.00;9.60;1.50;2;0.00;8.07;1.50;1.50;1.50;0.16;1.00
Loop 1309;libpython3.12.so.1.0;setobject.c:66-68,setobject.c:95-96;set_lookkey;Innermost;0.01;0.01;0.02;1.00;1.00;8.00;2.30;1;0.00;12.50;4.60;4.60;4.60;0.57;2.00
Loop 2919;libpython3.12.so.1.0;bytecodes.c:2812-2814,object.h:644-647;_PyEval_EvalFrameDefault;Single;0.01;0.01;0.01;1.00;1.00;12.97;2.10;2;0.00;8.07;2.10;2.10;2.10;0.16;1.00
Loop 2918;libpython3.12.so.1.0;bytecodes.c:2880-2881,object.h:243-243;_PyEval_EvalFrameDefault;Single;0.01;0.01;0.01;1.00;1.00;11.51;1.50;3;0.00;10.42;2.00;2.00;2.00;0.17;1.33
Loop 3962;libpython3.12.so.1.0;gcmodule.c:648-652,pycore_gc.h:60-60;gc_collect_main;Innermost;0.01;0.01;0.01;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1331;libpython3.12.so.1.0;setobject.c:348-354,setobject.c:912-918,object.h:243-243,object.h:701-706;set_update_internal;Single;0.01;0.01;0.01;1.00;1.00;12.99;2.02;3;0.00;11.24;6.40;6.40;6.40;0.49;3.17
Loop 1586;libpython3.12.so.1.0;unicodeobject.c:4606-4608;ascii_decode;Innermost;0.01;0.01;0.01;1.00;1.00;8.00;1.50;1;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 1323;libpython3.12.so.1.0;setobject.c:125-127,setobject.c:158-159;set_add_entry;Innermost;0.01;0.01;0.01;1.00;1.00;8.00;6.13;1;0.00;12.50;4.60;4.60;4.60;0.57;0.75
Loop 617;libpython3.12.so.1.0;call.c:815-819;object_vacall;Single;0.01;0.01;0.01;1.00;1.00;12.00;1.50;1;0.00;10.42;1.50;1.50;1.50;0.13;1.00
Loop 3281;libpython3.12.so.1.0;getargs.c:389-395,getargs.c:401-401;vgetargs1_impl;Single;0.01;0.01;0.01;1.00;1.00;14.40;3.00;2;0.00;10.47;4.50;4.50;4.50;0.31;1.50
Loop 1397;libpython3.12.so.1.0;tupleobject.c:405-407;_PyTuple_FromArraySteal;Single;0.01;0.01;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 3271;libpython3.12.so.1.0;getargs.c:603-609,getargs.c:632-637,getargs.c:675-675,getargs.c:862-862,getargs.c:1004-1004,getargs.c:1307-1307;convertitem;Single;0.01;0.01;0.01;1.00;1.00;16.00;6.00;1;0.00;11.81;9.00;9.00;9.00;0.56;1.50
Loop 2869;libpython3.12.so.1.0;ceval.c:1341-1344;initialize_locals;Single;0.01;0.01;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 2203;libpython3.12.so.1.0;unicodeobject.h:318-318,unicodeobject.c:11595-11597;_PyUnicode_ScanIdentifier;Single;0.01;0.01;0.01;1.00;1.00;16.00;1.50;1;0.00;6.25;1.50;1.50;1.50;0.09;1.00
Loop 1470;libpython3.12.so.1.0;typeobject.c:2857-2858;subtype_dict;Single;0.01;0.01;0.01;1.00;1.00;13.09;1.00;2;0.00;9.77;3.00;3.00;3.00;0.23;3.00
Loop 1447;libpython3.12.so.1.0;typeobject.c:4591-4593,typeobject.c:4599-4600;PyType_GetModuleByDef;Single;0.01;0.01;0.01;1.00;1.00;28.04;1.02;3;0.00;5.82;1.53;1.53;1.53;0.05;1.50
Loop 1399;libpython3.12.so.1.0;tupleobject.c:383-385,object.h:644-647;PyTuple_GetSlice;Single;0.01;0.01;0.01;1.00;1.00;9.60;1.50;2;0.00;8.07;1.50;1.50;1.50;0.16;1.00
Loop 1393;libpython3.12.so.1.0;tupleobject.c:171-173,object.h:644-647;PyTuple_Pack;Single;0.01;0.01;0.01;1.00;1.00;14.47;2.01;4;0.00;8.67;4.01;4.01;4.01;0.28;2.00
Loop 1387;libpython3.12.so.1.0;tupleobject.c:639-644;tuplerichcompare;Single;0.01;0.01;0.01;1.00;1.00;12.31;1.33;1;0.00;10.94;2.00;2.00;2.00;0.16;1.50
Loop 1376;libpython3.12.so.1.0;tupleobject.c:356-357;tuplecontains;Single;0.01;0.01;0.01;1.00;1.00;13.09;1.80;1;0.00;10.94;1.80;1.80;1.80;0.14;1.00
Loop 1340;libpython3.12.so.1.0;setobject.c:470-472;set_intersection;Innermost;0.01;0.01;0.01;1.00;1.00;8.00;1.20;2;0.00;12.50;1.50;1.50;1.50;0.19;1.25
Loop 1312;libpython3.12.so.1.0;setobject.c:494-496,object.h:243-243,object.h:701-706;set_dealloc;Single;0.01;0.01;0.01;1.00;1.00;11.69;1.60;5;0.00;11.72;4.00;4.00;4.00;0.34;2.50
Loop 1097;libpython3.12.so.1.0;dictobject.c:1401-1403;build_indices_unicode;Innermost;0.01;0.01;0.01;1.00;NA;NA;1.00;1;NA;NA;5.00;5.00;NA;NA;5.00
Loop 896;libpython3.12.so.1.0;object.h:243-243,object.h:644-647,object.h:701-706,listobject.c:2681-2686,listobject.c:2692-2692;list_remove;Single;0.01;0.01;0.01;1.00;1.00;13.94;1.60;6;0.00;10.23;5.60;5.60;5.60;0.40;3.50
