ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 1007;python3.9;pycore_pystate.h:55-55,object.c:1033-1038,object.c:1089-1089,object.c:1092-1092,object.c:1106-1113,object.c:1121-1126,object.c:1133-1133,object.c:1140-1141,object.c:1145-1146,object.c:1151-1153,object.c:1156-1156,object.c:1159-1160,object.h:408-408,object.h:422-422,object.h:430-430,object.h:496-496,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:3286-3289,typeobject.c:3298-3298;_PyObject_GetMethod;Outermost;0.14;0.13;0.18;1.00;1.00;11.30;2.58;1;0.00;10.53;31.00;31.00;31.00;2.74;12.00
Loop 802;python3.9;descrobject.c:213-213,descrobject.c:231-231,object.c:768-769,object.c:775-779,object.c:1033-1039,object.c:1043-1045,object.c:1049-1049,object.c:1291-1291,object.c:1307-1311,object.c:1324-1324,object.c:1328-1328,object.c:1333-1333,object.c:1349-1350,object.c:1356-1356,object.h:128-128,object.h:408-408,object.h:422-422,object.h:430-430,object.h:496-496,object.h:628-628,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-408,typeobject.c:3286-3288,typeobject.c:3298-3298,dictobject.c:322-322,dictobject.c:332-333,dictobject.c:652-654,dictobject.c:658-661,dictobject.c:1304-1306,dictobject.c:1310-1310,dictobject.c:1313-1315,dictobject.c:1320-1323,dictobject.c:1328-1328,dictobject.c:1332-1333,dictobject.c:1554-1554,dictobject.c:1561-1562,dictobject.c:1565-1565,dictobject.c:1569-1570,dictobject.c:1573-1573,dictobject.c:1628-1631,dictobject.c:1635-1635,dictobject.c:4809-4812,dictobject.c:4815-4820,dictobject.c:4823-4824,dictobject.c:4829-4833,dictobject.c:4848-4849,dictobject.c:4855-4855,dictobject.c:4861-4867,dictobject.c:4870-4870;_PyObject_GenericSetAttrWithDict;Outermost;0.12;0.12;0.17;2.52;1.00;17.16;2.52;1;2.46;11.62;85.80;34.00;85.80;5.00;34.00
Loop 371;_tree.cpython-39-x86_64-linux-gnu.so;;__pyx_f_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_build(__pyx_obj_7sklearn_4tree_5_tree_DepthFirstTreeBuilder*, __pyx_obj_7sklearn_4tree_5_tree_Tree*, _object*, __Pyx_memviewslice, int, __pyx_opt_args_7sklearn_4tree_5_tree_21DepthFirstTreeBuilder_build*);Single;0.11;0.11;0.15;1.81;1.72;6.71;5.29;1408;17.68;13.83;60.80;33.50;35.38;9.06;11.50
Loop 912;python3.9;ceval.c:5083-5084,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.11;0.11;0.15;1.00;1.00;8.00;2.15;5;0.00;12.50;8.60;8.60;8.60;1.07;4.00
Loop 857;python3.9;object.c:2205-2210,object.h:422-422,object.h:496-496,dictobject.c:596-598;dict_dealloc;Single;0.1;0.1;0.14;1.00;1.00;8.00;2.24;9;0.00;12.50;5.60;5.60;5.60;0.70;2.50
Loop 927;python3.9;object.h:408-408,object.h:422-422,object.h:430-430,object.h:496-496,typeobject.c:375-375,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:3251-3251,typeobject.c:3254-3255,typeobject.c:3260-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3356-3356,typeobject.c:3361-3365,typeobject.c:3370-3370,typeobject.c:3380-3380,typeobject.c:3383-3383,typeobject.c:3387-3387,typeobject.c:3390-3390,typeobject.c:3401-3403,typeobject.c:3410-3410,typeobject.c:3415-3415,typeobject.c:3418-3419,pycore_object.h:105-105;type_getattro;Outermost;0.1;0.1;0.14;1.00;1.00;12.86;2.50;1;0.00;10.32;41.20;41.20;41.20;3.20;16.50
Loop 883;python3.9;ceval.c:4251-4260,object.h:408-408,object.h:496-496;_PyEval_EvalCode;Single;0.1;0.1;0.13;1.00;1.00;8.00;1.53;2;0.00;12.50;2.30;2.30;2.30;0.29;1.50
Loop 1052;python3.9;unicodeobject.c:676-678,unicodeobject.c:686-693,unicodeobject.c:702-703,unicodeobject.c:1702-1702,unicodeobject.c:2698-2698,unicodeobject.c:2701-2703,unicodeobject.c:2710-2711,unicodeobject.c:2715-2715,unicodeobject.c:2719-2722,unicodeobject.c:2725-2727,unicodeobject.c:2740-2741,unicodeobject.c:2744-2746,unicodeobject.c:2750-2750,unicodeobject.c:2801-2801,unicodeobject.c:2848-2848,unicodeobject.c:2868-2876,unicodeobject.c:2879-2879,unicodeobject.c:2882-2883,unicodeobject.c:2886-2893,unicodeobject.c:2896-2896,unicodeobject.c:2901-2901,unicodeobject.c:2904-2905,unicodeobject.c:2908-2920,unicodeobject.c:2923-2923,unicodeobject.c:2932-2932,unicodeobject.c:2936-2938,unicodeobject.c:2946-2946,unicodeobject.c:2954-2954,unicodeobject.c:3036-3036,unicodeobject.c:3052-3053,unicodeobject.c:3084-3084,unicodeobject.c:3088-3088,unicodeobject.c:3109-3111,unicodeobject.c:5182-5182,unicodeobject.c:14113-14123,unicodeobject.c:14126-14126,unicodeobject.c:14249-14251,unicodeobject.c:14255-14257,unicodeobject.c:14262-14265,object.c:2205-2205,object.c:2209-2209,object.h:408-408,object.h:422-422,object.h:430-430,stdio2.h:33-33;PyUnicode_FromFormatV;Outermost;0.1;0.1;0.13;1.00;1.00;25.03;2.59;1;0.00;9.22;122.80;122.80;122.80;4.91;47.50
Loop 1083;python3.9;string3.h:51-51,object.h:408-408,object.h:422-422,object.h:430-430,call.c:471-472,call.c:476-477,call.c:484-485,call.c:489-493,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1482,typeobject.c:1489-1490,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:6974-6974,typeobject.c:6977-6979,typeobject.c:6988-6988;slot_tp_init;Outermost;0.09;0.09;0.13;1.00;1.00;12.89;3.68;1;0.00;11.23;27.60;27.60;27.60;2.14;7.50
Loop 916;python3.9;ceval.c:5083-5084,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.09;0.09;0.12;1.00;1.00;8.00;2.17;5;0.00;12.50;7.60;7.60;7.60;0.95;3.50
Loop 960;python3.9;dictobject.c:348-350,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:849-849;lookdict_unicode;Outermost;0.09;0.09;0.12;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 980;python3.9;tupleobject.c:236-237,object.c:2205-2205,object.c:2209-2210,object.h:422-422,object.h:496-496;tupledealloc;Outermost;0.09;0.09;0.11;1.00;1.00;8.00;1.80;6;0.00;12.50;7.20;7.20;7.20;0.90;4.00
Loop 1059;python3.9;unicodeobject.c:3083-3083,unicodeobject.c:3090-3092;PyUnicode_FromFormatV;Innermost;0.08;0.08;0.1;1.00;1.00;16.00;1.07;1;0.00;6.25;1.60;1.60;1.60;0.10;1.50
Loop 810;python3.9;eq.h:17-21,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:890-906;find_name_in_mro;Innermost;0.08;0.08;0.1;1.00;1.00;8.00;2.00;1;0.00;12.50;10.00;10.00;10.00;1.25;5.00
Loop 1101;python3.9;object.c:775-779,object.h:408-408,object.h:422-422,object.h:430-430,dictobject.c:344-344,dictobject.c:350-350,dictobject.c:782-785,dictobject.c:789-790,dictobject.c:811-811,dictobject.c:2140-2140,dictobject.c:2143-2147,dictobject.c:2151-2153,dictobject.c:2157-2157,dictobject.c:2160-2161,dictobject.c:2164-2165;dict_subscript;Outermost;0.07;0.08;0.1;1.00;1.00;13.08;2.51;1;0.00;11.98;22.60;22.60;22.60;1.73;9.00
Loop 1999;python3.9;unicodeobject.c:2305-2316,object.c:1280-1280,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:375-375,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:3251-3251,typeobject.c:3254-3255,typeobject.c:3260-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6790-6790,typeobject.c:6802-6803,typeobject.c:6809-6809,typeobject.c:6812-6814,typeobject.c:6818-6818,pycore_object.h:105-105;slot_tp_getattr_hook;Outermost;0.07;0.07;0.09;2.51;1.00;12.56;2.51;1;6.06;10.87;41.40;16.50;41.40;3.30;16.50
Loop 1042;python3.9;pycore_pystate.h:55-55,tupleobject.c:397-398,object.c:663-668,object.c:672-674,object.c:678-680,object.c:702-702,object.c:714-714,object.c:720-720,object.c:738-738,object.c:746-749,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3070-3070,longobject.c:3079-3079,longobject.c:3084-3084,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;tuplecontains;Outermost;0.07;0.07;0.09;1.00;1.00;21.91;1.94;344;0.00;10.77;35.00;35.00;35.00;1.60;18.00
Loop 738;python3.9;object.c:2205-2209,object.h:422-422,object.h:496-496,listobject.c:342-345;list_dealloc;Single;0.06;0.06;0.08;1.00;NA;NA;1.30;3;0.00;12.50;1.73;1.73;NA;NA;1.33
Loop 918;python3.9;ceval.c:5083-5084,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.06;0.06;0.08;1.00;1.00;8.00;2.00;5;0.00;12.50;8.00;8.00;8.00;1.00;4.00
Loop 1053;python3.9;unicodeobject.c:3070-3071,unicodeobject.c:3090-3090,unicodeobject.c:3093-3096,unicodeobject.c:14174-14175,unicodeobject.c:14179-14179,unicodeobject.c:14193-14193,unicodeobject.c:14196-14196,unicodeobject.c:14203-14203,unicodeobject.c:14226-14226,string3.h:51-51;PyUnicode_FromFormatV;InBetween;0.06;0.06;0.08;1.00;1.00;8.00;1.00;1;0.00;12.50;0.50;0.50;0.50;0.06;0.50
Loop 702;python3.9;eq.h:17-21,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:849-857,dictobject.c:863-864;PyDict_SetDefault;Innermost;0.06;0.06;0.08;1.00;1.00;12.19;1.33;1;0.00;11.06;8.00;8.00;8.00;0.66;6.00
Loop 1055;python3.9;unicodeobject.c:2773-2777,unicodeobject.c:2781-2784,unicodeobject.c:2795-2802,unicodeobject.c:2807-2808,unicodeobject.c:2811-2811,unicodeobject.c:2816-2816,unicodeobject.c:2822-2833,unicodeobject.c:2837-2839,unicodeobject.c:2842-2845,unicodeobject.c:3045-3049,unicodeobject.c:3070-3071,unicodeobject.c:3090-3090,unicodeobject.c:14182-14183,unicodeobject.c:14186-14190,unicodeobject.c:14196-14196,unicodeobject.c:14208-14208,unicodeobject.c:14216-14216,unicodeobject.c:14226-14226;PyUnicode_FromFormatV;InBetween;0.06;0.05;0.07;1.00;NA;NA;1.00;1;NA;NA;0.50;0.50;NA;NA;0.50
Loop 2422;python3.9;context.c:210-223,context.c:249-249,object.h:408-408,object.h:487-487;PyContextVar_Get;Innermost;0.05;0.05;0.07;2.70;1.00;7.20;2.70;1;30.00;15.00;5.40;2.00;5.40;0.75;2.00
Loop 2040;python3.9;longobject.c:695-698;PyLong_AsUnsignedLong;Single;0.05;0.05;0.07;1.00;1.00;13.71;1.00;1;0.00;10.94;4.00;4.00;4.00;0.29;4.00
Loop 754;python3.9;object.c:745-749,object.h:408-408,object.h:422-422,object.h:430-430,dictobject.c:341-346,dictobject.c:789-810,dictobject.c:821-822;lookdict;Innermost;0.04;0.04;0.06;1.00;1.00;8.00;2.46;1;0.00;12.10;16.00;16.00;16.00;2.00;6.50
Loop 1607;python3.9;pycore_pystate.h:55-55,tupleobject.c:655-656,tupleobject.c:660-660,tupleobject.c:666-666,object.c:663-668,object.c:672-674,object.c:678-680,object.c:702-702,object.c:714-714,object.c:720-720,object.c:738-738,object.c:746-749,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3079-3079,longobject.c:3084-3084,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;tuplerichcompare;Outermost;0.04;0.04;0.06;1.00;1.00;11.84;2.33;285;0.00;11.13;39.60;39.60;39.60;3.34;17.00
Loop 856;python3.9;object.c:2205-2209,object.h:422-422,object.h:496-496,dictobject.c:2017-2018;dict_dealloc;Single;0.04;0.04;0.06;1.00;1.00;8.00;1.35;3;0.00;12.50;1.80;1.80;1.80;0.23;1.33
Loop 785;python3.9;gcmodule.c:108-108,gcmodule.c:413-413;deduce_unreachable;Single;0.04;0.04;0.05;1.00;1.00;13.33;1.00;1;0.00;10.04;2.00;2.00;2.00;0.15;2.00
Loop 923;python3.9;pycore_pystate.h:55-55,tupleobject.c:131-131,tupleobject.c:150-150,gcmodule.c:1396-1396,gcmodule.c:1440-1443,gcmodule.c:2278-2280,gcmodule.c:2283-2287,objimpl.h:69-69,object.c:1824-1824,object.h:133-133,object.h:138-138,object.h:408-408,object.h:628-628,funcobject.c:41-57,funcobject.c:61-68,funcobject.c:76-76,pycore_object.h:46-51;PyFunction_NewWithQualName;Outermost;0.04;0.04;0.05;3.20;1.00;6.37;3.20;1;6.00;10.34;20.80;6.50;20.80;3.27;6.50
Loop 730;python3.9;dictobject.c:377-382,dictobject.c:1040-1040,dictobject.c:1074-1074,dictobject.c:1082-1105,dictobject.c:1132-1132;insertdict;Single;0.04;0.04;0.05;1.00;1.00;8.57;4.74;1;0.00;12.25;16.60;16.60;16.60;1.94;3.50
Loop 706;python3.9;eq.h:17-24,dictobject.c:344-344,dictobject.c:350-350,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:890-890,dictobject.c:893-893,dictobject.c:901-901,dictobject.c:905-906;lookdict_unicode_nodummy;Outermost;0.04;0.04;0.05;1.00;NA;NA;1.00;3;0.00;12.50;1.00;1.00;NA;NA;1.00
Loop 996;python3.9;abstract.h:73-74,abstract.h:114-119,call.c:760-760,call.c:775-775,call.c:782-784,call.c:787-788,call.c:794-798;object_vacall;Outermost;0.04;0.04;0.05;1.00;1.00;13.02;3.14;1;0.00;11.05;29.80;29.80;29.80;2.29;9.50
Loop 1089;python3.9;object.h:408-408,call.c:995-995,call.c:998-1000,dictobject.c:1789-1797,dictobject.c:1801-1803;_PyStack_UnpackDict;Outermost;0.03;0.03;0.04;1.00;1.00;8.00;2.22;6;0.00;12.50;10.00;10.00;10.00;1.25;4.50
Loop 1151;python3.9;typeobject.c:1266-1267;subtype_dealloc;Single;0.03;0.03;0.03;1.00;NA;NA;1.00;1;NA;NA;2.00;2.00;NA;NA;2.00
Loop 972;python3.9;object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1464-1466,typeobject.c:1469-1472,typeobject.c:3286-3289,typeobject.c:3298-3298;_PyObject_LookupSpecial;InBetween;0.03;0.03;0.03;1.00;1.00;10.67;2.75;1;0.00;10.20;11.00;11.00;11.00;1.03;4.00
Loop 2711;python3.9;object.h:408-408,object.h:422-422,object.h:430-430,listobject.c:2601-2606,listobject.c:2612-2612;list_remove;Single;0.03;0.03;0.03;1.00;1.00;13.77;2.35;2;0.00;10.57;4.70;4.70;4.70;0.34;2.00
Loop 1300;python3.9;unicodeobject.c:11554-11554,object.c:745-749,setobject.c:70-94,object.h:408-408,object.h:422-422,object.h:430-430;set_contains;Innermost;0.03;0.03;0.03;1.00;1.00;12.43;1.95;20;0.00;11.17;16.60;16.60;16.60;1.34;8.50
Loop 778;python3.9;gcmodule.c:313-314;collect;Innermost;0.02;0.02;0.03;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 913;python3.9;ceval.c:5083-5084,object.h:422-422;_PyEval_EvalFrameDefault;Innermost;0.02;0.02;0.03;1.00;1.00;8.00;1.50;1;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 699;python3.9;unicodeobject.c:5003-5003,unicodeobject.c:5006-5006,unicodeobject.c:5009-5013,unicodeobject.c:5016-5016,unicodeobject.c:5019-5021;unicode_decode_utf8;Outermost;0.02;0.02;0.03;1.00;1.00;23.27;1.33;9;0.00;11.28;6.00;6.00;6.00;0.26;4.50
Loop 765;python3.9;tupleobject.c:179-189,gcmodule.c:626-629,pycore_object.h:74-79,pycore_object.h:112-113;collect;Innermost;0.02;0.02;0.03;1.00;1.00;17.45;1.78;1;0.00;10.85;8.00;8.00;8.00;0.46;4.50
Loop 952;python3.9;getargs.c:281-287,getargs.c:293-293,getargs.c:296-296,getargs.c:314-317,getargs.c:402-402;vgetargs1_impl;Outermost;0.02;0.02;0.03;1.00;NA;NA;1.00;1;NA;NA;1.00;1.00;NA;NA;1.00
Loop 895;python3.9;errors.c:434-440,exceptions.c:225-225,exceptions.c:232-232,ceval.c:864-865,ceval.c:944-944,ceval.c:1379-1383,ceval.c:1651-1651,ceval.c:3758-3762,ceval.c:3765-3768,ceval.c:3779-3781,ceval.c:3784-3789,ceval.c:3792-3796,object.h:408-408,object.h:422-422,object.h:430-430,object.h:496-496,frameobject.c:950-950,frameobject.c:953-955;_PyEval_EvalFrameDefault;Outermost;0.02;0.02;0.03;3.16;1.00;7.33;3.16;1;3.77;10.97;30.00;9.50;30.00;4.09;9.50
Loop 1323;python3.9;abstract.c:19-19,abstract.c:1489-1489,abstract.c:1493-1494,abstract.c:1498-1498,abstract.c:1501-1502,abstract.c:1505-1507,object.h:422-422,object.h:430-430;PyNumber_Long;Outermost;0.02;0.02;0.03;1.00;1.00;14.44;4.50;1;0.00;9.72;9.00;9.00;9.00;0.62;2.00
Loop 981;python3.9;tupleobject.c:236-237,object.h:422-422,object.h:496-496;tupledealloc;Innermost;0.02;0.02;0.03;1.00;1.00;8.00;1.07;1;0.00;12.50;1.60;1.60;1.60;0.20;1.50
Loop 951;python3.9;getargs.c:388-391,getargs.c:591-607;vgetargs1_impl;Single;0.02;0.02;0.03;1.00;1.00;18.84;2.60;4;0.00;9.47;5.20;5.20;5.20;0.28;2.00
Loop 686;python3.9;pycore_pystate.h:19-19,pycore_pystate.h:37-37,ceval.c:149-149,ceval_gil.h:312-319;take_gil;Single;0.02;0.02;0.03;1.00;1.00;13.65;2.56;1;0.00;8.33;6.40;6.40;6.40;0.47;2.50
Loop 163;python3.9;textio.c:401-401,textio.c:428-443;_PyIncrementalNewlineDecoder_decode.cold;Single;0.02;0.02;0.03;1.00;1.00;32.74;1.69;27;0.00;5.66;11.00;11.00;11.00;0.34;6.50
Loop 1669;python3.9;pycore_pystate.h:55-55,abstract.h:62-62,abstract.h:73-74,abstract.h:114-118,pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:359-370,call.c:373-374,call.c:380-383,call.c:387-388,call.c:394-396,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1482,typeobject.c:1489-1490,typeobject.c:1519-1520,typeobject.c:1557-1557,typeobject.c:3286-3289,typeobject.c:3298-3298,pycore_object.h:105-105;vectorcall_method;Outermost;0.02;0.02;0.03;1.00;1.00;23.60;3.09;1;0.00;10.64;40.20;40.20;40.20;1.70;13.00
Loop 1226;python3.9;unicodeobject.c:2134-2135,unicodeobject.c:2141-2153,unicodeobject.c:14526-14526,object.h:408-408;unicode_subscript;Single;0.02;0.02;0.03;1.00;1.00;13.09;2.72;1;0.00;10.00;6.80;6.80;6.80;0.52;2.50
Loop 1009;python3.9;unicodeobject.c:676-678,unicodeobject.c:686-693,unicodeobject.c:702-703,unicodeobject.c:13971-13971,unicodeobject.c:14161-14161,unicodeobject.c:14249-14251,unicodeobject.c:14255-14257,unicodeobject.c:14262-14265,tupleobject.c:425-425,descrobject.c:290-290,descrobject.c:293-293,descrobject.c:345-345,descrobject.c:348-348,descrobject.c:354-354,string3.h:84-84,object.c:2205-2205,object.c:2209-2209,unicode_format.h:46-46,unicode_format.h:54-56,unicode_format.h:724-726,unicode_format.h:729-731,unicode_format.h:922-923,unicode_format.h:927-928,unicode_format.h:952-952,unicode_format.h:956-956,object.h:408-409,object.h:422-422,object.h:430-430,object.h:496-496,pycore_ceval.h:94-95;method_vectorcall_VARARGS_KEYWORDS;Outermost;0.02;0.02;0.03;2.60;1.00;13.03;2.60;1;7.41;11.43;33.80;13.00;33.80;2.59;13.00
Loop 881;python3.9;pycore_pystate.h:55-55,cellobject.c:11-14,ceval.c:4277-4285,ceval.c:4292-4292,object.h:408-408,object.h:422-422,object.h:487-487,object.h:496-496,pycore_object.h:39-39,pycore_object.h:46-51;_PyEval_EvalCode;Single;0.02;0.02;0.03;3.27;1.00;8.96;3.92;6;6.06;12.88;19.60;6.00;19.60;2.19;5.00
Loop 746;python3.9;unicodeobject.c:2306-2316,pycore_pystate.h:55-55,eq.h:23-23,object.h:628-628,dictobject.c:880-882,dictobject.c:885-888,dictobject.c:893-894,dictobject.c:902-902,dictobject.c:1390-1397,dictobject.c:1408-1408,dictobject.c:1411-1415,dictobject.c:1419-1420,dictobject.c:1425-1425,dictobject.c:3467-3467,dictobject.c:3471-3472;_PyDict_GetItemId;Outermost;0.02;0.02;0.03;1.00;1.00;25.47;3.04;1;0.00;11.29;25.80;25.80;25.80;1.01;8.50
Loop 698;python3.9;unicodeobject.c:4985-4991;unicode_decode_utf8;Single;0.01;0.01;0.02;1.00;1.00;8.00;1.40;1;0.00;12.50;1.40;1.40;1.40;0.17;1.00
Loop 1148;python3.9;object.c:2205-2210,object.h:422-422,typeobject.c:1154-1159;subtype_dealloc;Innermost;0.01;0.01;0.02;1.00;1.00;15.61;2.00;5;0.00;9.57;5.00;5.00;5.00;0.32;2.50
Loop 1130;python3.9;unicodeobject.c:2294-2294,unicodeobject.c:5182-5182,pycore_pystate.h:55-55,getargs.c:591-607,getargs.c:1724-1726,getargs.c:1733-1735,getargs.c:1741-1742,getargs.c:1749-1756,getargs.c:1762-1762,getargs.c:1783-1783,getargs.c:1789-1798,getargs.c:1806-1809,getargs.c:1816-1816,getargs.c:1846-1847,object.c:2205-2209,object.h:422-422,dictobject.c:1499-1502;vgetargskeywords;Single;0.01;0.01;0.02;1.00;1.00;17.31;2.18;34;0.00;9.41;33.80;33.80;33.80;1.95;15.50
