function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
5254;python3.12;PyTraceBack_Here;pycore_pystate.h:27-27,pycore_pystate.h:39-40,pycore_pystate.h:82-82,pycore_pystate.h:118-118,obmalloc.c:45-45,obmalloc.c:662-662,obmalloc.c:795-795,obmalloc.c:801-801,obmalloc.c:858-859,obmalloc.c:870-870,obmalloc.c:1357-1362,obmalloc.c:1368-1370,obmalloc.c:1527-1544,obmalloc.c:1553-1553,obmalloc.c:1565-1571,pycore_runtime.h:204-204,object.c:2193-2197,errors.c:33-34,errors.c:490-491,pycore_gc.h:23-23,pycore_gc.h:63-63,pycore_gc.h:74-74,bytesobject.h:37-37,pycore_object.h:150-150,pycore_object.h:167-167,pycore_object.h:214-219,pycore_object.h:341-342,pycore_pyerrors.h:23-23,objimpl.h:6-6,codeobject.c:456-462,codeobject.c:471-472,codeobject.c:482-485,codeobject.c:494-494,codeobject.c:822-822,codeobject.c:834-839,codeobject.c:846-848,codeobject.c:857-862,codeobject.c:873-873,codeobject.c:887-887,codeobject.c:961-972,codeobject.c:1071-1071,object.h:243-243,object.h:274-274,object.h:644-647,object.h:701-706,object.h:788-788,object.h:798-798,exceptions.c:291-295,exceptions.c:380-380,traceback.c:48-49,traceback.c:55-57,traceback.c:236-236,traceback.c:244-244,traceback.c:250-250,traceback.c:257-258,gcmodule.c:2219-2219,gcmodule.c:2260-2262,gcmodule.c:2273-2279,gcmodule.c:2300-2310,frameobject.c:43-43;1.07;0.23;;;;;;;"100,0,0,0,0,0,0,0,0,0,0,0";PyTraceBack_Here;;
5126;python3.12;_PyEvalFrameClearAndPop;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,object.c:2649-2649,frame.c:84-103,frame.c:110-113,frame.c:128-131,frame.c:139-144,pystate.c:2833-2846,pycore_gc.h:23-23,pycore_gc.h:63-63,pycore_gc.h:74-74,pycore_object.h:214-219,object.h:211-211,object.h:243-243,object.h:644-647,object.h:701-705,object.h:798-798,string3.h:51-51,pycore_frame.h:175-176,pycore_frame.h:182-183,pycore_frame.h:207-211,ceval.c:1538-1542,ceval.c:1551-1565,ceval.c:1571-1571;1.05;0.22;;;;;;;"100,0,0,0,0,0,0,0,0,0,0,0";_PyEvalFrameClearAndPop;;
9;ld-linux-x86-64.so.2;_dl_rtld_di_serinfo;;1.05;0.22;;;;;;;"0,0,0,0,100,0,0,0,0,0,0,0";_dl_rtld_di_serinfo;;
4927;python3.12;PyObject_GC_Del;pycore_pystate.h:27-27,pycore_pystate.h:39-40,pycore_pystate.h:118-118,obmalloc.c:73-73,obmalloc.c:685-685,obmalloc.c:827-830,obmalloc.c:858-859,obmalloc.c:870-870,obmalloc.c:1017-1017,obmalloc.c:1028-1029,obmalloc.c:1124-1129,obmalloc.c:1604-1611,obmalloc.c:1617-1633,obmalloc.c:1640-1644,obmalloc.c:1663-1663,obmalloc.c:1674-1674,obmalloc.c:1681-1687,obmalloc.c:1693-1710,obmalloc.c:1716-1723,obmalloc.c:1737-1741,obmalloc.c:1755-1772,obmalloc.c:1795-1795,obmalloc.c:1808-1813,obmalloc.c:1827-1827,obmalloc.c:1846-1846,obmalloc.c:1854-1854,pycore_runtime.h:204-204,pycore_gc.h:30-30,pycore_object.h:150-150,pycore_object.h:341-342,gcmodule.c:2380-2383,gcmodule.c:2394-2398;1;0.21;;;;;;;"100,0,0,0,0,0,0,0,0,0,0,0";PyObject_GC_Del;;
8185;_multiarray_umath.cpython-312-x86_64-linux-gnu.so;DOUBLE_multiply_FMA3__AVX2;;0.91;0.19;;;;;;;"0,0,0,0,0,0,0,0,0,100,0,0";DOUBLE_multiply_FMA3__AVX2;;
5058;python3.12;initialize_locals;object.c:864-864,object.c:871-875,dictobject.c:284-284,dictobject.c:1755-1769,object.h:234-234,object.h:243-243,object.h:644-647,object.h:701-701,object.h:967-967,ceval.c:1122-1122,ceval.c:1129-1146,ceval.c:1159-1162,ceval.c:1170-1171,ceval.c:1310-1335,ceval.c:1341-1379,ceval.c:1388-1391,ceval.c:1397-1403,ceval.c:1409-1412,ceval.c:1419-1439,ceval.c:1445-1451,ceval.c:1457-1480,ceval.c:1487-1496,ceval.c:1505-1505,ceval.c:1511-1511,ceval.c:1527-1528;0.88;0.18;;;;;;;"100,0,0,0,0,0,0,0,0,0,0,0";initialize_locals;;
5069;python3.12;deduce_unreachable;pycore_pystate.h:82-82,pycore_pystate.h:118-118,pycore_gc.h:60-68,pycore_gc.h:74-74,object.h:243-243,gcmodule.c:86-86,gcmodule.c:92-92,gcmodule.c:107-107,gcmodule.c:237-237,gcmodule.c:289-292,gcmodule.c:424-424,gcmodule.c:430-433,gcmodule.c:488-491,gcmodule.c:586-587,gcmodule.c:596-602,gcmodule.c:621-621,gcmodule.c:631-641,gcmodule.c:1108-1108,gcmodule.c:1157-1157;0.69;0.14;;;;;;;"100,0,0,0,0,0,0,0,0,0,0,0";deduce_unreachable;;
5095;python3.12;visit_reachable;pycore_gc.h:63-68,pycore_gc.h:74-74,pycore_object.h:331-332,object.h:220-220,gcmodule.c:92-92,gcmodule.c:98-99,gcmodule.c:250-250,gcmodule.c:258-258,gcmodule.c:500-505,gcmodule.c:512-512,gcmodule.c:519-519,gcmodule.c:529-534,gcmodule.c:540-540,gcmodule.c:556-556;0.64;0.13;;;;;;;"100,0,0,0,0,0,0,0,0,0,0,0";visit_reachable;;
810;libc.so.6;timer_settime;;0.6;0.12;;;;;;;"0,0,0,0,100,0,0,0,0,0,0,0";timer_settime;;
108;libz.so.1.2.13;inflate_fast;;0.57;0.12;;;;;;;"0,0,0,0,0,0,0,0,0,100,0,0";inflate_fast;;
5047;python3.12;_PyObject_GetMethod;pycore_pystate.h:118-118,object.c:1214-1219,object.c:1294-1300,object.c:1306-1320,object.c:1327-1335,object.c:1345-1346,object.c:1352-1356,object.c:1363-1363,object.c:1369-1391,object.c:2611-2611,object.c:2625-2625,funcobject.c:1232-1232,typeobject.c:225-229,typeobject.c:891-913,typeobject.c:4725-4733,typeobject.c:4741-4743,typeobject.c:4758-4766,dictobject.c:284-284,dictobject.c:1022-1026,dictobject.c:1033-1033,dictobject.c:1755-1769,dictobject.c:5518-5524,pycore_object.h:150-150,pycore_pyerrors.h:23-23,object.h:220-220,object.h:243-243,object.h:644-647,object.h:701-705,object.h:788-788,object.h:967-967;0.55;0.12;;;;;;;"100,0,0,0,0,0,0,0,0,0,0,0";_PyObject_GetMethod;;
58260;libtensorflow_framework.so.2;nsync::nsync_mu_rlock(nsync::nsync_mu_s_*);;0.52;0.11;;;;;;;"0,0,0,0,0,0,0,0,0,0,0,100";_ZN5nsync14nsync_mu_rlockEPNS_11nsync_mu_s_E;;
1796;_pywrap_tensorflow_internal.so;tensorflow::swig::(anonymous namespace)::CachedTypeCheck::CachedLookup(_object*);;0.5;0.11;;;;;;;"0,0,0,0,0,0,0,0,0,100,0,0";_ZN10tensorflow4swig12_GLOBAL__N_115CachedTypeCheck12CachedLookupEP7_object;;
