loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
1230;python3.12;initialize_locals;5058;object.c:864-864,object.c:871-875,object.h:243-243,object.h:647-647,object.h:701-701,object.h:967-967,ceval.c:1373-1376,ceval.c:1379-1379,ceval.c:1388-1391,ceval.c:1397-1400,ceval.c:1403-1403,ceval.c:1409-1409,ceval.c:1425-1425,ceval.c:1428-1428,ceval.c:1439-1439,ceval.c:1445-1445;Outermost;0.24;0.05;;;;;;;;
1227;python3.12;initialize_locals;5058;dictobject.c:284-284,dictobject.c:1755-1769,object.h:644-647,object.h:967-967,ceval.c:1489-1496;Innermost;0.21;0.05;;;;;;;;
1338;python3.12;dict_traverse;5074;typeobject.c:5307-5307,dictobject.c:3544-3545,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;Single;0.19;0.04;;;;;;;;
1582;python3.12;slot_tp_init;5266;object.c:2611-2611,object.c:2625-2625,call.c:491-496,call.c:503-512,typeobject.c:900-904,typeobject.c:2185-2189,typeobject.c:2196-2197,typeobject.c:4758-4766,typeobject.c:9010-9015,typeobject.c:9023-9024,object.h:220-220,object.h:234-234,object.h:243-243,object.h:644-647,object.h:701-705,string3.h:51-51;Single;0.19;0.04;;;;;;;;
6778;libtensorflow_framework.so.2;tensorflow::SimplePropagatorState::SimplePropagatorState(tensorflow::ImmutableExecutorState const&, long, tensorflow::ImmutableExecutorState::FrameInfo const&, bool);5343;;Single;0.17;0.04;;;;;;;;
2232;python3.12;_in_weak_set;5583;object.c:871-875,unicodeobject.c:10735-10735,object.h:243-243,object.h:644-647,object.h:701-706,setobject.c:70-94;Innermost;0.17;0.04;;;;;;;;
2041;python3.12;subtype_traverse;5454;typeobject.c:1806-1806,typeobject.c:5307-5307,dictobject.c:5588-5589,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;Single;0.17;0.04;;;;;;;;
1328;python3.12;deduce_unreachable;5069;pycore_gc.h:68-68,pycore_gc.h:74-74,gcmodule.c:86-86,gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:596-602,gcmodule.c:621-621,gcmodule.c:631-636;Single;0.17;0.04;;;;;;;;
1129;python3.12;_PyCode_New;5004;codeobject.c:448-448,instrumentation.c:543-556,specialize.c:275-300;Innermost;0.14;0.03;;;;;;;;
945;python3.12;unicodekeys_lookup_unicode;4868;dictobject.c:344-346,dictobject.c:933-933,dictobject.c:942-953,dictobject.c:961-962;Innermost;0.14;0.03;;;;;;;;
1311;python3.12;gc_collect_main;5067;floatobject.c:2008-2008,floatobject.c:2014-2017,typeobject.c:5307-5307,tupleobject.c:974-974,dictobject.c:1133-1133,dictobject.c:1137-1142,dictobject.c:1148-1153,dictobject.c:1159-1163,pycore_gc.h:37-37,pycore_gc.h:40-40,pycore_gc.h:59-60,pycore_gc.h:63-63,pycore_gc.h:68-68,pycore_gc.h:74-75,pycore_object.h:248-250,pycore_object.h:331-332,pycore_pyerrors.h:23-23,object.h:220-220,gcmodule.c:236-238,gcmodule.c:243-243,gcmodule.c:301-301,gcmodule.c:321-322,gcmodule.c:663-663,gcmodule.c:666-666,gcmodule.c:716-716,gcmodule.c:746-746,gcmodule.c:774-774,gcmodule.c:786-786,gcmodule.c:952-952,gcmodule.c:1056-1059,gcmodule.c:1184-1184,gcmodule.c:1200-1200,gcmodule.c:1256-1257,gcmodule.c:1277-1277,gcmodule.c:1284-1284,gcmodule.c:1302-1302,gcmodule.c:1307-1307,gcmodule.c:1312-1314,gcmodule.c:1328-1329,gcmodule.c:1342-1346,gcmodule.c:1350-1352,gcmodule.c:1360-1360,pycore_dict.h:134-135;Outermost;0.12;0.03;;;;;;;;
1238;python3.12;_PyEval_EvalFrameDefault;5062;bytesobject.h:37-37,pycore_pyerrors.h:23-23,object.h:234-234,object.h:243-243,pycore_frame.h:79-79,pycore_frame.h:153-154,pycore_frame.h:161-161,pycore_frame.h:175-176,pycore_frame.h:207-208,pycore_frame.h:211-211,ceval.c:624-624,ceval.c:915-915,ceval.c:918-918,ceval.c:930-931,ceval.c:938-938,ceval.c:946-948,ceval.c:958-958,ceval.c:992-995,ceval.c:1003-1005,ceval.c:1259-1260,ceval.c:1266-1266,ceval.c:1269-1269,ceval.c:2027-2027,ceval.c:2047-2047,ceval.c:2078-2078,pycore_code.h:344-345;InBetween;0.12;0.03;;;;;;;;
1116;python3.12;dict_dealloc;4989;object.c:2611-2611,object.c:2625-2625,dictobject.c:671-673,object.h:243-243,object.h:701-705,object.h:798-798;Single;0.1;0.02;;;;;;;;
1346;python3.12;tupletraverse;5082;typeobject.c:5307-5307,tupleobject.c:607-608,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;Innermost;0.1;0.02;;;;;;;;
1546;python3.12;tuplecontains;5223;pycore_pystate.h:82-82,object.c:790-795,object.c:799-801,object.c:805-807,object.c:840-840,object.c:864-864,object.c:872-875,typeobject.c:335-335,typeobject.c:2124-2124,typeobject.c:2130-2130,typeobject.c:5557-5557,tupleobject.c:356-357,pycore_ceval.h:121-121,pycore_ceval.h:134-134,pycore_ceval.h:143-143,object.h:220-220,object.h:234-234,object.h:243-243,object.h:644-644,object.h:701-701;Outermost;0.1;0.02;;;;;;;;
5444;libtensorflow_framework.so.2;tensorflow::ProcessFunctionLibraryRuntime::GetComponentArgs(absl::lts_20230802::Span<tensorflow::Tensor const>, tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*);4504;;Single;0.1;0.02;;;;;;;;
5421;libtensorflow_framework.so.2;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;4491;;Outermost;0.1;0.02;;;;;;;;
6659;libtensorflow_framework.so.2;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);5243;;Single;0.07;0.01;;;;;;;;
1333;python3.12;list_traverse;5071;listobject.c:2704-2705,typeobject.c:5307-5307,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;Innermost;0.07;0.01;;;;;;;;
1001;python3.12;list_dealloc;4893;listobject.c:355-358,object.c:2611-2611,object.c:2625-2625,object.h:243-243,object.h:701-705,object.h:798-798;Single;0.07;0.01;;;;;;;;
14375;libtensorflow_framework.so.2;absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > >, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > > > >::const_iterator absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > >, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > > > >::find<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;10649;;Outermost;0.07;0.01;;;;;;;;
3845;python3.12;PyFrame_GetBack;8262;pycore_frame.h:175-176,pycore_frame.h:182-183;Single;0.07;0.01;;;;;;;;
9157;libtensorflow_framework.so.2;tensorflow::KernelAttrsMatch(tensorflow::KernelDef const&, tensorflow::AttrSlice, bool*);7489;;Single;0.07;0.01;;;;;;;;
2100;python3.12;code_hash;5474;codeobject.c:1858-1862,instrumentation.c:543-556;Single;0.07;0.01;;;;;;;;
1439;python3.12;_PyObject_GenericGetAttrWithDict;5143;object.c:1516-1516,object.c:2611-2611,object.c:2625-2625,object.c:2649-2649,object.h:243-243,object.h:701-705;Single;0.07;0.01;;;;;;;;
1174;python3.12;do_super_lookup;5029;typeobject.c:225-225,typeobject.c:231-231,typeobject.c:10215-10231,typeobject.c:10263-10263,dictobject.c:284-284,dictobject.c:1755-1769,pycore_pyerrors.h:23-23,object.h:967-967;Innermost;0.07;0.01;;;;;;;;
1051;python3.12;list_sort_impl;4971;listobject.c:1057-1058,listobject.c:1532-1532,listobject.c:1538-1538,listobject.c:1544-1545,listobject.c:1548-1555,listobject.c:1566-1568,listobject.c:2003-2003,listobject.c:2023-2027,listobject.c:2046-2046,listobject.c:2049-2049,listobject.c:2053-2053,listobject.c:2260-2260,listobject.c:2275-2275,listobject.c:2291-2292,listobject.c:2298-2300,listobject.c:2320-2320,listobject.c:2327-2329,listobject.c:2332-2332,listobject.c:2335-2335,listobject.c:2358-2359,listobject.c:2364-2366,listobject.c:2374-2376,listobject.c:2379-2379,listobject.c:2382-2386,listobject.c:2396-2396,listobject.c:2399-2400,listobject.c:2403-2403,listobject.c:2406-2406,listobject.c:2414-2414,listobject.c:2419-2420,listobject.c:2472-2478,listobject.c:2481-2481,listobject.c:2489-2489,listobject.c:2495-2495,listobject.c:2498-2500,listobject.c:2509-2509,object.h:220-220,object.h:234-234,object.h:283-283,object.h:644-644,object.h:788-788;Outermost;0.07;0.01;;;;;;;;
1035;python3.12;find_name_in_mro;4949;pycore_pystate.h:118-118,typeobject.c:225-231,typeobject.c:4679-4687,dictobject.c:1733-1740,pycore_pyerrors.h:23-23,object.h:967-967;Single;0.07;0.01;;;;;;;;
933;python3.12;_Py_dict_lookup;4867;dictobject.c:344-344,dictobject.c:350-350,dictobject.c:972-974,dictobject.c:978-978,dictobject.c:1060-1062,pycore_dict.h:134-135;InBetween;0.07;0.01;;;;;;;;
1316;python3.12;gc_collect_main;5067;gcmodule.c:716-719;Innermost;0.05;0.01;;;;;;;;
1166;python3.12;update_one_slot;5019;pycore_pystate.h:118-118,typeobject.c:225-231,typeobject.c:4679-4687,dictobject.c:1733-1740,pycore_pyerrors.h:23-23,object.h:967-967;Innermost;0.05;0.01;;;;;;;;
938;python3.12;_Py_dict_lookup;4867;unicodeobject.h:250-250,dictobject.c:927-929,dictobject.c:958-958,dictobject.c:1053-1053,dictobject.c:1063-1063,pycore_dict.h:134-135;Outermost;0.05;0.01;;;;;;;;
2045;python3.12;subtype_traverse;5454;typeobject.c:1755-1761;Innermost;0.05;0.01;;;;;;;;
1242;python3.12;_PyEval_EvalFrameDefault;5062;ceval.c:1247-1247,ceval.c:1289-1289,ceval.c:1293-1293,pycore_code.h:344-347,pycore_code.h:350-350;InBetween;0.05;0.01;;;;;;;;
5425;libtensorflow_framework.so.2;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;4491;;Innermost;0.05;0.01;;;;;;;;
2044;python3.12;subtype_traverse;5454;typeobject.c:1755-1759,typeobject.c:5307-5307,dictobject.c:5588-5588,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;Innermost;0.05;0.01;;;;;;;;
1943;python3.12;subtype_dealloc;5435;typeobject.c:2006-2009;Single;0.05;0.01;;;;;;;;
1578;python3.12;PyCode_Addr2Line;5258;codeobject.c:459-462;Innermost;0.05;0.01;;;;;;;;
2183;python3.12;set_contains;5531;setobject.c:60-62;Outermost;0.05;0.01;;;;;;;;
1570;python3.12;PyTraceBack_Here;5254;codeobject.c:971-972;Innermost;0.05;0.01;;;;;;;;
1186;python3.12;PyUnicode_FromFormatV;5043;unicodeobject.c:2779-2780,unicodeobject.c:2799-2799,unicodeobject.c:2802-2805,unicodeobject.c:13152-13153,unicodeobject.c:13157-13157,unicodeobject.c:13171-13171,unicodeobject.c:13174-13174,unicodeobject.c:13181-13181,unicodeobject.c:13204-13204,string3.h:51-51;InBetween;0.05;0.01;;;;;;;;
1019;python3.12;insertdict;4914;dictobject.c:375-375,dictobject.c:378-380,dictobject.c:383-383,dictobject.c:1266-1272,dictobject.c:1276-1276,dictobject.c:1279-1279,dictobject.c:1284-1286,dictobject.c:1289-1292,dictobject.c:1295-1295,dictobject.c:1328-1328,pycore_dict.h:134-135,pycore_dict.h:189-189,pycore_dict.h:192-193;Outermost;0.05;0.01;;;;;;;;
8996;libtensorflow_framework.so.2;tsl::gtl::internal::FlatRep<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::gtl::FlatMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::Bucket, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear();7396;;Innermost;0.05;0.01;;;;;;;;
1920;python3.12;method_vectorcall;5411;obmalloc.c:637-637,call.c:28-29,classobject.c:63-63,classobject.c:93-94,classobject.c:98-98,pystate.c:1241-1242,pystate.c:1245-1247,pystate.c:2795-2795,pystate.c:2798-2798,pystate.c:2802-2807,pystate.c:2811-2812,pycore_ceval.h:87-88,pycore_pyerrors.h:23-23,object.h:644-644,object.h:647-647,pycore_frame.h:121-133,ceval.c:1582-1582,ceval.c:1586-1588;Outermost;0.05;0.01;;;;;;;;
1590;python3.12;frame_dealloc;5270;object.h:243-243,object.h:701-706,frameobject.c:908-909;Single;0.05;0.01;;;;;;;;
1569;python3.12;PyTraceBack_Here;5254;pycore_pystate.h:82-82,pycore_pystate.h:118-118,obmalloc.c:662-662,obmalloc.c:1570-1571,object.c:2193-2197,errors.c:33-34,pycore_gc.h:23-23,pycore_gc.h:63-63,pycore_gc.h:74-74,pycore_object.h:167-167,pycore_object.h:214-219,pycore_pyerrors.h:23-23,object.h:243-243,object.h:274-274,object.h:644-647,object.h:701-706,object.h:788-788,object.h:798-798,exceptions.c:291-295,traceback.c:55-57,traceback.c:250-250,traceback.c:257-258,gcmodule.c:2219-2219,gcmodule.c:2260-2262,gcmodule.c:2273-2279,gcmodule.c:2308-2310;Single;0.05;0.01;;;;;;;;
1350;python3.12;set_traverse;5087;typeobject.c:5307-5307,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471,setobject.c:469-472,setobject.c:663-663;Outermost;0.05;0.01;;;;;;;;
1185;python3.12;PyUnicode_FromFormatV;5043;object.c:2611-2611,object.c:2625-2625,unicodeobject.c:1444-1444,unicodeobject.c:2304-2304,unicodeobject.c:2348-2349,unicodeobject.c:2352-2354,unicodeobject.c:2358-2358,unicodeobject.c:2410-2410,unicodeobject.c:2415-2420,unicodeobject.c:2429-2431,unicodeobject.c:2438-2439,unicodeobject.c:2447-2451,unicodeobject.c:2460-2463,unicodeobject.c:2470-2474,unicodeobject.c:2479-2480,unicodeobject.c:2485-2489,unicodeobject.c:2492-2493,unicodeobject.c:2496-2500,unicodeobject.c:2504-2504,unicodeobject.c:2508-2511,unicodeobject.c:2515-2515,unicodeobject.c:2519-2519,unicodeobject.c:2522-2522,unicodeobject.c:2526-2526,unicodeobject.c:2529-2529,unicodeobject.c:2654-2654,unicodeobject.c:2661-2661,unicodeobject.c:2761-2761,unicodeobject.c:2780-2782,unicodeobject.c:2814-2814,unicodeobject.c:2820-2820,unicodeobject.c:4780-4780,unicodeobject.c:13095-13095,unicodeobject.c:13098-13104,unicodeobject.c:13107-13107,unicodeobject.c:13112-13112,unicodeobject.h:212-212,unicodeobject.h:280-280,unicodeobject.h:363-364,unicodeobject.h:367-369,unicodeobject.h:372-372,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-705;InBetween;0.05;0.01;;;;;;;;
148;libtensorflow_framework.so.2;tensorflow::Tensor* std::__uninitialized_copy<false>::__uninit_copy<tensorflow::Tensor const*, tensorflow::Tensor*>(tensorflow::Tensor const*, tensorflow::Tensor const*, tensorflow::Tensor*);435;;Single;0.05;0.01;;;;;;;;
9906;libtensorflow_framework.so.2;std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, tensorflow::KernelRegistration>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, tensorflow::KernelRegistration> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, false> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, false>);8383;;Single;0.05;0.01;;;;;;;;
8744;libtensorflow_framework.so.2;tsl::gtl::FlatMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tensorflow::FunctionRecord*, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;7266;;Single;0.05;0.01;;;;;;;;
2102;python3.12;tuplerichcompare;5479;pycore_pystate.h:82-82,object.c:790-795,object.c:799-801,object.c:805-807,object.c:840-840,object.c:864-864,object.c:872-875,typeobject.c:335-335,typeobject.c:2124-2124,typeobject.c:2130-2130,typeobject.c:5557-5557,tupleobject.c:639-640,tupleobject.c:644-644,pycore_ceval.h:121-121,pycore_ceval.h:134-134,pycore_ceval.h:143-143,object.h:220-220,object.h:234-234,object.h:243-243,object.h:701-701;Outermost;0.05;0.01;;;;;;;;
2018;python3.12;clear_slots;5440;object.c:2611-2611,object.c:2625-2625,typeobject.c:1830-1835,object.h:243-243,object.h:701-705;Single;0.05;0.01;;;;;;;;
1583;python3.12;lookup_maybe_method;5267;object.c:2611-2611,object.c:2625-2625,typeobject.c:900-904,typeobject.c:2185-2197,typeobject.c:2205-2205,typeobject.c:4758-4766,object.h:220-220,object.h:243-243,object.h:644-647,object.h:701-705;Single;0.05;0.01;;;;;;;;
6284;libtensorflow_framework.so.2;tsl::gtl::internal::FlatRep<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::gtl::FlatSet<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::Bucket, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear_no_resize();5005;;Single;0.05;0.01;;;;;;;;
2092;python3.12;_PyAssemble_MakeCodeObject;5462;compile.c:159-161,object.h:234-234,assemble.c:79-79,assemble.c:344-345,assemble.c:357-359,assemble.c:362-362,assemble.c:369-372,assemble.c:387-389,assemble.c:392-396,assemble.c:406-407,assemble.c:592-592;Outermost;0.02;0;;;;;;;;
1326;python3.12;gc_collect_main;5067;typeobject.c:5307-5307,tupleobject.c:140-145,pycore_gc.h:40-40,pycore_object.h:331-332,object.h:220-220;Innermost;0.02;0;;;;;;;;
1324;python3.12;gc_collect_main;5067;pycore_gc.h:60-60,gcmodule.c:322-323;Single;0.02;0;;;;;;;;
14613;libtensorflow_framework.so.2;tensorflow::OpDefBuilder::Finalize(tensorflow::OpRegistrationData*) const;10890;;Outermost;0.02;0;;;;;;;;
1322;python3.12;gc_collect_main;5067;typeobject.c:5307-5307,dictobject.c:1142-1142,dictobject.c:1150-1153,pycore_gc.h:40-40,pycore_object.h:331-332,object.h:220-220;Innermost;0.02;0;;;;;;;;
1317;python3.12;gc_collect_main;5067;typeobject.c:335-335,typeobject.c:2124-2124,typeobject.c:2130-2131,pycore_gc.h:60-60,pycore_object.h:322-322,pycore_object.h:355-355,object.h:220-220,object.h:234-234,object.h:382-382,gcmodule.c:699-699,gcmodule.c:786-786,gcmodule.c:789-789,gcmodule.c:792-792,gcmodule.c:804-804,gcmodule.c:807-807,gcmodule.c:821-821;InBetween;0.02;0;;;;;;;;
1315;python3.12;gc_collect_main;5067;pycore_gc.h:60-60,gcmodule.c:322-323;Innermost;0.02;0;;;;;;;;
1138;python3.12;_PyCode_New;5004;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,unicodeobject.c:14720-14724,unicodeobject.c:14731-14744,unicodeobject.c:14756-14756,pycore_object.h:74-74,codeobject.c:137-139,object.h:243-243,object.h:644-644,object.h:701-705;Single;0.02;0;;;;;;;;
1955;python3.12;_PyCfg_OptimizeCodeUnit.isra.0;5437;flowgraph.c:1399-1404,flowgraph.c:1580-1580;Innermost;0.02;0;;;;;;;;
1013;python3.12;unicode_decode_utf8;4911;unicodeobject.c:4600-4600,unicodeobject.c:4603-4603,unicodeobject.c:4606-4608,unicodeobject.c:4613-4613,unicodeobject.c:4616-4618;Outermost;0.02;0;;;;;;;;
941;python3.12;_Py_dict_lookup;4867;dictobject.c:344-346,dictobject.c:978-978,dictobject.c:1003-1007;Innermost;0.02;0;;;;;;;;
