name;time_p;time_s;cpi_ratio;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/pandas/_libs/algos.cpython-312-x86_64-linux-gnu.so;0.19;0.13;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/sklearn/utils/_weight_vector.cpython-312-x86_64-linux-gnu.so;0.18;0.13;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/scipy/linalg/cython_blas.cpython-312-x86_64-linux-gnu.so;0.16;0.11;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/sklearn/tree/_utils.cpython-312-x86_64-linux-gnu.so;0.15;0.11;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/pandas/_libs/hashtable.cpython-312-x86_64-linux-gnu.so;0.15;0.1;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/pandas/_libs/index.cpython-312-x86_64-linux-gnu.so;0.15;0.1;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/numpy/random/_bounded_integers.cpython-312-x86_64-linux-gnu.so;0.1;0.07;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/pandas/_libs/properties.cpython-312-x86_64-linux-gnu.so;0.1;0.07;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/numpy/random/mtrand.cpython-312-x86_64-linux-gnu.so;0.08;0.06;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/pandas/_libs/missing.cpython-312-x86_64-linux-gnu.so;0.08;0.06;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/pandas/_libs/pandas_parser.cpython-312-x86_64-linux-gnu.so;0.07;0.05;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/sklearn/utils/_seq_dataset.cpython-312-x86_64-linux-gnu.so;0.07;0.05;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/numpy.libs/libopenblas64_p-r0-0cf96a72.3.23.dev.so;0.05;0.04;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/sklearn/utils/_heap.cpython-312-x86_64-linux-gnu.so;0.05;0.04;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/sklearn/_loss/_loss.cpython-312-x86_64-linux-gnu.so;0.05;0.04;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/scipy/optimize/_lbfgsb.cpython-312-x86_64-linux-gnu.so;0.04;0.03;;
/usr/lib/ld-linux-x86-64.so.2;0.04;0.03;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/pandas/_libs/tslibs/offsets.cpython-312-x86_64-linux-gnu.so;0.03;0.02;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/sklearn/neighbors/_partition_nodes.cpython-312-x86_64-linux-gnu.so;0.01;0.01;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/pandas/_libs/arrays.cpython-312-x86_64-linux-gnu.so;0.01;0.01;;
/home/aaron/.conda/envs/python3.12.0-env/lib/python3.12/site-packages/sklearn/metrics/_dist_metrics.cpython-312-x86_64-linux-gnu.so;0.01;0.01;;
