address;source_location;insn;indent
0x53790;:0;PUSH	%R15;
0x53829;:0;JE	5382f <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x9f>;
0x5382b;:0;MOV	%EAX,(%R13);
0x5382f;:0;MOV	0x28782(%RIP),%R12;
0x53836;:0;CMP	%R12,0x8(%R13);
0x5383a;:0;JE	54f90 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1800>;
0x53840;:0;LEA	0x1d8(%RSP),%RSI;
0x53848;:0;MOV	%R13,%RDI;
0x5384b;:0;MOV	$0x1,%EDX;
0x53850;:0;MOVQ	$0,0x1d0(%RSP);
0x5385c;:0;MOV	%RBP,0x1d8(%RSP);
0x53864;:0;MOV	%R13,%RBX;
0x53867;:0;CALL	23f40 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.1>;
0x5386c;:0;MOV	%RAX,%R14;
0x5386f;:0;MOV	$0x6153,%R13D;
0x53875;:0;MOV	$0x72,%EDX;
0x5387a;:0;TEST	%R14,%R14;
0x5387d;:0;JE	54df3 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1663>;
0x53883;:0;MOV	(%RBX),%RAX;
0x53886;:0;TEST	%EAX,%EAX;
0x53888;:0;JS	53897 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x107>;
0x5388a;:0;SUB	$0x1,%RAX;
0x5388e;:0;MOV	%RAX,(%RBX);
0x53891;:0;JE	54d80 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x15f0>;
0x53897;:0;MOV	0x286e2(%RIP),%R13;
0x5389e;:0;CMP	%R13,%R14;
0x538a1;:0;SETE	%AL;
0x538a4;:0;CMP	0x286b5(%RIP),%R14;
0x538ab;:0;SETE	%DL;
0x538ae;:0;OR	%AL,%DL;
0x538b0;:0;JNE	53ec0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x730>;
0x538b6;:0;CMP	0x2870b(%RIP),%R14;
0x538bd;:0;JE	53ec0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x730>;
0x538c3;:0;MOV	%R14,%RDI;
0x538c6;:0;CALL	71d0 <PyObject_IsTrue@plt>;
0x538cb;:0;MOV	%EAX,%R15D;
0x538ce;:0;TEST	%EAX,%EAX;
0x538d0;:0;JS	55060 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x18d0>;
0x538d6;:0;MOV	(%R14),%RAX;
0x538d9;:0;TEST	%EAX,%EAX;
0x538db;:0;JS	538ea <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x15a>;
0x538dd;:0;SUB	$0x1,%RAX;
0x538e1;:0;MOV	%RAX,(%R14);
0x538e4;:0;JE	54dd8 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1648>;
0x538ea;:0;MOV	0x8(%RBP),%RAX;
0x538ee;:0;MOV	0x90(%RAX),%RAX;
0x538f5;:0;TEST	%R15D,%R15D;
0x538f8;:0;JE	53ed0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x740>;
0x538fe;:0;MOV	0x2ca6b(%RIP),%RSI;
0x53905;:0;MOV	%RBP,%RDI;
0x53908;:0;TEST	%RAX,%RAX;
0x5390b;:0;JE	55860 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x20d0>;
0x53911;:0;CALL	%RAX;
0x53913;:0;MOV	%RAX,%R14;
0x53916;:0;TEST	%R14,%R14;
0x53919;:0;JE	55848 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x20b8>;
0x5391f;:0;CMP	%R12,0x8(%R14);
0x53923;:0;JNE	556d8 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1f48>;
0x53929;:0;MOV	0x18(%R14),%R15;
0x5392d;:0;TEST	%R15,%R15;
0x53930;:0;JE	556d8 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1f48>;
0x53936;:0;MOV	(%R15),%EAX;
0x53939;:0;MOV	0x10(%R14),%RBX;
0x5393d;:0;ADD	$0x1,%EAX;
0x53940;:0;JE	53945 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1b5>;
0x53942;:0;MOV	%EAX,(%R15);
0x53945;:0;MOV	(%RBX),%EAX;
0x53947;:0;ADD	$0x1,%EAX;
0x5394a;:0;JE	5394e <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1be>;
0x5394c;:0;MOV	%EAX,(%RBX);
0x5394e;:0;MOV	(%R14),%RAX;
0x53951;:0;TEST	%EAX,%EAX;
0x53953;:0;JS	53966 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1d6>;
0x53955;:0;SUB	$0x1,%RAX;
0x53959;:0;MOV	%RAX,(%R14);
0x5395c;:0;JNE	53966 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1d6>;
0x5395e;:0;MOV	%R14,%RDI;
0x53961;:0;CALL	7800 <_Py_Dealloc@plt>;
0x53966;:0;LEA	0x1d0(%RSP),%RSI;
0x5396e;:0;MOV	%RBX,%RDI;
0x53971;:0;MOV	$0x1,%EDX;
0x53976;:0;MOVQ	$0,0x1d8(%RSP);
0x53982;:0;MOV	%R15,0x1d0(%RSP);
0x5398a;:0;CALL	23f40 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.1>;
0x5398f;:0;MOV	%RAX,0x8(%RSP);
0x53994;:0;MOV	(%R15),%RAX;
0x53997;:0;TEST	%EAX,%EAX;
0x53999;:0;JS	539b0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x220>;
0x5399b;:0;SUB	$0x1,%RAX;
0x5399f;:0;MOV	%RAX,(%R15);
0x539a2;:0;JNE	539b0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x220>;
0x539a4;:0;MOV	%R15,%RDI;
0x539a7;:0;CALL	7800 <_Py_Dealloc@plt>;
0x539ac;:0;NOPL	(%RAX);
0x539b0;:0;CMPQ	$0,0x8(%RSP);
0x539b6;:0;JE	54de8 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1658>;
0x539bc;:0;MOV	(%RBX),%RAX;
0x539bf;:0;TEST	%EAX,%EAX;
0x539c1;:0;JS	539d0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x240>;
0x539c3;:0;SUB	$0x1,%RAX;
0x539c7;:0;MOV	%RAX,(%RBX);
0x539ca;:0;JE	54da0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1610>;
0x539d0;:0;MOV	(%RBP),%RAX;
0x539d4;:0;TEST	%EAX,%EAX;
0x539d6;:0;JS	539e6 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x256>;
0x539d8;:0;SUB	$0x1,%RAX;
0x539dc;:0;MOV	%RAX,(%RBP);
0x539e0;:0;JE	54d90 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1600>;
0x539e6;:0;MOV	0x8(%RSP),%RDI;
0x539eb;:0;MOV	0x2c8ce(%RIP),%RSI;
0x539f2;:0;CALL	15240 <_ZL25__Pyx_PyObject_GetAttrStrP7_objectS0_>;
0x539f7;:0;MOV	%RAX,%RDI;
0x539fa;:0;TEST	%RAX,%RAX;
0x539fd;:0;JE	558f0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2160>;
0x53a03;:0;CMP	%R12,0x8(%RAX);
0x53a07;:0;JNE	55908 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2178>;
0x53a0d;:0;MOV	0x18(%RAX),%R12;
0x53a11;:0;TEST	%R12,%R12;
0x53a14;:0;JE	55aa8 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2318>;
0x53a1a;:0;MOV	0x10(%RAX),%RBX;
0x53a1e;:0;MOV	(%R12),%EAX;
0x53a22;:0;ADD	$0x1,%EAX;
0x53a25;:0;JE	53a2b <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x29b>;
0x53a27;:0;MOV	%EAX,(%R12);
0x53a2b;:0;MOV	(%RBX),%EAX;
0x53a2d;:0;ADD	$0x1,%EAX;
0x53a30;:0;JE	53a34 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2a4>;
0x53a32;:0;MOV	%EAX,(%RBX);
0x53a34;:0;MOV	(%RDI),%RAX;
0x53a37;:0;TEST	%EAX,%EAX;
0x53a39;:0;JS	54dc0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1630>;
0x53a3f;:0;SUB	$0x1,%RAX;
0x53a43;:0;LEA	0x1d0(%RSP),%RSI;
0x53a4b;:0;MOV	$0x1,%EDX;
0x53a50;:0;MOV	%RAX,(%RDI);
0x53a53;:0;JE	55740 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1fb0>;
0x53a59;:0;MOV	%RBX,%RDI;
0x53a5c;:0;MOV	%R12,0x1d0(%RSP);
0x53a64;:0;MOVQ	$0,0x1d8(%RSP);
0x53a70;:0;CALL	23f40 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.1>;
0x53a75;:0;MOV	%R12,%RDI;
0x53a78;:0;MOV	%RAX,%RBP;
0x53a7b;:0;CALL	15b90 <Py_XDECREF>;
0x53a80;:0;TEST	%RBP,%RBP;
0x53a83;:0;JE	55920 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2190>;
0x53a89;:0;MOV	(%RBX),%RAX;
0x53a8c;:0;TEST	%EAX,%EAX;
0x53a8e;:0;JS	53a9d <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x30d>;
0x53a90;:0;SUB	$0x1,%RAX;
0x53a94;:0;MOV	%RAX,(%RBX);
0x53a97;:0;JE	55730 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1fa0>;
0x53a9d;:0;MOV	(%RBP),%RAX;
0x53aa1;:0;TEST	%EAX,%EAX;
0x53aa3;:0;JS	53ab3 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x323>;
0x53aa5;:0;SUB	$0x1,%RAX;
0x53aa9;:0;MOV	%RAX,(%RBP);
0x53aad;:0;JE	55720 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1f90>;
0x53ab3;:0;MOV	0x2c2d6(%RIP),%RSI;
0x53aba;:0;MOV	0x8(%RSP),%RDI;
0x53abf;:0;CALL	15240 <_ZL25__Pyx_PyObject_GetAttrStrP7_objectS0_>;
0x53ac4;:0;MOV	%RAX,%R14;
0x53ac7;:0;TEST	%RAX,%RAX;
0x53aca;:0;JE	55a90 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2300>;
0x53ad0;:0;MOV	0x2c2f9(%RIP),%RSI;
0x53ad7;:0;MOV	%RAX,%RDI;
0x53ada;:0;CALL	15240 <_ZL25__Pyx_PyObject_GetAttrStrP7_objectS0_>;
0x53adf;:0;MOV	%RAX,%RBX;
0x53ae2;:0;TEST	%RAX,%RAX;
0x53ae5;:0;JE	55ad0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2340>;
0x53aeb;:0;MOV	(%R14),%RAX;
0x53aee;:0;TEST	%EAX,%EAX;
0x53af0;:0;JS	53aff <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x36f>;
0x53af2;:0;SUB	$0x1,%RAX;
0x53af6;:0;MOV	%RAX,(%R14);
0x53af9;:0;JE	557f8 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2068>;
0x53aff;:0;MOV	0x2be52(%RIP),%RDI;
0x53b06;:0;CALL	22b10 <_ZL26__Pyx__GetModuleGlobalNameP7_object>;
0x53b0b;:0;MOV	%RAX,%R14;
0x53b0e;:0;TEST	%RAX,%RAX;
0x53b11;:0;JE	55b20 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2390>;
0x53b17;:0;MOV	$0x3,%EDX;
0x53b1c;:0;MOV	%RAX,%RSI;
0x53b1f;:0;MOV	%RBX,%RDI;
0x53b22;:0;CALL	7590 <PyObject_RichCompare@plt>;
0x53b27;:0;MOV	%RAX,%R12;
0x53b2a;:0;TEST	%RAX,%RAX;
0x53b2d;:0;JE	55b50 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x23c0>;
0x53b33;:0;MOV	(%RBX),%RAX;
0x53b36;:0;TEST	%EAX,%EAX;
0x53b38;:0;JS	53b47 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x3b7>;
0x53b3a;:0;SUB	$0x1,%RAX;
0x53b3e;:0;MOV	%RAX,(%RBX);
0x53b41;:0;JE	55838 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x20a8>;
0x53b47;:0;MOV	(%R14),%RAX;
0x53b4a;:0;TEST	%EAX,%EAX;
0x53b4c;:0;JS	53b5b <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x3cb>;
0x53b4e;:0;SUB	$0x1,%RAX;
0x53b52;:0;MOV	%RAX,(%R14);
0x53b55;:0;JE	55828 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2098>;
0x53b5b;:0;CMP	%R13,%R12;
0x53b5e;:0;SETE	%AL;
0x53b61;:0;CMP	0x283f8(%RIP),%R12;
0x53b68;:0;SETE	%DL;
0x53b6b;:0;OR	%AL,%DL;
0x53b6d;:0;JNE	550b0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1920>;
0x53b73;:0;CMP	0x2844e(%RIP),%R12;
0x53b7a;:0;JE	550b0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1920>;
0x53b80;:0;MOV	%R12,%RDI;
0x53b83;:0;CALL	71d0 <PyObject_IsTrue@plt>;
0x53b88;:0;MOV	%EAX,%EBP;
0x53b8a;:0;TEST	%EAX,%EAX;
0x53b8c;:0;JS	55b98 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2408>;
0x53b92;:0;MOV	(%R12),%RAX;
0x53b96;:0;TEST	%EAX,%EAX;
0x53b98;:0;JS	53ba8 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x418>;
0x53b9a;:0;SUB	$0x1,%RAX;
0x53b9e;:0;MOV	%RAX,(%R12);
0x53ba2;:0;JE	55890 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2100>;
0x53ba8;:0;TEST	%EBP,%EBP;
0x53baa;:0;JE	53d30 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x5a0>;
0x53bb0;:0;MOV	0x2c591(%RIP),%RDI;
0x53bb7;:0;CALL	22b10 <_ZL26__Pyx__GetModuleGlobalNameP7_object>;
0x53bbc;:0;MOV	%RAX,%R12;
0x53bbf;:0;TEST	%RAX,%RAX;
0x53bc2;:0;JE	55dcb <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x263b>;
0x53bc8;:0;MOV	0x2c071(%RIP),%RSI;
0x53bcf;:0;MOV	%RAX,%RDI;
0x53bd2;:0;CALL	15240 <_ZL25__Pyx_PyObject_GetAttrStrP7_objectS0_>;
0x53bd7;:0;MOV	%RAX,%R14;
0x53bda;:0;TEST	%RAX,%RAX;
0x53bdd;:0;JE	55de0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2650>;
0x53be3;:0;MOV	(%R12),%RAX;
0x53be7;:0;TEST	%EAX,%EAX;
0x53be9;:0;JS	53bfd <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x46d>;
0x53beb;:0;SUB	$0x1,%RAX;
0x53bef;:0;MOV	%RAX,(%R12);
0x53bf3;:0;JNE	53bfd <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x46d>;
0x53bf5;:0;MOV	%R12,%RDI;
0x53bf8;:0;CALL	7800 <_Py_Dealloc@plt>;
0x53bfd;:0;MOV	0x2c18c(%RIP),%RSI;
0x53c04;:0;MOV	0x8(%RSP),%RDI;
0x53c09;:0;CALL	15240 <_ZL25__Pyx_PyObject_GetAttrStrP7_objectS0_>;
0x53c0e;:0;MOV	%RAX,%R12;
0x53c11;:0;TEST	%RAX,%RAX;
0x53c14;:0;JE	55f79 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x27e9>;
0x53c1a;:0;MOV	$0x1,%EDI;
0x53c1f;:0;CALL	7840 <PyTuple_New@plt>;
0x53c24;:0;MOV	%RAX,%RBX;
0x53c27;:0;TEST	%RAX,%RAX;
0x53c2a;:0;JE	557cd <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x203d>;
0x53c30;:0;MOV	%R12,0x18(%RAX);
0x53c34;:0;CALL	7a70 <PyDict_New@plt>;
0x53c39;:0;MOV	%RAX,%R12;
0x53c3c;:0;TEST	%RAX,%RAX;
