ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 2879;libpython3.12.so.1.0;ceval.c:1389-1391;initialize_locals;Innermost;0.02;0.02;0.09;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 3963;libpython3.12.so.1.0;gcmodule.c:86-86,gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:596-602,gcmodule.c:609-609,gcmodule.c:636-636,pycore_gc.h:74-74;gc_collect_main;Innermost;0.01;0.01;0.06;1.00;1.00;8.00;1.53;1;0.00;12.50;4.60;4.60;4.60;0.57;3.00
Loop 2343;libpython3.12.so.1.0;object.h:243-243,object.h:701-701,object.h:705-706,unicodeobject.c:2348-2349,unicodeobject.c:2352-2353,unicodeobject.c:2357-2358,unicodeobject.c:2375-2376,unicodeobject.c:2379-2380,unicodeobject.c:2384-2385,unicodeobject.c:2388-2388,unicodeobject.c:2438-2451,unicodeobject.c:2460-2474,unicodeobject.c:2485-2489,unicodeobject.c:2492-2493,unicodeobject.c:2496-2511,unicodeobject.c:2515-2515,unicodeobject.c:2519-2519,unicodeobject.c:2522-2522,unicodeobject.c:2526-2526,unicodeobject.c:2529-2529,unicodeobject.c:2633-2633,unicodeobject.c:2637-2644,unicodeobject.c:2647-2647,unicodeobject.c:2654-2655,unicodeobject.c:2661-2661,unicodeobject.c:2696-2696,unicodeobject.c:2761-2762;PyUnicode_FromFormatV;InBetween;0.01;0.01;0.06;1.00;1.00;22.20;2.70;1;0.00;9.15;77.00;77.00;77.00;3.47;28.50
Loop 2188;libpython3.12.so.1.0;unicodeobject.h:212-212,unicodeobject.h:363-369,unicodeobject.h:375-375,object.h:220-220,unicodeobject.c:9586-9589,unicodeobject.c:9596-9609;_PyUnicode_JoinArray;Single;0.01;0.01;0.06;1.00;1.00;14.44;2.64;9;0.00;8.20;9.25;9.25;9.25;0.64;3.50
Loop 1119;libpython3.12.so.1.0;dictobject.c:671-673,object.h:243-243,object.h:701-706,object.h:798-798;free_keys_object;Single;0.01;0.01;0.06;1.00;1.00;13.09;1.66;16;0.00;10.94;5.80;5.80;5.80;0.44;3.50
Loop 3600;libpython3.12.so.1.0;specialize.c:275-300;_PyCode_Quicken;Single;0.01;0.01;0.06;1.00;1.00;39.58;2.35;8;0.00;5.96;11.75;11.75;11.75;0.30;5.00
Loop 2338;libpython3.12.so.1.0;unicodeobject.c:2358-2358,unicodeobject.c:2452-2452,unicodeobject.c:2475-2475,unicodeobject.c:2522-2522,unicodeobject.c:2526-2526,unicodeobject.c:2529-2529,unicodeobject.c:2546-2548,unicodeobject.c:2553-2554,unicodeobject.c:2580-2581,unicodeobject.c:2586-2592,unicodeobject.c:2595-2598,unicodeobject.c:2601-2604,unicodeobject.c:2607-2608,unicodeobject.c:2612-2615,unicodeobject.c:2618-2618,unicodeobject.c:2621-2624,unicodeobject.c:2696-2696,unicodeobject.c:2757-2757,unicodeobject.c:2782-2782,unicodeobject.c:2793-2793,unicodeobject.c:2814-2814,unicodeobject.c:2818-2820,unicodeobject.c:13077-13077;PyUnicode_FromFormatV;Outermost;0.01;0.01;0.06;1.00;1.00;13.77;3.19;1;0.00;10.03;49.40;49.40;49.40;3.59;15.50
Loop 1145;libpython3.12.so.1.0;dictobject.c:344-360,dictobject.c:978-993,dictobject.c:1003-1007,object.h:243-243,object.h:644-647,object.h:701-706;_Py_dict_lookup;Innermost;0.01;0.01;0.06;1.00;1.00;11.41;2.19;32;0.00;10.99;16.40;16.40;16.40;1.44;7.50
Loop 2917;libpython3.12.so.1.0;bytecodes.c:2941-2942,object.h:243-243;_PyEval_EvalFrameDefault;Single;0.01;0.01;0.04;1.00;1.00;11.51;1.50;3;0.00;10.42;2.00;2.00;2.00;0.17;1.33
Loop 3958;libpython3.12.so.1.0;gcmodule.c:488-491,pycore_gc.h:60-60;gc_collect_main;Innermost;0.01;0.01;0.04;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 3287;libpython3.12.so.1.0;getargs.c:283-298,getargs.c:312-317;vgetargs1_impl;Single;0.01;0.01;0.04;1.00;1.00;41.60;1.77;8;0.00;5.78;9.75;9.75;9.75;0.23;5.50
Loop 3281;libpython3.12.so.1.0;getargs.c:389-395,getargs.c:401-401;vgetargs1_impl;Single;0.01;0.01;0.04;1.00;1.00;14.40;3.00;2;0.00;10.47;4.50;4.50;4.50;0.31;1.50
Loop 2340;libpython3.12.so.1.0;unicodeobject.c:2792-2792,unicodeobject.c:2799-2801;PyUnicode_FromFormatV;Innermost;0.01;0.01;0.04;1.00;1.00;16.00;1.07;1;0.00;6.25;1.60;1.60;1.60;0.10;1.50
Loop 3314;libpython3.12.so.1.0;getargs.c:1607-1608;vgetargskeywords;Single;0;0;0.02;1.00;1.00;13.71;1.50;1;0.00;9.38;1.50;1.50;1.50;0.11;1.00
Loop 3311;libpython3.12.so.1.0;getargs.c:1643-1643,getargs.c:1649-1652,getargs.c:1658-1658;vgetargskeywords;Outermost;0;0;0.02;1.00;1.00;11.73;1.47;1;0.00;7.81;2.20;2.20;2.20;0.19;1.50
Loop 2914;libpython3.12.so.1.0;bytecodes.c:1478-1480,object.h:644-647;_PyEval_EvalFrameDefault;Single;0;0;0.02;1.00;1.00;9.60;2.10;2;0.00;10.94;2.10;2.10;2.10;0.22;1.00
Loop 3959;libpython3.12.so.1.0;gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:621-621,gcmodule.c:631-636,pycore_gc.h:68-68,pycore_gc.h:74-74;gc_collect_main;Innermost;0;0;0.02;2.10;1.00;6.72;4.20;1;7.14;11.83;4.20;2.00;4.20;0.63;1.00
Loop 2913;libpython3.12.so.1.0;generated_cases.c.h:2021-2022,object.h:243-243;_PyEval_EvalFrameDefault;Single;0;0;0.02;1.00;1.00;11.51;1.50;3;0.00;10.42;2.00;2.00;2.00;0.17;1.33
Loop 3955;libpython3.12.so.1.0;gcmodule.c:86-86,gcmodule.c:289-292,gcmodule.c:677-677,gcmodule.c:694-701,pycore_gc.h:63-68,pycore_gc.h:74-74;gc_collect_main;Innermost;0;0;0.02;1.00;1.00;6.27;1.18;2;0.00;12.50;4.70;4.70;4.70;0.75;4.00
Loop 3946;libpython3.12.so.1.0;gcmodule.c:716-719;gc_collect_main;Innermost;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 2877;libpython3.12.so.1.0;ceval.c:1373-1376,ceval.c:1379-1379,ceval.c:1388-1391,ceval.c:1400-1400,ceval.c:1409-1409,ceval.c:1425-1425,ceval.c:1428-1428,ceval.c:1439-1439,ceval.c:1445-1445,ceval.c:1511-1511,ceval.c:1528-1528,object.h:243-243,object.h:967-967;initialize_locals;Outermost;0;0;0.02;1.00;1.00;15.49;2.76;6;9.09;12.57;13.80;13.80;13.80;0.89;5.00
Loop 3943;libpython3.12.so.1.0;gcmodule.c:86-86,gcmodule.c:333-333,pycore_gc.h:60-60;gc_collect_main;Innermost;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 3506;libpython3.12.so.1.0;modsupport.c:46-47,modsupport.c:74-78;countformat;Innermost;0;0;0.02;1.00;1.00;14.62;1.06;4;0.00;9.64;3.31;3.31;3.31;0.23;3.13
Loop 2975;libpython3.12.so.1.0;compile.c:327-328;instr_sequence_to_cfg;Single;0;0;0.02;1.00;1.00;16.00;1.00;1;0.00;6.25;1.00;1.00;1.00;0.06;1.00
Loop 1323;libpython3.12.so.1.0;setobject.c:125-127,setobject.c:158-159;set_add_entry;Innermost;0;0;0.02;1.00;1.00;8.00;6.13;1;0.00;12.50;4.60;4.60;4.60;0.57;0.75
Loop 3273;libpython3.12.so.1.0;getargs.c:512-513,getargs.c:519-521;convertitem;Outermost;0;0;0.02;1.00;1.00;16.00;2.25;8;0.00;6.25;2.25;2.25;2.25;0.14;1.00
Loop 2893;libpython3.12.so.1.0;bytesobject.h:37-37,ceval.c:930-930,ceval.c:938-938,ceval.c:957-958,ceval.c:962-965,ceval.c:968-968,ceval.c:975-978,ceval.c:982-982,ceval.c:1260-1260,ceval.c:1266-1266,ceval.c:1289-1289,ceval.c:1293-1293,ceval.c:1297-1298,ceval.c:2027-2027,ceval.c:2090-2090,ceval.c:2093-2093,pycore_code.h:344-345,pycore_code.h:350-350,pycore_frame.h:79-79,object.h:234-234;_PyEval_EvalFrameDefault;InBetween;0;0;0.02;1.00;1.00;36.09;3.63;1;0.00;10.25;21.80;21.80;21.80;0.60;6.00
Loop 855;libpython3.12.so.1.0;listobject.c:1057-1061,listobject.c:1131-1133,listobject.c:1244-1244,listobject.c:1316-1316,listobject.c:1319-1322,listobject.c:1330-1331,listobject.c:1566-1566,listobject.c:1948-1948,listobject.c:1961-1962,listobject.c:1971-1971,listobject.c:1996-1996,listobject.c:1999-2001,listobject.c:2007-2007,listobject.c:2059-2060,listobject.c:2434-2434,listobject.c:2440-2443,listobject.c:2454-2456,listobject.c:2460-2460;list_sort_impl;Outermost;0;0;0.02;3.70;1.00;12.35;3.70;269;14.71;14.06;59.20;16.00;59.20;4.79;16.00
Loop 675;libpython3.12.so.1.0;codeobject.c:971-972;_PyCode_CheckLineNumber;Innermost;0;0;0.02;1.00;1.00;10.00;1.25;1;0.00;7.03;1.25;1.25;1.25;0.13;1.00
Loop 3166;libpython3.12.so.1.0;pycore_opcode_utils.h:76-78,flowgraph.c:704-709,flowgraph.c:738-764;_PyCfg_Stackdepth;Innermost;0;0;0.02;1.00;1.00;15.27;2.17;22;0.00;7.24;13.00;13.00;13.00;0.85;6.00
Loop 2661;libpython3.12.so.1.0;assemble.c:435-439,tupleobject.h:34-34,object.h:644-647;_PyAssemble_MakeCodeObject;Single;0;0;0.02;1.00;1.00;13.35;3.10;2;0.00;10.44;3.10;3.10;3.10;0.23;1.00
Loop 1523;libpython3.12.so.1.0;pycore_object.h:150-150,typeobject.c:195-195,typeobject.c:225-231,typeobject.c:6768-6770,typeobject.c:6803-6895,typeobject.c:6901-6955,typeobject.c:6962-6962,typeobject.c:7253-7254,typeobject.c:7270-7272,pycore_pystate.h:118-118,object.h:967-967;type_ready;Single;0;0;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 1476;libpython3.12.so.1.0;typeobject.c:9663-9663,typeobject.c:9669-9673,typeobject.c:9677-9677,typeobject.c:9683-9684,typeobject.c:9782-9784,typeobject.c:9788-9791,typeobject.c:9795-9805,typeobject.c:9815-9815,typeobject.c:9818-9821,typeobject.c:9834-9834,typeobject.c:9840-9840,typeobject.c:9845-9845,typeobject.c:9849-9852,typeobject.c:9855-9855,methodobject.h:41-41,object.h:220-220;update_one_slot;Outermost;0;0;0.02;1.00;1.00;10.67;1.91;2248;0.00;11.59;21.00;21.00;21.00;1.97;11.00
Loop 1442;libpython3.12.so.1.0;typeobject.c:2130-2131;PyType_IsSubtype;Single;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 1103;libpython3.12.so.1.0;dictobject.c:3544-3545;dict_traverse;Single;0;0;0.02;1.00;1.00;10.98;1.40;2;0.00;11.72;1.75;1.75;1.75;0.16;1.25
Loop 674;libpython3.12.so.1.0;codeobject.c:456-459,codeobject.c:472-472,codeobject.c:482-485,codeobject.c:494-494,codeobject.c:857-857,codeobject.c:873-873,codeobject.c:887-887,codeobject.c:961-963,codeobject.c:968-969,codeobject.c:1071-1071;_PyCode_CheckLineNumber;Outermost;0;0;0.02;1.00;1.00;15.67;2.74;10;0.00;6.67;9.60;9.60;9.60;0.61;3.50
Loop 3271;libpython3.12.so.1.0;getargs.c:603-609,getargs.c:632-637,getargs.c:675-675,getargs.c:862-862,getargs.c:1004-1004,getargs.c:1307-1307;convertitem;Single;0;0;0.02;1.00;1.00;16.00;6.00;1;0.00;11.81;9.00;9.00;9.00;0.56;1.50
Loop 2891;libpython3.12.so.1.0;ceval.c:624-624,ceval.c:918-919,ceval.c:930-931,ceval.c:946-946,ceval.c:952-952,ceval.c:992-995,ceval.c:1004-1004,ceval.c:1247-1247,ceval.c:1269-1269,ceval.c:1283-1283,ceval.c:1286-1286,ceval.c:2011-2015,ceval.c:2019-2019,ceval.c:2027-2027,ceval.c:2047-2047,ceval.c:2078-2078,bytecodes.c:607-607,pycore_code.h:344-345,pycore_pyerrors.h:23-23,pycore_frame.h:79-79,pycore_frame.h:153-154,pycore_frame.h:161-161,pycore_frame.h:175-176,pycore_frame.h:207-208,pycore_frame.h:211-211,object.h:243-243;_PyEval_EvalFrameDefault;Outermost;0;0;0.02;1.00;1.00;20.16;3.78;1;0.00;9.48;37.80;37.80;37.80;1.88;10.00
Loop 2869;libpython3.12.so.1.0;ceval.c:1341-1344;initialize_locals;Single;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 2437;libpython3.12.so.1.0;unicodeobject.h:212-212,unicodeobject.h:219-219,unicodeobject.h:248-248,unicodeobject.h:256-256,unicodeobject.h:262-262,unicodeobject.h:280-280,unicodeobject.h:293-299,unicodeobject.h:304-304,unicodeobject.h:317-321,unicodeobject.h:324-324,unicodeobject.h:343-348,unicodeobject.h:351-351,unicodeobject.h:363-363,unicodeobject.h:368-371,unicodeobject.h:375-375,object.h:220-220,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-706,object.h:967-967,unicodeobject.c:277-277,unicodeobject.c:281-283,unicodeobject.c:288-290,unicodeobject.c:296-298,unicodeobject.c:13075-13078,unicodeobject.c:13529-13538,unicodeobject.c:13560-13561,unicodeobject.c:13564-13577,unicodeobject.c:13581-13582,unicodeobject.c:13742-13742,unicodeobject.c:13746-13748,unicodeobject.c:13751-13754,unicodeobject.c:13761-13761,unicodeobject.c:13764-13767,unicodeobject.c:13773-13773,unicodeobject.c:13799-13801,unicodeobject.c:13807-13807,unicodeobject.c:13812-13812,unicodeobject.c:13818-13818,unicodeobject.c:13831-13832,unicodeobject.c:13839-13841,unicodeobject.c:13847-13849,unicodeobject.c:13854-13854,unicodeobject.c:13858-13858,unicodeobject.c:13883-13886,unicodeobject.c:13890-13890,unicodeobject.c:13894-13894,unicodeobject.c:13899-13899,unicodeobject.c:13904-13904,unicodeobject.c:13962-13964,unicodeobject.c:13971-13972,unicodeobject.c:13983-13983,unicodeobject.c:13992-13992,unicodeobject.c:14007-14008,unicodeobject.c:14013-14014,unicodeobject.c:14024-14028,unicodeobject.c:14033-14033,unicodeobject.c:14064-14065,unicodeobject.c:14068-14068,unicodeobject.c:14072-14072,unicodeobject.c:14076-14078,unicodeobject.c:14083-14083,unicodeobject.c:14087-14092,unicodeobject.c:14116-14117,unicodeobject.c:14133-14135,unicodeobject.c:14141-14142,unicodeobject.c:14146-14146,unicodeobject.c:14149-14149,unicodeobject.c:14154-14154,unicodeobject.c:14176-14178,unicodeobject.c:14181-14183,unicodeobject.c:14186-14186,unicodeobject.c:14193-14194,unicodeobject.c:14199-14217,unicodeobject.c:14221-14225,unicodeobject.c:14228-14229,unicodeobject.c:14232-14234,unicodeobject.c:14237-14240,unicodeobject.c:14244-14250,unicodeobject.c:14256-14256,unicodeobject.c:14259-14268,unicodeobject.c:14272-14275,unicodeobject.c:14281-14286,unicodeobject.c:14289-14292,unicodeobject.c:14297-14300,unicodeobject.c:14304-14307,unicodeobject.c:14336-14336,unicodeobject.c:14340-14340,unicodeobject.c:14346-14346,unicodeobject.c:14350-14353,unicodeobject.c:14365-14365,unicodeobject.c:14423-14425,unicodeobject.c:14434-14436,unicodeobject.c:14439-14439;PyUnicode_Format;Outermost;0;0;0.02;3.23;1.00;24.39;3.42;1;10.66;10.43;499.00;154.50;499.00;20.46;146.00
Loop 2322;libpython3.12.so.1.0;object.h:243-243,object.h:701-701,object.h:705-706,object.h:798-798,unicodeobject.c:4649-4649,unicodeobject.c:4685-4687,unicodeobject.c:4700-4700,unicodeobject.c:4759-4764,unicodeobject.c:4767-4771,codecs.h:84-84,codecs.h:237-238;unicode_decode_utf8;Outermost;0;0;0.02;1.00;1.00;11.72;2.31;1;5.71;12.14;19.60;19.60;19.60;1.67;8.50
Loop 2186;libpython3.12.so.1.0;unicodeobject.h:219-219,unicodeobject.h:248-248,unicodeobject.h:256-256,unicodeobject.h:262-262,unicodeobject.h:280-280,unicodeobject.c:9631-9648;_PyUnicode_JoinArray;Single;0;0;0.02;1.00;1.00;8.00;2.88;9;0.00;12.50;7.20;7.20;7.20;0.90;2.50
Loop 2138;libpython3.12.so.1.0;unicodeobject.c:3154-3177;PyUnicode_AsEncodedString;Single;0;0;0.02;1.00;1.00;32.28;1.45;7;0.00;7.42;5.80;5.80;5.80;0.18;4.00
Loop 1731;libpython3.12.so.1.0;unicodeobject.h:248-248,unicodeobject.h:256-256,unicodeobject.h:262-262,unicodeobject.h:280-280,unicodeobject.h:317-321,unicodeobject.h:324-324,find.h:113-114,object.h:220-220,unicodeobject.c:9200-9202,unicodeobject.c:9205-9205,unicodeobject.c:9208-9212,unicodeobject.c:9219-9221,unicodeobject.c:9224-9229,unicodeobject.c:9236-9236,unicodeobject.c:12842-12844,unicodeobject.c:12854-12854;unicode_startswith;Outermost;0;0;0.02;1.00;1.00;31.09;1.67;5070;0.00;7.68;40.80;40.80;40.80;1.31;24.50
Loop 1465;libpython3.12.so.1.0;typeobject.c:225-231,typeobject.c:4679-4687,pycore_pystate.h:118-118;find_name_in_mro;Single;0;0;0.02;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
Loop 1387;libpython3.12.so.1.0;tupleobject.c:639-644;tuplerichcompare;Single;0;0;0.02;1.00;1.00;12.31;1.33;1;0.00;10.94;2.00;2.00;2.00;0.16;1.50
Loop 1375;libpython3.12.so.1.0;tupleobject.c:607-608;tupletraverse;Single;0;0;0.02;1.00;1.00;11.43;1.20;2;0.00;11.72;1.50;1.50;1.50;0.13;1.25
Loop 1210;libpython3.12.so.1.0;odictobject.c:1408-1409;odict_traverse;Single;0;0;0.02;1.00;1.00;10.00;1.00;2;0.00;11.72;2.00;2.00;2.00;0.20;2.00
Loop 845;libpython3.12.so.1.0;object.h:243-243,object.h:701-706,object.h:798-798,listobject.c:355-358;list_dealloc;Single;0;0;0.02;1.00;NA;NA;1.12;4;0.00;11.39;1.82;1.82;NA;NA;1.63
