name;time_p;time_s;cpi_ratio;
/usr/lib/ld-linux-x86-64.so.2;0.05;0.04;;
/home/aaron/intelpython3/lib/python3.9/site-packages/sklearn/utils/_heap.cpython-39-x86_64-linux-gnu.so;0.05;0.04;;
/home/aaron/intelpython3/lib/python3.9/site-packages/pandas/_libs/missing.cpython-39-x86_64-linux-gnu.so;0.03;0.03;;
/home/aaron/intelpython3/lib/python3.9/site-packages/pandas/_libs/interval.cpython-39-x86_64-linux-gnu.so;0.03;0.02;;
/home/aaron/intelpython3/lib/python3.9/site-packages/pandas/_libs/indexing.cpython-39-x86_64-linux-gnu.so;0.02;0.02;;
/home/aaron/intelpython3/lib/python3.9/site-packages/pandas/_libs/tslibs/offsets.cpython-39-x86_64-linux-gnu.so;0.02;0.02;;
/home/aaron/intelpython3/lib/python3.9/site-packages/sklearn/neighbors/_partition_nodes.cpython-39-x86_64-linux-gnu.so;0.02;0.02;;
/home/aaron/intelpython3/lib/libmkl_rt.so.2;0.01;0.01;;
/home/aaron/intelpython3/lib/python3.9/site-packages/pandas/_libs/arrays.cpython-39-x86_64-linux-gnu.so;0.01;0.01;;
/home/aaron/intelpython3/lib/libstdc++.so.6.0.32;0.01;0;;
/home/aaron/intelpython3/lib/python3.9/site-packages/mkl/_py_mkl_service.cpython-39-x86_64-linux-gnu.so;0.01;0;;
/home/aaron/intelpython3/lib/python3.9/site-packages/numpy/random/_generator.cpython-39-x86_64-linux-gnu.so;0.01;0;;
/home/aaron/intelpython3/lib/python3.9/site-packages/scipy/sparse/_csparsetools.cpython-39-x86_64-linux-gnu.so;0.01;0;;
/home/aaron/intelpython3/lib/python3.9/site-packages/sklearn/_loss/_loss.cpython-39-x86_64-linux-gnu.so;0.01;0;;
/home/aaron/intelpython3/lib/python3.9/site-packages/sklearn/metrics/_dist_metrics.cpython-39-x86_64-linux-gnu.so;0.01;0;;
