ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 3960;libpython3.12.so.1.0;gcmodule.c:322-323,pycore_gc.h:60-60;gc_collect_main;Innermost;0.07;0.04;0.17;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 9850;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::set_output(int, tensorflow::Tensor const&);Single;0.06;0.03;0.16;1.00;1.00;57.60;3.00;1;0.00;8.59;6.00;6.00;6.00;0.10;2.00
Loop 1146;libpython3.12.so.1.0;dictobject.c:881-883,dictobject.c:972-974,dictobject.c:1059-1063,dictobject.c:1078-1078,pycore_dict.h:134-135;_Py_dict_lookup;Outermost;0.06;0.03;0.15;1.00;1.00;13.38;6.13;16;0.00;10.71;9.20;9.20;9.20;0.69;1.50
Loop 9847;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::forward_input_or_allocate_output(absl::lts_20230802::Span<int const>, int, tensorflow::TensorShape const&, tensorflow::Tensor**, int*);Single;0.06;0.03;0.15;1.00;1.00;12.80;2.40;1;0.00;9.38;2.40;2.40;2.40;0.19;1.00
Loop 6692;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ProcessOutputs(tensorflow::NodeItem const&, tensorflow::OpKernelContext*, tensorflow::Entry*, tensorflow::NodeExecStatsInterface*);Single;0.06;0.03;0.14;2.14;1.00;18.78;2.50;580;10.91;11.59;60.00;28.00;60.00;3.20;24.00
Loop 3962;libpython3.12.so.1.0;gcmodule.c:648-652,pycore_gc.h:60-60;gc_collect_main;Innermost;0.05;0.02;0.11;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1145;libpython3.12.so.1.0;dictobject.c:344-360,dictobject.c:978-993,dictobject.c:1003-1007,object.h:243-243,object.h:644-647,object.h:701-706;_Py_dict_lookup;Innermost;0.04;0.02;0.1;1.00;1.00;11.41;2.19;32;0.00;10.99;16.40;16.40;16.40;1.44;7.50
Loop 6666;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.04;0.02;0.09;1.00;1.00;31.58;3.00;1;0.00;8.59;7.50;7.50;7.50;0.24;2.50
Loop 3961;libpython3.12.so.1.0;gcmodule.c:663-667,pycore_gc.h:60-60;gc_collect_main;Innermost;0.04;0.02;0.08;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 38031;libtensorflow_framework.so.2;;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);Outermost;0.03;0.02;0.08;1.00;1.00;33.58;2.67;1896;0.00;8.92;20.00;20.00;20.00;0.60;7.50
Loop 4211;libtensorflow_framework.so.2;;std::vector<tensorflow::DtypeAndPartialTensorShape, std::allocator<tensorflow::DtypeAndPartialTensorShape> >::operator=(std::vector<tensorflow::DtypeAndPartialTensorShape, std::allocator<tensorflow::DtypeAndPartialTensorShape> > const&);Single;0.03;0.02;0.08;1.48;1.00;10.49;3.40;2;12.50;11.98;3.40;2.30;3.40;0.32;1.00
Loop 7935;libtensorflow_framework.so.2;;tensorflow::MklCPUAllocator::DeallocateRaw(void*);Single;0.03;0.02;0.08;1.00;1.00;2.46;4.00;2;0.00;10.94;8.00;8.00;8.00;3.25;2.00
Loop 1451;libpython3.12.so.1.0;typeobject.c:1949-1950;subtype_dealloc;Single;0.03;0.01;0.07;1.00;NA;NA;1.00;1;NA;NA;2.00;2.00;NA;NA;2.00
Loop 6782;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);Single;0.02;0.01;0.07;1.00;1.00;14.10;3.20;7;0.00;11.61;8.00;8.00;8.00;0.57;2.50
Loop 3963;libpython3.12.so.1.0;gcmodule.c:86-86,gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:596-602,gcmodule.c:609-609,gcmodule.c:636-636,pycore_gc.h:74-74;gc_collect_main;Innermost;0.02;0.01;0.06;1.00;1.00;8.00;1.53;1;0.00;12.50;4.60;4.60;4.60;0.57;3.00
Loop 2877;libpython3.12.so.1.0;ceval.c:1373-1376,ceval.c:1379-1379,ceval.c:1388-1391,ceval.c:1400-1400,ceval.c:1409-1409,ceval.c:1425-1425,ceval.c:1428-1428,ceval.c:1439-1439,ceval.c:1445-1445,ceval.c:1511-1511,ceval.c:1528-1528,object.h:243-243,object.h:967-967;initialize_locals;Outermost;0.02;0.01;0.06;1.00;1.00;15.49;2.76;6;9.09;12.57;13.80;13.80;13.80;0.89;5.00
Loop 9157;libtensorflow_framework.so.2;;tensorflow::KernelAttrsMatch(tensorflow::KernelDef const&, tensorflow::AttrSlice, bool*);Single;0.02;0.01;0.06;1.00;1.00;14.52;3.27;1;0.00;8.75;9.80;9.80;9.80;0.68;3.00
Loop 2914;libpython3.12.so.1.0;bytecodes.c:1478-1480,object.h:644-647;_PyEval_EvalFrameDefault;Single;0.02;0.01;0.05;1.00;1.00;9.60;2.10;2;0.00;10.94;2.10;2.10;2.10;0.22;1.00
Loop 3955;libpython3.12.so.1.0;gcmodule.c:86-86,gcmodule.c:289-292,gcmodule.c:677-677,gcmodule.c:694-701,pycore_gc.h:63-68,pycore_gc.h:74-74;gc_collect_main;Innermost;0.02;0.01;0.05;1.00;1.00;6.27;1.18;2;0.00;12.50;4.70;4.70;4.70;0.75;4.00
Loop 2879;libpython3.12.so.1.0;ceval.c:1389-1391;initialize_locals;Innermost;0.02;0.01;0.05;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 6664;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.02;0.01;0.05;1.00;1.00;12.48;1.07;2;8.33;11.46;3.20;3.20;3.20;0.26;3.00
Loop 2870;libpython3.12.so.1.0;ceval.c:1489-1503,pycore_pyerrors.h:23-23,object.h:644-647;initialize_locals;Single;0.02;0.01;0.05;1.00;1.00;12.00;1.50;6;0.00;11.06;6.00;6.00;6.00;0.50;4.00
Loop 1310;libpython3.12.so.1.0;setobject.c:70-94,object.h:243-243,object.h:644-647,object.h:701-706;set_lookkey;Innermost;0.02;0.01;0.05;1.00;1.00;12.25;1.51;38;0.00;10.88;12.80;12.80;12.80;1.05;8.50
Loop 1190;libpython3.12.so.1.0;dictobject.c:1624-1629,object.h:220-220;_PyDict_FromItems;Single;0.02;0.01;0.05;1.00;1.00;8.00;1.25;1;0.00;12.50;1.25;1.25;1.25;0.16;1.00
Loop 1119;libpython3.12.so.1.0;dictobject.c:671-673,object.h:243-243,object.h:701-706,object.h:798-798;free_keys_object;Single;0.02;0.01;0.05;1.00;1.00;13.09;1.66;16;0.00;10.94;5.80;5.80;5.80;0.44;3.50
Loop 16211;libtensorflow_framework.so.2;;tsl::histogram::ThreadSafeHistogram::Add(double);Single;0.01;0.01;0.05;1.00;1.00;8.00;1.00;2;0.00;12.50;3.00;3.00;3.00;0.38;3.00
Loop 5421;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;Outermost;0.02;0.01;0.05;6.12;1.00;12.87;6.12;1000012;24.81;14.69;146.80;24.00;146.80;11.41;24.00
Loop 3600;libpython3.12.so.1.0;specialize.c:275-300;_PyCode_Quicken;Single;0.02;0.01;0.05;1.00;1.00;39.58;2.35;8;0.00;5.96;11.75;11.75;11.75;0.30;5.00
Loop 2891;libpython3.12.so.1.0;ceval.c:624-624,ceval.c:918-919,ceval.c:930-931,ceval.c:946-946,ceval.c:952-952,ceval.c:992-995,ceval.c:1004-1004,ceval.c:1247-1247,ceval.c:1269-1269,ceval.c:1283-1283,ceval.c:1286-1286,ceval.c:2011-2015,ceval.c:2019-2019,ceval.c:2027-2027,ceval.c:2047-2047,ceval.c:2078-2078,bytecodes.c:607-607,pycore_code.h:344-345,pycore_pyerrors.h:23-23,pycore_frame.h:79-79,pycore_frame.h:153-154,pycore_frame.h:161-161,pycore_frame.h:175-176,pycore_frame.h:207-208,pycore_frame.h:211-211,object.h:243-243;_PyEval_EvalFrameDefault;Outermost;0.02;0.01;0.05;1.00;1.00;20.16;3.78;1;0.00;9.48;37.80;37.80;37.80;1.88;10.00
Loop 1379;libpython3.12.so.1.0;tupleobject.c:325-332;tuplehash;Single;0.02;0.01;0.05;1.00;1.00;8.00;1.00;1;0.00;12.50;8.00;8.00;8.00;1.00;8.00
Loop 845;libpython3.12.so.1.0;object.h:243-243,object.h:701-706,object.h:798-798,listobject.c:355-358;list_dealloc;Single;0.02;0.01;0.05;1.00;NA;NA;1.12;4;0.00;11.39;1.82;1.82;NA;NA;1.63
Loop 2915;libpython3.12.so.1.0;bytecodes.c:2735-2736,object.h:243-243;_PyEval_EvalFrameDefault;Single;0.01;0.01;0.03;1.00;1.00;13.46;1.40;3;0.00;9.90;1.87;1.87;1.87;0.14;1.33
Loop 3959;libpython3.12.so.1.0;gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:621-621,gcmodule.c:631-636,pycore_gc.h:68-68,pycore_gc.h:74-74;gc_collect_main;Innermost;0.01;0.01;0.03;2.10;1.00;6.72;4.20;1;7.14;11.83;4.20;2.00;4.20;0.63;1.00
Loop 3949;libpython3.12.so.1.0;gcmodule.c:243-243,gcmodule.c:289-292,gcmodule.c:986-994,pycore_gc.h:59-68,pycore_gc.h:74-81,object.h:243-243,object.h:644-647,object.h:701-706;gc_collect_main;Innermost;0.01;0.01;0.03;1.00;1.00;8.36;3.13;8;0.00;11.54;9.40;9.40;9.40;1.13;3.00
Loop 2346;libpython3.12.so.1.0;unicodeobject.c:2473-2480;PyUnicode_FromFormatV;Innermost;0.01;0.01;0.03;1.00;1.00;22.59;1.50;1;0.00;10.31;4.50;4.50;4.50;0.20;3.00
Loop 2343;libpython3.12.so.1.0;object.h:243-243,object.h:701-701,object.h:705-706,unicodeobject.c:2348-2349,unicodeobject.c:2352-2353,unicodeobject.c:2357-2358,unicodeobject.c:2375-2376,unicodeobject.c:2379-2380,unicodeobject.c:2384-2385,unicodeobject.c:2388-2388,unicodeobject.c:2438-2451,unicodeobject.c:2460-2474,unicodeobject.c:2485-2489,unicodeobject.c:2492-2493,unicodeobject.c:2496-2511,unicodeobject.c:2515-2515,unicodeobject.c:2519-2519,unicodeobject.c:2522-2522,unicodeobject.c:2526-2526,unicodeobject.c:2529-2529,unicodeobject.c:2633-2633,unicodeobject.c:2637-2644,unicodeobject.c:2647-2647,unicodeobject.c:2654-2655,unicodeobject.c:2661-2661,unicodeobject.c:2696-2696,unicodeobject.c:2761-2762;PyUnicode_FromFormatV;InBetween;0.01;0.01;0.03;1.00;1.00;22.20;2.70;1;0.00;9.15;77.00;77.00;77.00;3.47;28.50
Loop 2893;libpython3.12.so.1.0;bytesobject.h:37-37,ceval.c:930-930,ceval.c:938-938,ceval.c:957-958,ceval.c:962-965,ceval.c:968-968,ceval.c:975-978,ceval.c:982-982,ceval.c:1260-1260,ceval.c:1266-1266,ceval.c:1289-1289,ceval.c:1293-1293,ceval.c:1297-1298,ceval.c:2027-2027,ceval.c:2090-2090,ceval.c:2093-2093,pycore_code.h:344-345,pycore_code.h:350-350,pycore_frame.h:79-79,object.h:234-234;_PyEval_EvalFrameDefault;InBetween;0.01;0.01;0.03;1.00;1.00;36.09;3.63;1;0.00;10.25;21.80;21.80;21.80;0.60;6.00
Loop 1311;libpython3.12.so.1.0;setobject.c:60-62;set_lookkey;Outermost;0.01;0.01;0.03;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA
Loop 1442;libpython3.12.so.1.0;typeobject.c:2130-2131;PyType_IsSubtype;Single;0.01;0.01;0.03;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 1098;libpython3.12.so.1.0;dictobject.c:284-284,dictobject.c:341-341,dictobject.c:378-378,dictobject.c:383-383,dictobject.c:386-388,dictobject.c:394-394,dictobject.c:1397-1397,dictobject.c:1400-1401;build_indices_unicode;Outermost;0.01;0.01;0.03;1.00;1.00;19.29;1.64;10;0.00;9.15;8.20;8.20;8.20;0.42;5.00
Loop 5444;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::GetComponentArgs(absl::lts_20230802::Span<tensorflow::Tensor const>, tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*);Single;0.01;0.01;0.03;5.14;1.00;14.96;5.14;12;10.71;11.33;36.00;7.00;36.00;2.41;7.00
Loop 1465;libpython3.12.so.1.0;typeobject.c:225-231,typeobject.c:4679-4687,pycore_pystate.h:118-118;find_name_in_mro;Single;0.01;0.01;0.03;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
Loop 1387;libpython3.12.so.1.0;tupleobject.c:639-644;tuplerichcompare;Single;0.01;0.01;0.03;1.00;1.00;12.31;1.33;1;0.00;10.94;2.00;2.00;2.00;0.16;1.50
Loop 15974;libtensorflow_framework.so.2;;tensorflow::TensorShapeBase<tensorflow::TensorShape>::RemoveDimRange(int, int);Single;0;0.01;0.03;1.00;1.00;8.00;2.90;6;0.00;12.50;5.80;5.80;5.80;0.72;2.00
Loop 148;libtensorflow_framework.so.2;;tensorflow::Tensor* std::__uninitialized_copy<false>::__uninit_copy<tensorflow::Tensor const*, tensorflow::Tensor*>(tensorflow::Tensor const*, tensorflow::Tensor const*, tensorflow::Tensor*);Single;0.01;0.01;0.03;1.33;1.00;9.83;2.53;4;15.48;11.58;3.80;2.85;3.80;0.39;1.50
Loop 2919;libpython3.12.so.1.0;bytecodes.c:2812-2814,object.h:644-647;_PyEval_EvalFrameDefault;Single;0.01;0;0.02;1.00;1.00;12.97;2.10;2;0.00;8.07;2.10;2.10;2.10;0.16;1.00
Loop 3943;libpython3.12.so.1.0;gcmodule.c:86-86,gcmodule.c:333-333,pycore_gc.h:60-60;gc_collect_main;Innermost;0.01;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 3942;libpython3.12.so.1.0;gcmodule.c:322-323,pycore_gc.h:60-60;gc_collect_main;Innermost;0.01;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 6658;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);Single;0.01;0;0.02;1.00;1.00;2.46;5.33;8;0.00;11.25;16.00;16.00;16.00;6.50;3.00
Loop 9843;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::~OpKernelContext();Single;0.01;0;0.02;1.00;1.00;8.00;1.44;3;0.00;12.50;1.92;1.92;1.92;0.24;1.33
Loop 8484;libtensorflow_framework.so.2;;tensorflow::data::BackgroundWorker::WorkerLoop();Innermost;0.01;0;0.02;1.00;1.00;8.00;1.80;1;0.00;12.50;1.80;1.80;1.80;0.23;1.00
Loop 6778;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::SimplePropagatorState(tensorflow::ImmutableExecutorState const&, long, tensorflow::ImmutableExecutorState::FrameInfo const&, bool);Single;0.01;0;0.02;1.00;1.00;8.00;4.00;1;0.00;6.25;4.00;4.00;4.00;0.50;1.00
Loop 2930;libpython3.12.so.1.0;ceval.c:1660-1661,object.h:644-647;_PyEval_Vector;Single;0.01;0;0.02;1.00;1.00;16.00;1.30;2;0.00;6.25;1.30;1.30;1.30;0.08;1.00
Loop 1103;libpython3.12.so.1.0;dictobject.c:3544-3545;dict_traverse;Single;0.01;0;0.02;1.00;1.00;10.98;1.40;2;0.00;11.72;1.75;1.75;1.75;0.16;1.25
Loop 1045;libpython3.12.so.1.0;longobject.c:1195-1196;PyLong_FromSsize_t;Single;0.01;0;0.02;1.00;1.00;13.33;1.25;1;0.00;7.81;1.25;1.25;1.25;0.09;1.00
Loop 42836;libtensorflow_framework.so.2;;nsync::nsync_cv_wait_with_deadline(nsync::nsync_cv_s_*, nsync::nsync_mu_s_*, timespec, nsync::nsync_note_s_*);Outermost;0;0;0.02;1.00;1.00;14.10;3.26;18;0.00;8.13;11.40;11.40;11.40;0.81;3.50
Loop 38048;libtensorflow_framework.so.2;;tsl::Hash64(char const*, unsigned long, unsigned long);Single;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;8.00;8.00;8.00;1.00;8.00
Loop 25524;libtensorflow_framework.so.2;;tsl::BFCAllocator::FindChunkPtr(int, unsigned long, unsigned long, unsigned long);Outermost;0.01;0;0.02;1.00;1.00;10.04;1.00;4;0.00;11.46;5.00;5.00;5.00;0.50;5.00
Loop 9849;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::allocate_temp(tensorflow::DataType, tensorflow::TensorShape const&, tensorflow::Tensor*, tsl::AllocatorAttributes, tsl::AllocationAttributes const&);Single;0.01;0;0.02;5.52;1.00;9.19;7.14;1;28.87;14.74;46.40;8.40;46.40;5.05;6.50
Loop 9616;libtensorflow_framework.so.2;;std::__cxx11::list<std::shared_ptr<tensorflow::data::model::Node>, std::allocator<std::shared_ptr<tensorflow::data::model::Node> > >::remove(std::shared_ptr<tensorflow::data::model::Node> const&);Single;0;0;0.02;1.00;1.00;13.83;2.60;13;0.00;10.66;13.00;13.00;13.00;0.94;5.00
Loop 8744;libtensorflow_framework.so.2;;tsl::gtl::FlatMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tensorflow::FunctionRecord*, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;Single;0.01;0;0.02;1.00;1.00;12.81;1.32;3;0.00;10.25;5.30;5.30;5.30;0.41;4.00
Loop 8710;libtensorflow_framework.so.2;;tensorflow::FunctionCallFrame::SetArgs(absl::lts_20230802::Span<tensorflow::Tensor const>);Single;0.01;0;0.02;2.50;1.00;18.82;2.50;84;12.50;10.94;12.50;5.00;12.50;0.66;5.00
Loop 7509;libtensorflow_framework.so.2;;absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const*>, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const*> > >::const_iterator absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const*>, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const*> > >::find<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;Outermost;0.01;0;0.02;1.83;1.00;7.57;3.53;3;73.13;20.92;3.53;1.93;3.53;0.47;1.00
Loop 5512;libtensorflow_framework.so.2;;std::_Function_handler<void (absl::lts_20230802::Status const&), tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const::$_1>::_M_invoke(std::_Any_data const&, absl::lts_20230802::Status const&);Innermost;0.01;0;0.02;1.00;1.00;21.49;7.12;1;0.00;11.54;35.60;35.60;35.60;1.66;5.00
Loop 3362;libpython3.12.so.1.0;ceval_gil.c:67-67,ceval_gil.c:76-76,ceval_gil.c:417-417,ceval_gil.c:483-487,pycore_pystate.h:19-19,pycore_pystate.h:59-59;take_gil;Single;0.01;0;0.02;1.00;1.00;14.62;3.87;1;0.00;8.75;11.60;11.60;11.60;0.79;3.00
