ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 1330;python3.12;pycore_pystate.h:118-118,pycore_gc.h:60-68,pycore_gc.h:74-74,object.h:243-243,gcmodule.c:107-107,gcmodule.c:289-292,gcmodule.c:424-424,gcmodule.c:430-433;deduce_unreachable;Single;0.11;0.05;0.21;1.00;1.00;8.44;1.85;2;0.00;10.40;3.70;3.70;3.70;0.44;2.00
Loop 1320;python3.12;pycore_gc.h:60-60,gcmodule.c:322-323;gc_collect_main;Innermost;0.09;0.05;0.19;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 6662;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);InBetween;0.07;0.05;0.18;5.14;1.00;14.43;5.14;1;11.68;11.69;262.00;51.00;262.00;18.16;51.00
Loop 9847;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::forward_input_or_allocate_output(absl::lts_20230802::Span<int const>, int, tensorflow::TensorShape const&, tensorflow::Tensor**, int*);Single;0.09;0.05;0.18;1.00;1.00;12.80;2.40;1;0.00;9.38;2.40;2.40;2.40;0.19;1.00
Loop 1603;python3.12;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,typeobject.c:891-913,typeobject.c:4725-4733,typeobject.c:4741-4743,typeobject.c:4758-4766,typeobject.c:4815-4829,typeobject.c:4839-4849,typeobject.c:4860-4862,typeobject.c:4869-4869,typeobject.c:4875-4875,typeobject.c:4882-4882,typeobject.c:4890-4891,pycore_object.h:150-150,object.h:220-220,object.h:243-243,object.h:644-647,object.h:701-705,object.h:798-798;_Py_type_getattro;Single;0.09;0.05;0.18;1.00;1.00;13.86;2.24;1;0.00;9.79;47.00;47.00;47.00;3.39;21.00
Loop 1325;python3.12;typeobject.c:5307-5307,tupleobject.c:136-136,tupleobject.c:140-141,tupleobject.c:145-145,pycore_gc.h:40-40,pycore_gc.h:59-60,pycore_gc.h:63-63,pycore_gc.h:68-68,pycore_gc.h:74-74,pycore_object.h:248-249,pycore_object.h:331-332,object.h:220-220,object.h:234-234,gcmodule.c:648-648,gcmodule.c:651-651;gc_collect_main;Outermost;0.09;0.04;0.17;1.00;1.00;19.55;1.58;562;0.00;11.03;17.40;17.40;17.40;0.89;11.00
Loop 936;python3.12;dictobject.c:934-937;_Py_dict_lookup;Innermost;0.08;0.04;0.16;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 6782;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::PropagateOutputs(tensorflow::SimplePropagatorState::TaggedNode const&, absl::lts_20230802::InlinedVector<tensorflow::Entry, 4ul, std::allocator<tensorflow::Entry> >*, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);Single;0.05;0.04;0.15;1.00;1.00;14.10;3.20;7;0.00;11.61;8.00;8.00;8.00;0.57;2.50
Loop 1926;python3.12;object.c:894-895,tupleobject.c:325-332,object.h:220-220;tuplehash;Single;0.06;0.03;0.13;1.00;1.00;8.00;2.33;1;0.00;12.50;3.50;3.50;3.50;0.44;1.50
Loop 942;python3.12;object.c:871-875,dictobject.c:979-981,dictobject.c:984-984,dictobject.c:989-989,dictobject.c:992-993,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-706;_Py_dict_lookup;InBetween;0.06;0.03;0.12;1.00;1.00;8.46;2.52;1;0.00;11.43;16.40;16.40;16.40;1.94;6.50
Loop 4211;libtensorflow_framework.so.2;;std::vector<tensorflow::DtypeAndPartialTensorShape, std::allocator<tensorflow::DtypeAndPartialTensorShape> >::operator=(std::vector<tensorflow::DtypeAndPartialTensorShape, std::allocator<tensorflow::DtypeAndPartialTensorShape> > const&);Single;0.06;0.03;0.12;1.48;1.00;10.49;3.40;2;12.50;11.98;3.40;2.30;3.40;0.32;1.00
Loop 935;python3.12;dictobject.c:344-346,dictobject.c:933-933,dictobject.c:942-953,dictobject.c:961-962;_Py_dict_lookup;Innermost;0.05;0.03;0.11;1.00;1.00;13.26;2.00;1;0.00;11.61;6.00;6.00;6.00;0.45;3.00
Loop 1323;python3.12;pycore_gc.h:59-60,gcmodule.c:663-666;gc_collect_main;Innermost;0.05;0.03;0.1;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1230;python3.12;object.c:864-864,object.c:871-875,object.h:243-243,object.h:647-647,object.h:701-701,object.h:967-967,ceval.c:1373-1376,ceval.c:1379-1379,ceval.c:1388-1391,ceval.c:1397-1400,ceval.c:1403-1403,ceval.c:1409-1409,ceval.c:1425-1425,ceval.c:1428-1428,ceval.c:1439-1439,ceval.c:1445-1445;initialize_locals;Outermost;0.05;0.03;0.1;1.00;1.00;12.68;2.06;52;0.00;11.48;32.00;32.00;32.00;2.52;15.50
Loop 1227;python3.12;dictobject.c:284-284,dictobject.c:1755-1769,object.h:644-647,object.h:967-967,ceval.c:1489-1496;initialize_locals;Innermost;0.04;0.02;0.09;1.00;1.00;18.10;1.82;7;0.00;11.35;8.20;8.20;8.20;0.45;4.50
Loop 6692;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ProcessOutputs(tensorflow::NodeItem const&, tensorflow::OpKernelContext*, tensorflow::Entry*, tensorflow::NodeExecStatsInterface*);Single;0.03;0.02;0.08;2.14;1.00;18.78;2.50;580;10.91;11.59;60.00;28.00;60.00;3.20;24.00
Loop 1338;python3.12;typeobject.c:5307-5307,dictobject.c:3544-3545,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;dict_traverse;Single;0.04;0.02;0.08;1.00;1.00;21.56;1.65;10;0.00;11.51;6.60;6.60;6.60;0.31;4.00
Loop 1582;python3.12;object.c:2611-2611,object.c:2625-2625,call.c:491-496,call.c:503-512,typeobject.c:900-904,typeobject.c:2185-2189,typeobject.c:2196-2197,typeobject.c:4758-4766,typeobject.c:9010-9015,typeobject.c:9023-9024,object.h:220-220,object.h:234-234,object.h:243-243,object.h:644-647,object.h:701-705,string3.h:51-51;slot_tp_init;Single;0.04;0.02;0.08;1.00;1.00;16.82;2.91;1;0.00;9.71;27.60;27.60;27.60;1.64;9.50
Loop 6778;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::SimplePropagatorState(tensorflow::ImmutableExecutorState const&, long, tensorflow::ImmutableExecutorState::FrameInfo const&, bool);Single;0.04;0.02;0.07;1.00;1.00;8.00;4.00;1;0.00;6.25;4.00;4.00;4.00;0.50;1.00
Loop 2232;python3.12;object.c:871-875,unicodeobject.c:10735-10735,object.h:243-243,object.h:644-647,object.h:701-706,setobject.c:70-94;_in_weak_set;Innermost;0.04;0.02;0.07;1.00;1.00;13.66;1.74;50;0.00;10.55;17.40;17.40;17.40;1.27;10.00
Loop 2041;python3.12;typeobject.c:1806-1806,typeobject.c:5307-5307,dictobject.c:5588-5589,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;subtype_traverse;Single;0.04;0.02;0.07;1.00;1.00;12.01;2.17;10;0.00;11.59;7.60;7.60;7.60;0.63;3.50
Loop 1328;python3.12;pycore_gc.h:68-68,pycore_gc.h:74-74,gcmodule.c:86-86,gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:596-602,gcmodule.c:621-621,gcmodule.c:631-636;deduce_unreachable;Single;0.04;0.02;0.07;1.11;1.00;8.24;1.33;2;3.57;11.99;4.00;3.60;4.00;0.49;3.00
Loop 1129;python3.12;codeobject.c:448-448,instrumentation.c:543-556,specialize.c:275-300;_PyCode_New;Innermost;0.03;0.02;0.06;1.00;1.00;24.58;2.04;16;0.00;7.14;13.25;13.25;13.25;0.54;6.50
Loop 945;python3.12;dictobject.c:344-346,dictobject.c:933-933,dictobject.c:942-953,dictobject.c:961-962;unicodekeys_lookup_unicode;Innermost;0.03;0.02;0.06;1.00;1.00;13.63;1.64;1;0.00;11.25;5.75;5.75;5.75;0.42;3.50
Loop 1311;python3.12;floatobject.c:2008-2008,floatobject.c:2014-2017,typeobject.c:5307-5307,tupleobject.c:974-974,dictobject.c:1133-1133,dictobject.c:1137-1142,dictobject.c:1148-1153,dictobject.c:1159-1163,pycore_gc.h:37-37,pycore_gc.h:40-40,pycore_gc.h:59-60,pycore_gc.h:63-63,pycore_gc.h:68-68,pycore_gc.h:74-75,pycore_object.h:248-250,pycore_object.h:331-332,pycore_pyerrors.h:23-23,object.h:220-220,gcmodule.c:236-238,gcmodule.c:243-243,gcmodule.c:301-301,gcmodule.c:321-322,gcmodule.c:663-663,gcmodule.c:666-666,gcmodule.c:716-716,gcmodule.c:746-746,gcmodule.c:774-774,gcmodule.c:786-786,gcmodule.c:952-952,gcmodule.c:1056-1059,gcmodule.c:1184-1184,gcmodule.c:1200-1200,gcmodule.c:1256-1257,gcmodule.c:1277-1277,gcmodule.c:1284-1284,gcmodule.c:1302-1302,gcmodule.c:1307-1307,gcmodule.c:1312-1314,gcmodule.c:1328-1329,gcmodule.c:1342-1346,gcmodule.c:1350-1352,gcmodule.c:1360-1360,pycore_dict.h:134-135;gc_collect_main;Outermost;0.03;0.01;0.05;2.13;1.00;13.06;2.13;1;6.74;12.26;121.60;57.00;121.60;9.31;57.00
Loop 1238;python3.12;bytesobject.h:37-37,pycore_pyerrors.h:23-23,object.h:234-234,object.h:243-243,pycore_frame.h:79-79,pycore_frame.h:153-154,pycore_frame.h:161-161,pycore_frame.h:175-176,pycore_frame.h:207-208,pycore_frame.h:211-211,ceval.c:624-624,ceval.c:915-915,ceval.c:918-918,ceval.c:930-931,ceval.c:938-938,ceval.c:946-948,ceval.c:958-958,ceval.c:992-995,ceval.c:1003-1005,ceval.c:1259-1260,ceval.c:1266-1266,ceval.c:1269-1269,ceval.c:2027-2027,ceval.c:2047-2047,ceval.c:2078-2078,pycore_code.h:344-345;_PyEval_EvalFrameDefault;InBetween;0.03;0.01;0.05;1.00;1.00;18.08;2.37;1;0.00;10.20;30.80;30.80;30.80;1.70;13.00
Loop 38031;libtensorflow_framework.so.2;;Eigen::ThreadPoolTempl<tsl::thread::EigenEnvironment>::WorkerLoop(int);Outermost;0.02;0.01;0.04;1.00;1.00;33.58;2.67;1896;0.00;8.92;20.00;20.00;20.00;0.60;7.50
Loop 1116;python3.12;object.c:2611-2611,object.c:2625-2625,dictobject.c:671-673,object.h:243-243,object.h:701-705,object.h:798-798;dict_dealloc;Single;0.02;0.01;0.04;1.00;1.00;11.26;1.87;16;0.00;11.81;8.40;8.40;8.40;0.75;4.50
Loop 6664;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.02;0.01;0.04;1.00;1.00;12.48;1.07;2;8.33;11.46;3.20;3.20;3.20;0.26;3.00
Loop 1346;python3.12;typeobject.c:5307-5307,tupleobject.c:607-608,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;tupletraverse;Innermost;0.02;0.01;0.04;1.00;1.00;28.44;1.45;9;0.00;10.94;5.80;5.80;5.80;0.20;4.00
Loop 1546;python3.12;pycore_pystate.h:82-82,object.c:790-795,object.c:799-801,object.c:805-807,object.c:840-840,object.c:864-864,object.c:872-875,typeobject.c:335-335,typeobject.c:2124-2124,typeobject.c:2130-2130,typeobject.c:5557-5557,tupleobject.c:356-357,pycore_ceval.h:121-121,pycore_ceval.h:134-134,pycore_ceval.h:143-143,object.h:220-220,object.h:234-234,object.h:243-243,object.h:644-644,object.h:701-701;tuplecontains;Outermost;0.02;0.01;0.04;1.00;1.00;13.59;1.72;44;0.00;9.38;26.60;26.60;26.60;1.96;15.50
Loop 5444;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::GetComponentArgs(absl::lts_20230802::Span<tensorflow::Tensor const>, tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*);Single;0.02;0.01;0.04;5.14;1.00;14.96;5.14;12;10.71;11.33;36.00;7.00;36.00;2.41;7.00
Loop 5421;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;Outermost;0.02;0.01;0.04;6.12;1.00;12.87;6.12;1000012;24.81;14.69;146.80;24.00;146.80;11.41;24.00
Loop 6659;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);Single;0.01;0.01;0.03;1.00;1.00;2.46;5.33;8;0.00;11.41;16.00;16.00;16.00;6.50;3.00
Loop 6658;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);Single;0.02;0.01;0.03;1.00;1.00;2.46;5.33;8;0.00;11.25;16.00;16.00;16.00;6.50;3.00
Loop 1333;python3.12;listobject.c:2704-2705,typeobject.c:5307-5307,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;list_traverse;Innermost;0.01;0.01;0.03;1.00;1.00;32.56;1.50;9;0.00;10.68;6.00;6.00;6.00;0.18;4.00
Loop 1001;python3.12;listobject.c:355-358,object.c:2611-2611,object.c:2625-2625,object.h:243-243,object.h:701-705,object.h:798-798;list_dealloc;Single;0.01;0.01;0.03;1.00;1.00;11.70;1.18;4;0.00;11.35;1.93;1.93;1.93;0.16;1.63
Loop 14375;libtensorflow_framework.so.2;;absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > >, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > > > >::const_iterator absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > >, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > > > >::find<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;Outermost;0.01;0.01;0.03;1.83;1.00;7.57;3.53;3;73.13;20.92;3.53;1.93;3.53;0.47;1.00
Loop 3845;python3.12;pycore_frame.h:175-176,pycore_frame.h:182-183;PyFrame_GetBack;Single;0.01;0.01;0.03;1.00;1.00;40.00;1.25;1;0.00;7.03;2.50;2.50;2.50;0.06;2.00
Loop 9157;libtensorflow_framework.so.2;;tensorflow::KernelAttrsMatch(tensorflow::KernelDef const&, tensorflow::AttrSlice, bool*);Single;0.01;0.01;0.03;1.00;1.00;14.52;3.27;1;0.00;8.75;9.80;9.80;9.80;0.68;3.00
Loop 2100;python3.12;codeobject.c:1858-1862,instrumentation.c:543-556;code_hash;Single;0.01;0.01;0.03;1.00;1.00;11.74;2.50;4;0.00;9.29;5.00;5.00;5.00;0.43;2.00
Loop 1439;python3.12;object.c:1516-1516,object.c:2611-2611,object.c:2625-2625,object.c:2649-2649,object.h:243-243,object.h:701-705;_PyObject_GenericGetAttrWithDict;Single;0.01;0.01;0.03;1.00;1.00;12.57;2.08;1;0.00;10.63;5.20;5.20;5.20;0.41;2.50
Loop 1174;python3.12;typeobject.c:225-225,typeobject.c:231-231,typeobject.c:10215-10231,typeobject.c:10263-10263,dictobject.c:284-284,dictobject.c:1755-1769,pycore_pyerrors.h:23-23,object.h:967-967;do_super_lookup;Innermost;0.01;0.01;0.03;1.00;1.00;26.27;1.82;1;0.00;10.51;8.20;8.20;8.20;0.31;4.50
Loop 1051;python3.12;listobject.c:1057-1058,listobject.c:1532-1532,listobject.c:1538-1538,listobject.c:1544-1545,listobject.c:1548-1555,listobject.c:1566-1568,listobject.c:2003-2003,listobject.c:2023-2027,listobject.c:2046-2046,listobject.c:2049-2049,listobject.c:2053-2053,listobject.c:2260-2260,listobject.c:2275-2275,listobject.c:2291-2292,listobject.c:2298-2300,listobject.c:2320-2320,listobject.c:2327-2329,listobject.c:2332-2332,listobject.c:2335-2335,listobject.c:2358-2359,listobject.c:2364-2366,listobject.c:2374-2376,listobject.c:2379-2379,listobject.c:2382-2386,listobject.c:2396-2396,listobject.c:2399-2400,listobject.c:2403-2403,listobject.c:2406-2406,listobject.c:2414-2414,listobject.c:2419-2420,listobject.c:2472-2478,listobject.c:2481-2481,listobject.c:2489-2489,listobject.c:2495-2495,listobject.c:2498-2500,listobject.c:2509-2509,object.h:220-220,object.h:234-234,object.h:283-283,object.h:644-644,object.h:788-788;list_sort_impl;Outermost;0.01;0.01;0.03;1.00;1.00;12.42;2.12;1;0.00;10.86;69.00;69.00;69.00;5.56;32.50
Loop 1035;python3.12;pycore_pystate.h:118-118,typeobject.c:225-231,typeobject.c:4679-4687,dictobject.c:1733-1740,pycore_pyerrors.h:23-23,object.h:967-967;find_name_in_mro;Single;0.01;0.01;0.03;1.00;1.00;38.61;2.12;4;0.00;8.72;5.83;5.83;5.83;0.15;2.75
Loop 933;python3.12;dictobject.c:344-344,dictobject.c:350-350,dictobject.c:972-974,dictobject.c:978-978,dictobject.c:1060-1062,pycore_dict.h:134-135;_Py_dict_lookup;InBetween;0.01;0.01;0.03;1.00;1.00;14.02;4.83;4;0.00;10.53;3.63;3.63;3.63;0.26;0.75
Loop 38048;libtensorflow_framework.so.2;;tsl::Hash64(char const*, unsigned long, unsigned long);Single;0.01;0.01;0.03;1.00;1.00;8.00;1.00;1;0.00;12.50;8.00;8.00;8.00;1.00;8.00
Loop 36009;libtensorflow_framework.so.2;;tensorflow::BCastList<2>::BCastList(absl::lts_20230802::InlinedVector<long, 4ul, std::allocator<long> > const (&) [2], bool, bool);Innermost;0.01;0.01;0.02;1.00;1.00;20.91;3.06;1152;15.00;12.34;21.40;21.40;21.40;1.02;7.00
Loop 36008;libtensorflow_framework.so.2;;tensorflow::BCastList<2>::BCastList(absl::lts_20230802::InlinedVector<long, 4ul, std::allocator<long> > const (&) [2], bool, bool);Outermost;0.01;0.01;0.02;1.00;1.00;19.94;3.75;1000012;9.47;11.71;71.20;71.20;71.20;3.57;19.00
Loop 1316;python3.12;gcmodule.c:716-719;gc_collect_main;Innermost;0.01;0.01;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 1166;python3.12;pycore_pystate.h:118-118,typeobject.c:225-231,typeobject.c:4679-4687,dictobject.c:1733-1740,pycore_pyerrors.h:23-23,object.h:967-967;update_one_slot;Innermost;0.01;0.01;0.02;1.00;1.00;33.75;2.12;4;0.00;9.73;5.83;5.83;5.83;0.17;2.75
Loop 938;python3.12;unicodeobject.h:250-250,dictobject.c:927-929,dictobject.c:958-958,dictobject.c:1053-1053,dictobject.c:1063-1063,pycore_dict.h:134-135;_Py_dict_lookup;Outermost;0.01;0.01;0.02;1.00;1.00;13.84;8.00;5;0.00;10.94;8.00;8.00;8.00;0.58;1.00
Loop 2045;python3.12;typeobject.c:1755-1761;subtype_traverse;Innermost;0.01;0.01;0.02;1.00;1.00;13.45;1.48;3;0.00;9.13;2.22;2.22;2.22;0.16;1.50
Loop 6666;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.01;0.01;0.02;1.00;1.00;31.58;3.00;1;0.00;8.59;7.50;7.50;7.50;0.24;2.50
Loop 1242;python3.12;ceval.c:1247-1247,ceval.c:1289-1289,ceval.c:1293-1293,pycore_code.h:344-347,pycore_code.h:350-350;_PyEval_EvalFrameDefault;InBetween;0.01;0.01;0.02;1.00;1.00;28.26;2.13;13;0.00;6.33;8.50;8.50;8.50;0.30;4.00
Loop 5425;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;Innermost;0.01;0.01;0.02;2.88;1.00;9.22;2.88;6;13.33;11.98;7.20;2.50;7.20;0.78;2.50
Loop 2044;python3.12;typeobject.c:1755-1759,typeobject.c:5307-5307,dictobject.c:5588-5588,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;subtype_traverse;Innermost;0.01;0.01;0.02;1.00;1.00;15.36;1.95;11;0.00;11.07;7.80;7.80;7.80;0.51;4.00
