address;source_location;insn;indent
0x7098760;:0;PUSH	%RBP;
0x7098858;:0;JMP	70987f8 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x98>;(37129) 
0x709885a;:0;TEST	%RCX,%RCX;
0x709885d;:0;JE	709886b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x10b>;
0x709885f;:0;ADD	%R8,%R12;
0x7098862;:0;ADD	$0x8,%R12;
0x7098866;:0;JMP	7098958 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x1f8>;
0x709886b;:0;VMOVDQA	%XMM2,-0x240(%RBP);
0x7098873;:0;MOV	%R14,%RDI;
0x7098876;:0;MOV	-0x208(%RBP),%RDX;
0x709887d;:0;CALL	7688200 <_ZN10tensorflow8grappler20SymbolicShapeRefiner7AddNodeEPKNS_7NodeDefE@plt>;
0x7098882;:0;CMPQ	$0,(%R14);
0x7098886;:0;JNE	709939b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc3b>;
0x709888c;:0;MOV	-0x218(%RBP),%RDX;
0x7098893;:0;MOV	0x10(%RDX),%RAX;
0x7098897;:0;PREFETCHT2	(%RAX);
0x709889a;:0;MOV	0x18(%RDX),%RCX;
0x709889e;:0;MOV	0x20(%RDX),%RSI;
0x70988a2;:0;MOV	%RAX,%RDI;
0x70988a5;:0;SHR	$0xc,%RDI;
0x70988a9;:0;XOR	%RBX,%RDI;
0x70988ac;:0;XOR	%EDX,%EDX;
0x70988ae;:0;XOR	%R8D,%R8D;
0x70988b1;:0;MOV	-0x208(%RBP),%R11;
0x70988b8;:0;AND	%RSI,%RDI;(37127) 
0x70988bb;:0;VMOVDQU	(%RAX,%RDI,1),%XMM0;(37127) 
0x70988c0;:0;VPCMPEQB	-0x240(%RBP),%XMM0,%XMM1;(37127) 
0x70988c8;:0;VPMOVMSKB	%XMM1,%R9D;(37127) 
0x70988cc;:0;TEST	%R9D,%R9D;(37127) 
0x70988cf;:0;JE	70988f9 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x199>;(37127) 
0x70988d1;:0;MOVZX	%R9W,%R9D;(37127) 
0x70988d5;:0;TZCNT	%R9D,%R10D;  (37128) 
0x70988da;:0;ADD	%RDI,%R10;  (37128) 
0x70988dd;:0;AND	%RSI,%R10;  (37128) 
0x70988e0;:0;IMUL	$0xb0,%R10,%R10;  (37128) 
0x70988e7;:0;CMP	%R11,(%RCX,%R10,1);  (37128) 
0x70988eb;:0;JE	7098914 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x1b4>;  (37128) 
0x70988ed;:0;LEA	-0x1(%R9),%R10D;  (37128) 
0x70988f1;:0;AND	%R9D,%R10D;  (37128) 
0x70988f4;:0;MOV	%R10D,%R9D;  (37128) 
0x70988f7;:0;JNE	70988d5 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x175>;  (37128) 
0x70988f9;:0;VPSIGNB	%XMM0,%XMM0,%XMM0;(37127) 
0x70988fe;:0;VPMOVMSKB	%XMM0,%R9D;(37127) 
0x7098902;:0;TEST	%R9D,%R9D;(37127) 
0x7098905;:0;JNE	7098925 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x1c5>;(37127) 
0x7098907;:0;ADD	%R8,%RDI;(37127) 
0x709890a;:0;ADD	$0x10,%RDI;(37127) 
0x709890e;:0;ADD	$0x10,%R8;(37127) 
0x7098912;:0;JMP	70988b8 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x158>;(37127) 
0x7098914;:0;ADD	%R10,%RCX;
0x7098917;:0;ADD	$0x8,%RCX;
0x709891b;:0;TEST	%RAX,%RAX;
0x709891e;:0;CMOVE	%RAX,%RCX;
0x7098922;:0;MOV	%RCX,%RDX;
0x7098925;:0;MOV	%RDX,-0x1d8(%RBP);
0x709892c;:0;LEA	-0x6645a09(%RIP),%RDI;
0x7098933;:0;LEA	-0x66459dd(%RIP),%RDX;
0x709893a;:0;LEA	-0x1d8(%RBP),%RCX;
0x7098941;:0;MOV	$0x3e3,%ESI;
0x7098946;:0;CALL	7688290 <_ZN3tsl8internal12CheckNotNullIPN10tensorflow8grappler20SymbolicShapeRefiner11NodeContextEEEOT_PKciSA_S8_@plt>;
0x709894b;:0;MOV	(%RAX),%R12;
0x709894e;:0;MOV	-0x220(%RBP),%RAX;
0x7098955;:0;MOVB	$0x1,(%RAX);
0x7098958;:0;MOV	0x38(%R12),%R13;
0x709895d;:0;MOV	0x70(%R12),%RAX;
0x7098962;:0;LEA	0x70(%R12),%RBX;
0x7098967;:0;MOV	0x30(%R13),%RCX;
0x709896b;:0;MOV	0x38(%R13),%RDX;
0x709896f;:0;SUB	%RCX,%RDX;
0x7098972;:0;SHR	$0x3,%RDX;
0x7098976;:0;MOVSXD	%EDX,%RDX;
0x7098979;:0;MOV	0x78(%R12),%RDI;
0x709897e;:0;MOV	%RDI,%R8;
0x7098981;:0;SUB	%RAX,%R8;
0x7098984;:0;SAR	$0x3,%R8;
0x7098988;:0;MOV	%RDX,%RSI;
0x709898b;:0;SUB	%R8,%RSI;
0x709898e;:0;JBE	709899e <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x23e>;
0x7098990;:0;MOV	%RBX,%RDI;
0x7098993;:0;CALL	7640840 <_ZNSt6vectorIN10tensorflow15shape_inference11ShapeHandleESaIS2_EE17_M_default_appendEm@plt>;
0x7098998;:0;MOV	0x30(%R13),%RCX;
0x709899c;:0;JMP	70989ae <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x24e>;
0x709899e;:0;JAE	70989ae <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x24e>;
0x70989a0;:0;LEA	(%RAX,%RDX,8),%RAX;
0x70989a4;:0;CMP	%RAX,%RDI;
0x70989a7;:0;JE	70989ae <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x24e>;
0x70989a9;:0;MOV	%RAX,0x78(%R12);
0x70989ae;:0;LEA	0x40(%R12),%RDI;
0x70989b3;:0;MOV	0x38(%R13),%RAX;
0x70989b7;:0;SUB	%RCX,%RAX;
0x70989ba;:0;MOV	%RAX,%RCX;
0x70989bd;:0;SHR	$0x3,%RCX;
0x70989c1;:0;MOVSXD	%ECX,%RCX;
0x70989c4;:0;MOVQ	$0,-0x1d8(%RBP);
0x70989cf;:0;MOV	0x40(%R12),%R9;
0x70989d4;:0;MOV	0x48(%R12),%RSI;
0x70989d9;:0;MOV	%RSI,%R8;
0x70989dc;:0;SUB	%R9,%R8;
0x70989df;:0;SAR	$0x3,%R8;
0x70989e3;:0;MOV	%RCX,%RDX;
0x70989e6;:0;SUB	%R8,%RDX;
0x70989e9;:0;MOV	%RDI,-0x230(%RBP);
0x70989f0;:0;MOV	%RBX,-0x250(%RBP);
0x70989f7;:0;JBE	7098a0f <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x2af>;
0x70989f9;:0;LEA	-0x1d8(%RBP),%RCX;
0x7098a00;:0;CALL	76882a0 <_ZNSt6vectorIPKN10tensorflow11TensorProtoESaIS3_EE14_M_fill_insertEN9__gnu_cxx17__normal_iteratorIPS3_S5_EEmRKS3_@plt>;
0x7098a05;:0;MOV	0x38(%R13),%RAX;
0x7098a09;:0;SUB	0x30(%R13),%RAX;
0x7098a0d;:0;JMP	7098a1f <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x2bf>;
0x7098a0f;:0;JAE	7098a1f <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x2bf>;
0x7098a11;:0;LEA	(%R9,%RCX,8),%RCX;
0x7098a15;:0;CMP	%RCX,%RSI;
0x7098a18;:0;JE	7098a1f <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x2bf>;
0x7098a1a;:0;MOV	%RCX,0x48(%R12);
0x7098a1f;:0;MOV	%RAX,%RCX;
0x7098a22;:0;SHR	$0x3,%RCX;
0x7098a26;:0;TEST	%ECX,%ECX;
0x7098a28;:0;MOV	%R14,-0x210(%RBP);
0x7098a2f;:0;JLE	7098e5f <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x6ff>;
0x7098a35;:0;LEA	0x10(%R12),%RAX;
0x7098a3a;:0;MOV	%RAX,-0x268(%RBP);
0x7098a41;:0;XOR	%R8D,%R8D;
0x7098a44;:0;LEA	-0x1d8(%RBP),%RSI;
0x7098a4b;:0;MOV	0x677816(%RIP),%RBX;
0x7098a52;:0;MOV	%R13,-0x270(%RBP);
0x7098a59;:0;MOV	-0x270(%RBP),%R13;
0x7098a60;:0;JMP	7098aad <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x34d>;
0x7098a62;:0;MOV	-0x220(%RBP),%RAX;(37124) 
0x7098a69;:0;MOVB	$0x1,(%RAX);(37124) 
0x7098a6c;:0;MOV	%R13,%RDI;(37124) 
0x7098a6f;:0;MOV	%R8D,%ESI;(37124) 
0x7098a72;:0;MOV	%RBX,%RDX;(37124) 
0x7098a75;:0;CALL	7640790 <_ZN10tensorflow15shape_inference16InferenceContext33set_input_handle_shapes_and_typesEiRKSt6vectorINS0_12ShapeAndTypeESaIS3_EE@plt>;(37124) 
0x7098a7a;:0;MOV	-0x240(%RBP),%R8;(37124) 
0x7098a81;:0;INC	%R8;(37124) 
0x7098a84;:0;MOV	0x38(%R13),%RAX;(37124) 
0x7098a88;:0;SUB	0x30(%R13),%RAX;(37124) 
0x7098a8c;:0;MOV	%RAX,%RCX;(37124) 
0x7098a8f;:0;SHR	$0x3,%RCX;(37124) 
0x7098a93;:0;MOVSXD	%ECX,%RCX;(37124) 
0x7098a96;:0;CMP	%RCX,%R8;(37124) 
0x7098a99;:0;LEA	-0x1d8(%RBP),%RSI;(37124) 
0x7098aa0;:0;MOV	0x6777c1(%RIP),%RBX;(37124) 
0x7098aa7;:0;JGE	7098e5f <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x6ff>;(37124) 
0x7098aad;:0;MOV	-0x208(%RBP),%RAX;(37124) 
0x7098ab4;:0;MOV	%RAX,-0x1d8(%RBP);(37124) 
0x7098abb;:0;MOV	%R8,-0x240(%RBP);(37124) 
0x7098ac2;:0;MOV	%R8D,-0x1d0(%RBP);(37124) 
0x7098ac9;:0;MOV	-0x218(%RBP),%R15;(37124) 
0x7098ad0;:0;MOV	(%R15),%RDI;(37124) 
0x7098ad3;:0;CALL	7688280 <_ZNK10tensorflow8grappler8internal17GraphViewInternalIKNS_8GraphDefEKNS_7NodeDefEE15GetRegularFaninERKNS7_9InputPortE@plt>;(37124) 
0x7098ad8;:0;VPXOR	%XMM1,%XMM1,%XMM1;(37124) 
0x7098adc;:0;MOV	%RAX,%RSI;(37124) 
0x7098adf;:0;MOV	%EDX,%R9D;(37124) 
0x7098ae2;:0;MOV	0x10(%R15),%RDI;(37124) 
0x7098ae6;:0;PREFETCHT2	(%RDI);(37124) 
0x7098ae9;:0;ADD	%RBX,%RAX;(37124) 
0x7098aec;:0;MOV	$-0x622015f714c7d297,%RCX;(37124) 
0x7098af6;:0;MUL	%RCX;(37124) 
0x7098af9;:0;XOR	%RDX,%RAX;(37124) 
0x7098afc;:0;ADD	%RSI,%RAX;(37124) 
0x7098aff;:0;MUL	%RCX;(37124) 
0x7098b02;:0;XOR	%RAX,%RDX;(37124) 
0x7098b05;:0;MOV	0x18(%R15),%RCX;(37124) 
0x7098b09;:0;MOV	0x20(%R15),%RAX;(37124) 
0x7098b0d;:0;MOV	%RDX,%R10;(37124) 
0x7098b10;:0;SHR	$0x7,%R10;(37124) 
0x7098b14;:0;MOV	%RDI,%R8;(37124) 
0x7098b17;:0;SHR	$0xc,%R8;(37124) 
0x7098b1b;:0;XOR	%R10,%R8;(37124) 
0x7098b1e;:0;AND	$0x7f,%DL;(37124) 
0x7098b21;:0;VMOVD	%EDX,%XMM0;(37124) 
0x7098b25;:0;VPSHUFB	%XMM1,%XMM0,%XMM0;(37124) 
0x7098b2a;:0;XOR	%EDX,%EDX;(37124) 
0x7098b2c;:0;MOV	-0x250(%RBP),%RBX;(37124) 
0x7098b33;:0;AND	%RAX,%R8;  (37123) 
0x7098b36;:0;VMOVDQU	(%RDI,%R8,1),%XMM1;  (37123) 
0x7098b3c;:0;VPCMPEQB	%XMM1,%XMM0,%XMM2;  (37123) 
0x7098b40;:0;VPMOVMSKB	%XMM2,%R10D;  (37123) 
0x7098b44;:0;TEST	%R10D,%R10D;  (37123) 
0x7098b47;:0;JE	7098b80 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x420>;  (37123) 
0x7098b49;:0;MOVZX	%R10W,%R10D;(37124) 
0x7098b4d;:0;TZCNT	%R10D,%R11D;  (37126) 
0x7098b52;:0;ADD	%R8,%R11;  (37126) 
0x7098b55;:0;AND	%RAX,%R11;  (37126) 
0x7098b58;:0;IMUL	$0xb0,%R11,%R11;  (37126) 
0x7098b5f;:0;CMP	%RSI,(%RCX,%R11,1);  (37126) 
0x7098b63;:0;JE	7098ba0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x440>;  (37126) 
0x7098b65;:0;LEA	-0x1(%R10),%R11D;  (37126) 
0x7098b69;:0;AND	%R10D,%R11D;  (37126) 
0x7098b6c;:0;MOV	%R11D,%R10D;  (37126) 
0x7098b6f;:0;JNE	7098b4d <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x3ed>;  (37126) 
0x7098b71;:0;NOPW	%CS:(%RAX,%RAX,1);  (37123) 
0x7098b80;:0;VPSIGNB	%XMM1,%XMM1,%XMM1;  (37123) 
0x7098b85;:0;VPMOVMSKB	%XMM1,%R10D;  (37123) 
0x7098b89;:0;TEST	%R10D,%R10D;  (37123) 
0x7098b8c;:0;JNE	7098def <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x68f>;  (37123) 
0x7098b92;:0;ADD	%RDX,%R8;  (37123) 
0x7098b95;:0;ADD	$0x10,%R8;  (37123) 
0x7098b99;:0;ADD	$0x10,%RDX;  (37123) 
0x7098b9d;:0;JMP	7098b33 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x3d3>;  (37123) 
0x7098b9f;:0;NOP;
0x7098ba0;:0;TEST	%RDI,%RDI;(37124) 
0x7098ba3;:0;JE	7098def <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x68f>;(37124) 
0x7098ba9;:0;ADD	%R11,%RCX;(37124) 
0x7098bac;:0;MOV	0x40(%RCX),%RAX;(37124) 
0x7098bb0;:0;MOV	0x90(%RAX),%R8;(37124) 
0x7098bb7;:0;SUB	0x88(%RAX),%R8;(37124) 
0x7098bbe;:0;SHR	$0x3,%R8;(37124) 
0x7098bc2;:0;CMP	%R8D,%R9D;(37124) 
0x7098bc5;:0;JGE	70992ea <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xb8a>;(37124) 
0x7098bcb;:0;MOV	0x90(%RCX),%RDX;(37124) 
0x7098bd2;:0;MOV	0x98(%RCX),%RDI;(37124) 
0x7098bd9;:0;SUB	%RDX,%RDI;(37124) 
0x7098bdc;:0;SHR	$0x3,%RDI;(37124) 
0x7098be0;:0;MOVSXD	%R9D,%RSI;(37124) 
0x7098be3;:0;CMP	%EDI,%R9D;(37124) 
0x7098be6;:0;MOV	-0x240(%RBP),%R8;(37124) 
0x7098bed;:0;JGE	7098bfa <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x49a>;(37124) 
0x7098bef;:0;MOV	(%RBX),%RDI;(37124) 
0x7098bf2;:0;MOV	(%RDX,%RSI,8),%RDX;(37124) 
0x7098bf6;:0;MOV	%RDX,(%RDI,%R8,8);(37124) 
0x7098bfa;:0;MOV	0x60(%RCX),%RDX;(37124) 
0x7098bfe;:0;MOV	0x68(%RCX),%RCX;(37124) 
0x7098c02;:0;SUB	%RDX,%RCX;(37124) 
0x7098c05;:0;SHR	$0x3,%RCX;(37124) 
0x7098c09;:0;CMP	%ECX,%R9D;(37124) 
0x7098c0c;:0;MOV	-0x230(%RBP),%RDI;(37124) 
0x7098c13;:0;JGE	7098c25 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x4c5>;(37124) 
0x7098c15;:0;MOV	(%RDX,%RSI,8),%RCX;(37124) 
0x7098c19;:0;TEST	%RCX,%RCX;(37124) 
0x7098c1c;:0;JE	7098c25 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x4c5>;(37124) 
0x7098c1e;:0;MOV	(%RDI),%RDX;(37124) 
0x7098c21;:0;MOV	%RCX,(%RDX,%R8,8);(37124) 
0x7098c25;:0;MOV	0x88(%RAX),%RCX;(37124) 
0x7098c2c;:0;MOV	0x90(%RAX),%RDX;(37124) 
0x7098c33;:0;SUB	%RCX,%RDX;(37124) 
0x7098c36;:0;SAR	$0x3,%RDX;(37124) 
0x7098c3a;:0;MOV	-0x220(%RBP),%RDI;(37124) 
0x7098c41;:0;CMPB	$0,(%RDI);(37124) 
0x7098c44;:0;JNE	7098c67 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x507>;(37124) 
0x7098c46;:0;CMP	%RSI,%RDX;(37124) 
0x7098c49;:0;JBE	7099438 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xcd8>;(37124) 
0x7098c4f;:0;MOV	0x30(%R13),%RDI;(37124) 
0x7098c53;:0;MOV	(%RDI,%R8,8),%RDI;(37124) 
0x7098c57;:0;CMP	(%RCX,%RSI,8),%RDI;(37124) 
0x7098c5b;:0;JE	7098c67 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x507>;(37124) 
0x7098c5d;:0;MOV	-0x220(%RBP),%RDI;(37124) 
0x7098c64;:0;MOVB	$0x1,(%RDI);(37124) 
0x7098c67;:0;CMP	%RSI,%RDX;(37124) 
0x7098c6a;:0;JBE	7099438 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xcd8>;(37124) 
0x7098c70;:0;MOV	(%RCX,%RSI,8),%RCX;(37124) 
0x7098c74;:0;MOV	0x30(%R13),%RDX;(37124) 
0x7098c78;:0;MOV	%RCX,(%RDX,%R8,8);(37124) 
0x7098c7c;:0;MOV	-0x220(%RBP),%RCX;(37124) 
0x7098c83;:0;CMPB	$0,(%RCX);(37124) 
0x7098c86;:0;JNE	7098caa <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x54a>;(37124) 
0x7098c88;:0;MOV	0xb8(%R13),%RCX;(37124) 
0x7098c8f;:0;MOV	%R8,%RDX;(37124) 
0x7098c92;:0;SHR	$0x6,%RDX;(37124) 
0x7098c96;:0;MOV	(%RCX,%RDX,8),%RCX;(37124) 
0x7098c9a;:0;BT	%R8,%RCX;(37124) 
0x7098c9e;:0;JAE	7098caa <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x54a>;(37124) 
0x7098ca0;:0;MOV	-0x220(%RBP),%RCX;(37124) 
0x7098ca7;:0;MOVB	$0x1,(%RCX);(37124) 
0x7098caa;:0;TESTB	$0x1,0x8(%R12);(37124) 
0x7098cb0;:0;MOV	-0x268(%RBP),%RCX;(37124) 
0x7098cb7;:0;JE	7098cbe <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x55e>;(37124) 
0x7098cb9;:0;MOV	0x10(%R12),%RCX;(37124) 
0x7098cbe;:0;CMPL	$0x14,(%RCX,%R8,4);(37124) 
0x7098cc3;:0;JNE	7098a81 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x321>;(37124) 
0x7098cc9;:0;MOV	0xf8(%RAX),%RAX;(37124) 
0x7098cd0;:0;MOV	(%RAX,%RSI,8),%RBX;(37124) 
0x7098cd4;:0;TEST	%RBX,%RBX;(37124) 
0x7098cd7;:0;JE	7098a81 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x321>;(37124) 
0x7098cdd;:0;MOV	0xe0(%R13),%RAX;(37124) 
0x7098ce4;:0;MOV	(%RAX,%R8,8),%RDI;(37124) 
0x7098ce8;:0;TEST	%RDI,%RDI;(37124) 
0x7098ceb;:0;JE	7098a62 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x302>;(37124) 
0x7098cf1;:0;MOV	(%RBX),%RAX;(37124) 
0x7098cf4;:0;MOV	0x8(%RBX),%R15;(37124) 
0x7098cf8;:0;SUB	%RAX,%R15;(37124) 
0x7098cfb;:0;SAR	$0x4,%R15;(37124) 
0x7098cff;:0;MOV	$-0x3333333333333333,%RSI;(37124) 
0x7098d09;:0;IMUL	%RSI,%R15;(37124) 
0x7098d0d;:0;MOV	(%RDI),%RCX;(37124) 
0x7098d10;:0;MOV	0x8(%RDI),%RDX;(37124) 
0x7098d14;:0;SUB	%RCX,%RDX;(37124) 
0x7098d17;:0;SAR	$0x4,%RDX;(37124) 
0x7098d1b;:0;IMUL	%RSI,%RDX;(37124) 
0x7098d1f;:0;CMP	%RDX,%R15;(37124) 
0x7098d22;:0;JNE	7098a62 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x302>;(37124) 
0x7098d28;:0;TEST	%R15D,%R15D;(37124) 
0x7098d2b;:0;JLE	7098a6c <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x30c>;(37124) 
0x7098d31;:0;MOV	0x8(%RAX),%EDX;(37124) 
0x7098d34;:0;CMP	0x8(%RCX),%EDX;(37124) 
0x7098d37;:0;JNE	7098a62 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x302>;(37124) 
0x7098d3d;:0;MOV	(%RAX),%RSI;(37124) 
0x7098d40;:0;MOV	(%RCX),%RDX;(37124) 
0x7098d43;:0;MOV	%RDI,-0x248(%RBP);(37124) 
0x7098d4a;:0;MOV	-0x218(%RBP),%RDI;(37124) 
0x7098d51;:0;CALL	7688230 <_ZNK10tensorflow8grappler20SymbolicShapeRefiner16EquivalentShapesENS_15shape_inference11ShapeHandleES3_@plt>;(37124) 
0x7098d56;:0;MOV	-0x248(%RBP),%RDX;(37124) 
0x7098d5d;:0;MOV	-0x240(%RBP),%R8;(37124) 
