module;src_file;score;issue;opts;
python3.12;dictobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;dictobject.c;;"-funroll-loops is missing. ";"";
python3.12;capsule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;capsule.c;;"-funroll-loops is missing. ";"";
python3.12;pylifecycle.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pylifecycle.c;;"-funroll-loops is missing. ";"";
python3.12;_abc.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_abc.c;;"-funroll-loops is missing. ";"";
python3.12;sre.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;sre.c;;"-funroll-loops is missing. ";"";
python3.12;structmember.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;structmember.c;;"-funroll-loops is missing. ";"";
python3.12;intrinsics.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;intrinsics.c;;"-funroll-loops is missing. ";"";
python3.12;thread_pthread.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;thread_pthread.h;;"-funroll-loops is missing. ";"";
python3.12;genobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;genobject.c;;"-funroll-loops is missing. ";"";
python3.12;_abc.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_abc.c.h;;"-funroll-loops is missing. ";"";
python3.12;gcmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;gcmodule.c;;"-funroll-loops is missing. ";"";
python3.12;pegen.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pegen.c;;"-funroll-loops is missing. ";"";
python3.12;floatobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;floatobject.c;;"-funroll-loops is missing. ";"";
python3.12;traceback.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;traceback.c;;"-funroll-loops is missing. ";"";
python3.12;itertoolsmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;itertoolsmodule.c;;"-funroll-loops is missing. ";"";
python3.12;descrobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;descrobject.c;;"-funroll-loops is missing. ";"";
python3.12;compile.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;compile.c;;"-funroll-loops is missing. ";"";
python3.12;longobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;longobject.c;;"-funroll-loops is missing. ";"";
python3.12;unicodeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;unicodeobject.c;;"-funroll-loops is missing. ";"";
python3.12;bltinmodule.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;bltinmodule.c.h;;"-funroll-loops is missing. ";"";
python3.12;codeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;codeobject.c;;"-funroll-loops is missing. ";"";
python3.12;object.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;object.c;;"-funroll-loops is missing. ";"";
python3.12;setobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;setobject.c;;"-funroll-loops is missing. ";"";
python3.12;pycore_call.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pycore_call.h;;"-funroll-loops is missing. ";"";
python3.12;listobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;listobject.c;;"-funroll-loops is missing. ";"";
python3.12;modsupport.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;modsupport.c;;"-funroll-loops is missing. ";"";
python3.12;getargs.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;getargs.c;;"-funroll-loops is missing. ";"";
python3.12;flowgraph.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;flowgraph.c;;"-funroll-loops is missing. ";"";
python3.12;errors.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;errors.c;;"-funroll-loops is missing. ";"";
python3.12;obmalloc.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;obmalloc.c;;"-funroll-loops is missing. ";"";
python3.12;bytesobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;bytesobject.c;;"-funroll-loops is missing. ";"";
python3.12;frame.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;frame.c;;"-funroll-loops is missing. ";"";
python3.12;tupleobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;tupleobject.c;;"-funroll-loops is missing. ";"";
python3.12;frameobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;frameobject.c;;"-funroll-loops is missing. ";"";
python3.12;typeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;typeobject.c;;"-funroll-loops is missing. ";"";
python3.12;parser.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;parser.c;;"-funroll-loops is missing. ";"";
python3.12;tokenizer.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;tokenizer.c;;"-funroll-loops is missing. ";"";
python3.12;funcobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;funcobject.c;;"-funroll-loops is missing. ";"";
python3.12;import.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;import.c;;"-funroll-loops is missing. ";"";
python3.12;moduleobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;moduleobject.c;;"-funroll-loops is missing. ";"";
python3.12;pystate.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pystate.c;;"-funroll-loops is missing. ";"";
python3.12;exceptions.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;exceptions.c;;"-funroll-loops is missing. ";"";
